Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,MeanSavings,75Savings
Becherovka 750ml,Customer Square 3,32,1.9038461538461537,2.4278798552885554,0,10,0.0,1.0,3.0,Create/Update,080432106624,2,6,21.88,2.0,0.0,-1.0,0.0,-21.88
Beefeater 24 1L,Customer Square 3,14,0.4423076923076923,1.026822236477884,0,6,0.0,0.0,1.0,Create/Update,089540507590,2,6,28.06,0.0,2.0,1.0,56.12,28.06
Beefeater Gin 1L,Customer Square 3,46,16.615384615384617,15.250666878424903,0,49,4.0,12.5,27.75,Create/Update,089540333489,2,12,25.91,17.0,-15.0,-26.0,-388.65,-673.66
Belle Meade Bourbon 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,609224885853,1,6,46.2,0.0,1.0,1.0,46.2,46.2
Belle Meade Reserve Cask 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,602938786669,1,6,71.24,0.0,1.0,1.0,71.24,71.24
Beluga Allure 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,850346005173,1,6,,0.0,1.0,1.0,,
Beluga Noble 1L,Customer Square 3,22,0.5769230769230769,0.8400126795323675,0,4,0.0,0.0,1.0,Create/Update,850346005012,1,6,,1.0,0.0,0.0,,
Beluga Noble Gold 750ml,Customer Square 3,4,0.1346153846153846,0.5199425320998375,0,3,0.0,0.0,0.0,Create/Update,850346005067,1,6,,0.0,1.0,1.0,,
Belvedere Vodka 750ml,Customer Square 3,51,11.326923076923077,8.296711938719026,0,39,5.75,9.0,15.5,Create/Update,087116069688,2,6,50.2,11.0,-9.0,-14.0,-451.8,-702.8000000000001
BenRiach The Smoky Twelve 12y 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,5060716140266,2,6,61.5,0.0,2.0,2.0,123.0,123.0
Benchmark 1L,Customer Square 3,52,38.21153846153846,19.998400453787777,1,86,23.25,37.5,53.25,Create/Update,088004020835,3,12,28.5,38.0,-35.0,-50.0,-997.5,-1425.0
Benhams Barrel Finished Gin 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,851718000680,2,6,,0.0,2.0,2.0,,
Benhams Sonoma Dry Gin 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,851718000697,2,6,,0.0,2.0,2.0,,
Beniotome Miyabi Whisky 750ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,751313566140,1,6,,0.0,1.0,1.0,,
Benromach 10yr 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,747020192413,1,6,,0.0,1.0,1.0,,
Bernheim Wheat Whiskey 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,096749941001,2,6,23.12,0.0,2.0,2.0,46.24,46.24
Berto Aperitiv Tradission 1L,Customer Square 3,10,0.36538461538461536,0.8993340731607632,0,4,0.0,0.0,0.0,Create/Update,761503452511,1,2,,0.0,1.0,1.0,,
Berto Aperitivo Liquore 1L,Customer Square 3,8,0.4423076923076923,1.4062150718870732,0,6,0.0,0.0,0.0,Create/Update,761503452498,1,2,,0.0,1.0,1.0,,
Berto Extra Secco 1L,Customer Square 3,12,0.4423076923076923,0.886077387192944,0,3,0.0,0.0,0.0,Create/Update,761503452566,2,4,,0.0,2.0,2.0,,
Berto Ross Da Travaj 1L,Customer Square 3,20,0.6538461538461539,0.9381777628961899,0,3,0.0,0.0,1.0,Create/Update,761503452535,2,4,,1.0,1.0,1.0,,
Better Half Sauvignon Blanc 750ml,Customer Square 3,2,0.34615384615384615,1.8280360982024835,0,12,0.0,0.0,0.0,Create/Update,856803003010 ,6,12,,0.0,6.0,6.0,,
Bigallet China 750ml,Customer Square 3,44,2.3076923076923075,2.014738592878276,0,12,1.0,2.0,3.0,Create/Update,852322814199,1,3,,2.0,-1.0,-2.0,,
Bigallet Thym Liqueur 750ml,Customer Square 3,24,0.7884615384615384,1.0253805759052526,0,3,0.0,0.0,1.0,Create/Update,852322824068,1,3,,1.0,0.0,0.0,,
Bitter Queens Chinese 5 Spice Bitters 5oz,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,860012000326,2,4,,0.0,2.0,2.0,,
Bitter Queens Chocolate Walnut Bitters 5oz,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,860012000302,2,4,,0.0,2.0,2.0,,
Bitter Queens Eucalyptus Bitters 5oz,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,860012000333,2,4,,0.0,2.0,2.0,,
Bitter Truth Aromatic Bitters 200ml,Customer Square 3,10,0.34615384615384615,0.7816308243423683,0,3,0.0,0.0,0.0,Create/Update,810255020001,2,12,,0.0,2.0,2.0,,
Bitter Truth Celery Bitters 200ml,Customer Square 3,16,0.36538461538461536,0.5892905171555599,0,2,0.0,0.0,1.0,Create/Update,810255020032,2,12,,0.0,2.0,1.0,,
Bitter Truth Creole Bitters 200ml,Customer Square 3,20,0.8653846153846154,1.25619765338847,0,5,0.0,0.0,2.0,Create/Update,810255020049,2,12,,1.0,1.0,0.0,,
Bitter Truth Cucumber Bitters 200ml,Customer Square 3,17,0.5769230769230769,1.1984951116063756,0,7,0.0,0.0,1.0,Create/Update,810255020346,2,12,,1.0,1.0,1.0,,
Bitter Truth Elderflower 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,810255020100,1,6,,0.0,1.0,1.0,,
Bitter Truth Grapefruit Bitters 200ml,Customer Square 3,6,0.1346153846153846,0.3936440286626677,0,2,0.0,0.0,0.0,Create/Update,810255020063,2,12,,0.0,2.0,2.0,,
Bitter Truth Jerry Thomas Bitters 200ml,Customer Square 3,44,3.5,2.983931325256356,0,12,1.0,2.5,6.0,Create/Update,810255020056,1,12,,4.0,-3.0,-5.0,,
Bitter Truth Lemon Bitters 200ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,810255020025,2,12,,0.0,2.0,2.0,,
Bitter Truth Orange Bitters 200ml,Customer Square 3,17,0.8076923076923077,1.401077353852845,0,6,0.0,0.0,1.25,Create/Update,810255020018,2,12,,1.0,1.0,1.0,,
Bitter Truth Peach Bitters 200ml,Customer Square 3,16,0.5,0.9093531090412992,0,4,0.0,0.0,1.0,Create/Update,810255020230,2,12,,0.0,2.0,1.0,,
Bitter Truth Spiced Chocolate Bitters 200ml,Customer Square 3,2,0.07692307692307693,0.43172969847391635,0,3,0.0,0.0,0.0,Create/Update,810255020070,2,12,,0.0,2.0,2.0,,
Bittercube Cherry Bark Vanilla Bitters 5oz,Customer Square 3,15,0.5384615384615384,0.9699630933014224,0,4,0.0,0.0,1.0,Create/Update,737212282862,3,12,,1.0,2.0,2.0,,
Bittercube Corazon Bitters 5oz,Customer Square 3,19,1.3846153846153846,2.185211186360275,0,8,0.0,0.0,2.0,Create/Update,737212282770,1,4,,1.0,0.0,-1.0,,
Bittercube Jamaican 1 5oz,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,737212282879,0,1,,0.0,0.0,0.0,,
Bittermens Boston Bitters 5oz,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,610074058007,4,12,15.0,0.0,4.0,4.0,60.0,60.0
Bittermens Buckspice Ginger Bitters 5oz,Customer Square 3,5,0.36538461538461536,1.4939473545693813,0,9,0.0,0.0,0.0,Create/Update,856972005259,4,12,,0.0,4.0,4.0,,
Bittermens Burlesque Bitters 5oz,Customer Square 3,9,2.4423076923076925,13.395483540728975,0,96,0.0,0.0,0.0,Create/Update,856972005204,2,12,,2.0,0.0,2.0,,
Bittermens Hellfire Shrub 5oz,Customer Square 3,50,7.980769230769231,5.982314912805605,0,30,3.75,7.0,10.25,Create/Update,856972005235,2,12,,8.0,-6.0,-8.0,,
Bittermens Hopped Grapefruit Bitters 5oz,Customer Square 3,6,0.19230769230769232,0.6515797825422084,0,4,0.0,0.0,0.0,Create/Update,856972005174,2,12,,0.0,2.0,2.0,,
Bittermens Krupnik Honey Bitters 5oz,Customer Square 3,8,0.4807692307692308,1.2783761426630964,0,6,0.0,0.0,0.0,Create/Update,856972005280,4,12,,0.0,4.0,4.0,,
Bittermens New England Cranberry Bitters 5oz,Customer Square 3,3,0.19230769230769232,1.0007393716352064,0,7,0.0,0.0,0.0,Create/Update,856972005273,3,12,,0.0,3.0,3.0,,
Bittermens Orange Cream 5oz,Customer Square 3,13,0.3076923076923077,0.5730640163750516,0,2,0.0,0.0,0.25,Create/Update,856972005211,4,12,,0.0,4.0,4.0,,
Bittermens Orchard Street Celery Shrub 5oz,Customer Square 3,3,0.09615384615384616,0.4047608688432535,0,2,0.0,0.0,0.0,Create/Update,856972005228,2,12,,0.0,2.0,2.0,,
Bittermens Scarborough Bitters 5oz,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,856972005242,4,12,,0.0,4.0,4.0,,
Bittermens Tiki Bitters 5oz,Customer Square 3,27,1.5192307692307692,2.515264052627054,0,15,0.0,1.0,2.0,Create/Update,856972005181,4,12,,2.0,2.0,2.0,,
Bittermens Transatlantic 5oz,Customer Square 3,2,0.15384615384615385,0.8634593969478327,0,6,0.0,0.0,0.0,Create/Update,856972005266,4,12,,0.0,4.0,4.0,,
Bittermens Winter Melon Tart Bitters 5oz,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,856972005297,4,12,,0.0,4.0,4.0,,
Bittermens Xocolatl Mole Bitters 5oz,Customer Square 3,40,9.576923076923077,9.459114761488305,0,33,1.0,7.0,15.25,Create/Update,856972005167,2,12,,10.0,-8.0,-13.0,,
Blackwell Black Gold Reserve 750ml,Customer Square 3,51,7.461538461538462,3.6451313074456877,0,17,5.0,7.0,9.0,Create/Update,5060119770121,2,4,123.13,7.0,-5.0,-7.0,-615.65,-861.91
Blade and Bow 750ml,Customer Square 3,6,0.17307692307692307,0.5449472044347984,0,3,0.0,0.0,0.0,Create/Update,08249801,2,6,39.87,0.0,2.0,2.0,79.74,79.74
Bloody Revolution Bloody Mary Mix 1L,Customer Square 3,52,47.61538461538461,22.75636330800502,6,114,31.75,47.0,62.25,Create/Update,858315004004,2,12,,48.0,-46.0,-60.0,,
Blue Owl Spirit Animal Cans 6 Pack,Customer Square 3,1,0.07692307692307693,0.5493406483494501,0,4,0.0,0.0,0.0,Create/Update,868781000011,2,4,,0.0,2.0,2.0,,
Bluebird White Grapefruit 5.5oz,Customer Square 3,14,25.846153846153847,52.168139634257685,0,240,0.0,0.0,48.0,Create/Update,053500003675,12,48,31.2,26.0,-14.0,-36.0,-436.8,-1123.2
Blume Marillen Apricot Eau de Vie 750ml,Customer Square 3,3,0.11538461538461539,0.5058825553063812,0,3,0.0,0.0,0.0,Create/Update,9024153030364,1,3,,0.0,1.0,1.0,,
Bobby's Jenever 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,8710631219598,1,3,,0.0,1.0,1.0,,
Bobbys Dry Gin 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,8710631219031,2,2,,0.0,2.0,2.0,,
Bombay Dry Gin 1L,Customer Square 3,34,2.7115384615384617,3.7944115711922493,0,19,0.0,1.0,3.25,Create/Update,080480300012,1,12,11.05,3.0,-2.0,-2.0,-22.1,-22.1
Bombay Sapphire East 1L,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,080480002107,2,12,30.46,0.0,2.0,2.0,60.92,60.92
Bonal Gentiane Quina 750ml,Customer Square 3,35,1.9615384615384615,2.0471512895648103,0,8,0.0,2.0,3.0,Create/Update,3274510003920,2,4,3.1,2.0,0.0,-1.0,0.0,-3.1
Bonanto Aperitivo 750ml,Customer Square 3,7,0.17307692307692307,0.4690888814480949,0,2,0.0,0.0,0.0,Create/Update,8413884102197,2,6,,0.0,2.0,2.0,,
Boodles Gin 750ml,Customer Square 3,12,0.40384615384615385,0.7908032767289264,0,3,0.0,0.0,0.0,Create/Update,811538016001,2,12,,0.0,2.0,2.0,,
Boomerang Spiced Cherry 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,850887004703,1,2,,0.0,1.0,1.0,,
Borghetti Caffe Espresso 750ml,Customer Square 3,45,5.269230769230769,4.7031715347419665,0,22,2.75,4.0,6.25,Create/Update,084105981013,2,6,35.82,5.0,-3.0,-4.0,-107.46000000000001,-143.28
Bottled Water,Customer Square 3,3,3.8461538461538463,16.190434753730145,0,80,0.0,0.0,0.0,Create/Update,022592007014,24,48,21.6,4.0,20.0,24.0,432.0,518.4000000000001
Bounty Dark Rum 1L,Customer Square 3,31,4.115384615384615,4.651938579170914,0,16,0.0,3.0,6.0,Create/Update,786992211685,3,4,,4.0,-1.0,-3.0,,
Bounty Spiced Rum 1L,Customer Square 3,20,1.0576923076923077,2.1159964150258777,0,10,0.0,0.0,1.0,Create/Update,786992211548,3,4,,1.0,2.0,2.0,,
Bounty White 1L,Customer Square 3,49,29.326923076923077,25.55967463516743,0,141,13.75,22.0,40.0,Create/Update,786992000234,3,4,,29.0,-26.0,-37.0,,
Bouvery CV Chocolate Vodka 375ml,Customer Square 3,18,0.75,1.4659599112999173,0,7,0.0,0.0,1.0,Create/Update,869743000308,1,2,,1.0,0.0,0.0,,
Bowmore 12y 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,850483000055,1,6,,0.0,1.0,1.0,,
Bowmore 15y 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,850483000109,1,6,,0.0,1.0,1.0,,
Boyd and Blair Potato Vodka 750ml,Customer Square 3,20,0.6730769230769231,0.9348211232874335,0,3,0.0,0.0,1.25,Create/Update,894958002007,2,4,,1.0,1.0,1.0,,
Bozal Barril 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856442005840,1,6,,0.0,1.0,1.0,,
Bozal Borrego 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856442005512,1,6,,0.0,1.0,1.0,,
Bozal Castilla 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856442005499,1,6,,0.0,1.0,1.0,,
Bozal Cenizo 750ml,Customer Square 3,6,0.11538461538461539,0.3194855331891567,0,1,0.0,0.0,0.0,Create/Update,856442005802,1,6,,0.0,1.0,1.0,,
Bozal Cuishe 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,856442005390,1,6,,0.0,1.0,1.0,,
Bozal Ensamble 750ml,Customer Square 3,10,0.23076923076923078,0.5044183480232309,0,2,0.0,0.0,0.0,Create/Update,856442005208,1,6,,0.0,1.0,1.0,,
Bozal Guais De Calabaza 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,810034600226,1,6,,0.0,1.0,1.0,,
Bozal Iberico Sacrificio 750ml,Customer Square 3,16,0.38461538461538464,0.6249260311258431,0,2,0.0,0.0,1.0,Create/Update,856442005819,1,6,,0.0,1.0,0.0,,
Bozal Jabali 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,856442005826,1,6,,0.0,1.0,1.0,,
Bozal Pechuga 750ml,Customer Square 3,7,0.21153846153846154,0.5992475558031878,0,3,0.0,0.0,0.0,Create/Update,856442005222,1,6,,0.0,1.0,1.0,,
Bozal Sacatoro 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,856442005796,1,6,,0.0,1.0,1.0,,
Bozal Tepeztate 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,856442005789,1,6,,0.0,1.0,1.0,,
Bozal Tobala 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856442005864,1,6,,0.0,1.0,1.0,,
Bozal Tobasiche 750ml,Customer Square 3,3,0.09615384615384616,0.44976982936640375,0,3,0.0,0.0,0.0,Create/Update,856442005406,1,6,,0.0,1.0,1.0,,
Branca Menta 750ml,Customer Square 3,52,10.153846153846153,4.14814423468085,1,19,7.0,9.0,13.0,Create/Update,898563002209,2,6,,10.0,-8.0,-11.0,,
Braulio Amaro 1L,Customer Square 3,37,1.6730769230769231,1.8368153234727709,0,8,0.0,1.0,2.0,Create/Update,721059002264,1,6,,2.0,-1.0,-1.0,,
Breckenridge Port Cask 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,853826005298,0,6,,0.0,0.0,0.0,,
Brenne 10y Single Malt 750ml,Customer Square 3,5,0.15384615384615385,0.7174906963914474,0,5,0.0,0.0,0.0,Create/Update,851532004017,1,12,,0.0,1.0,1.0,,
Brenne Single Malt Estate Cask 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,851532004000,1,12,,0.0,1.0,1.0,,
Brennivin Aquavit 1L,Customer Square 3,18,0.5192307692307693,0.8201872350821586,0,3,0.0,0.0,1.0,Create/Update,5690772001005,1,2,15.765,1.0,0.0,0.0,0.0,0.0
Brokers Gin 1L,Customer Square 3,38,25.53846153846154,21.37437496923463,0,70,0.0,26.0,39.0,Create/Update,803433000032,2,6,,26.0,-24.0,-37.0,,
Brooklyn Gin 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,736040019251,1,6,,0.0,1.0,1.0,,
Brothers Bond Bourbon 750ml,Customer Square 3,17,1.5769230769230769,3.040408334457181,0,15,0.0,0.0,2.25,Create/Update,816136027091,1,6,,2.0,-1.0,-1.0,,
Brugal 1888 750ml,Customer Square 3,9,0.2692307692307692,0.7872880573253354,0,5,0.0,0.0,0.0,Create/Update,812066021512,1,6,,0.0,1.0,1.0,,
Brugal Anejo Rum 1L,Customer Square 3,38,1.8269230769230769,1.751056316870497,0,8,0.0,2.0,2.0,Create/Update,812066020065,1,12,,2.0,-1.0,-1.0,,
Brugal Extra Dry White 1L,Customer Square 3,20,0.75,1.3283158799483943,0,6,0.0,0.0,1.0,Create/Update,812066020102,1,12,,1.0,0.0,0.0,,
Brugal Extra Viejo 750ml,Customer Square 3,8,0.19230769230769232,0.4819216956208333,0,2,0.0,0.0,0.0,Create/Update,812066020171,1,12,,0.0,1.0,1.0,,
Bruichladdich Classic Laddie 750ml,Customer Square 3,10,0.23076923076923078,0.5044183480232309,0,2,0.0,0.0,0.0,Create/Update,087236700386,1,6,24.37,0.0,1.0,1.0,24.37,24.37
Bruichladdich Islay Barley 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,087236700379,2,6,61.75,0.0,2.0,2.0,123.5,123.5
Bruichladdich Port Charlotte 10 Heavily Peated 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,087236700805,2,6,58.32,0.0,2.0,2.0,116.64,116.64
Buchanans 12y 750ml,Customer Square 3,3,0.19230769230769232,0.9206699387373708,0,6,0.0,0.0,0.0,Create/Update,088110955328,4,12,31.75,0.0,4.0,4.0,127.0,127.0
Bud light Cans 12 Pack,Customer Square 3,7,1.3461538461538463,3.994633974686038,0,20,0.0,0.0,0.0,Create/Update,018200530470,2,2,47.72,1.0,1.0,2.0,47.72,95.44
Budget Muddler,Customer Square 3,2,0.07692307692307693,0.3846153846153846,0,2,0.0,0.0,0.0,Create/Update,123469,6,8,9.0,0.0,6.0,6.0,54.0,54.0
Buffalo Trace 1.75L,Customer Square 3,2,0.1346153846153846,0.6801822763010537,0,4,0.0,0.0,0.0,Create/Update,080244009212,3,12,56.445,0.0,3.0,3.0,169.335,169.335
Buffalo Trace 1L,Customer Square 3,48,55.11538461538461,29.317659318727923,0,137,36.25,52.0,75.25,Create/Update,080244009229,6,12,74.7,55.0,-49.0,-69.0,-3660.3,-5154.3
Buffalo Trace 375ml,Customer Square 3,1,0.23076923076923078,1.6480219450483495,0,12,0.0,0.0,0.0,Create/Update,080244009250,4,12,138.84,0.0,4.0,4.0,555.36,555.36
Buffalo Trace Bourbon Cream 750ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,080244003715,2,12,33.72,0.0,2.0,2.0,67.44,67.44
Buffalo Trace White Dog Mash #1 375ml,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,088004004521,2,12,26.38,0.0,2.0,2.0,52.76,52.76
Bulleit Barrel Strength 750ml,Customer Square 3,10,0.5769230769230769,1.4189128265920554,0,6,0.0,0.0,0.0,Create/Update,082000778516,1,6,202.2,1.0,0.0,1.0,0.0,202.2
Bulleit Bourbon 1.75L,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,087000004047,2,6,48.13,0.0,2.0,2.0,96.26,96.26
Bulleit Bourbon 10y 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,082000760832,1,12,38.58,0.0,1.0,1.0,38.58,38.58
Bulleit Bourbon 1L,Customer Square 3,21,17.653846153846153,28.051384591759327,0,109,0.0,0.0,25.25,Create/Update,087000005549,2,12,15.125,18.0,-16.0,-23.0,-242.0,-347.875
Bulleit Bourbon 375ml,Customer Square 3,9,10.153846153846153,42.45195683420559,0,300,0.0,0.0,0.0,Create/Update,087000004122,3,12,488.8,10.0,-7.0,3.0,-3421.6,1466.4
Bulleit Bourbon 750ml,Customer Square 3,30,27.057692307692307,29.441214871946006,0,107,0.0,21.5,50.0,Create/Update,087000005525,3,12,25.93,27.0,-24.0,-47.0,-622.3199999999999,-1218.71
Bulleit Rye 1.75L,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,082000766070,2,6,54.99,0.0,2.0,2.0,109.98,109.98
Bulleit Rye 1L,Customer Square 3,30,14.307692307692308,18.48652155733849,0,73,0.0,2.0,25.5,Create/Update,082000752974,2,12,121.0,14.0,-12.0,-24.0,-1452.0,-2904.0
Bulleit Rye 750ml,Customer Square 3,25,17.692307692307693,21.97685711198737,0,78,0.0,0.0,35.75,Create/Update,082000752967,3,12,51.86,18.0,-15.0,-33.0,-777.9,-1711.3799999999999
Bumbu XO 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,813497006147,1,6,,0.0,1.0,1.0,,
Burrito Fiestero Ancestral Joven Durango 750ml,Customer Square 3,10,0.25,0.584248366575512,0,3,0.0,0.0,0.0,Create/Update,850009098016,1,6,,0.0,1.0,1.0,,
Burrito Fiestero Artesanal Joven Cenizo 750ml,Customer Square 3,34,1.4038461538461537,1.5474497057145273,0,8,0.0,1.0,2.0,Create/Update,850009098009,1,6,,1.0,0.0,-1.0,,
Burrito Fiestero Artesanal Joven Ensamble 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,850009098108,1,6,,0.0,1.0,1.0,,
Bushido Series Meiyo 15y 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,765531073410,0,1,,0.0,0.0,0.0,,
Bushmills White Label 750ml,Customer Square 3,6,1.7115384615384615,8.417784603631532,0,60,0.0,0.0,0.0,Create/Update,811538016162,2,12,,2.0,0.0,2.0,,
Byrrh Grand Quinquina 750ml,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,630637224359,2,4,0.9411764705882353,0.0,2.0,2.0,1.8823529411764706,1.8823529411764706
Caffe Del Fuego 750ml,Customer Square 3,45,5.846153846153846,5.572544700392257,0,29,2.0,4.5,9.0,Create/Update,861521000104,2,6,,6.0,-4.0,-7.0,,
Caffo Amaretto Fratelli d'Italia 750ml,Customer Square 3,21,0.9807692307692307,1.7152078211757567,0,9,0.0,0.0,1.25,Create/Update,812482007091,1,12,,1.0,0.0,-0.0,,
Caffo Limoncino Dell Isola 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,812482007572,1,12,,0.0,1.0,1.0,,
Campari 750ml,Customer Square 3,16,5.961538461538462,13.230154279089898,0,52,0.0,0.0,2.0,Create/Update,721059047500,3,12,,6.0,-3.0,1.0,,
Canteen Black Cherry Vodka Soda 12oz 6pk,Customer Square 3,1,1.5384615384615385,10.986812966989003,0,80,0.0,0.0,0.0,Create/Update,850010619132,0,4,,2.0,-2.0,0.0,,
Canteen Pineapple Vodka Soda 12oz 6pk,Customer Square 3,1,1.5384615384615385,10.986812966989003,0,80,0.0,0.0,0.0,Create/Update,850010619354,0,4,,2.0,-2.0,0.0,,
Caol Ila 12y 750ml,Customer Square 3,14,0.36538461538461536,0.651295931610619,0,2,0.0,0.0,1.0,Create/Update,088076163461,1,6,75.74,0.0,1.0,0.0,75.74,0.0
Caol Ila 15y 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,088076179707,1,6,293.4,0.0,1.0,1.0,293.4,293.4
Cap Corse Quinquina Blanc 750ml,Customer Square 3,13,0.34615384615384615,0.7039617391431973,0,3,0.0,0.0,0.25,Create/Update,3268140000152,2,4,16.75,0.0,2.0,2.0,33.5,33.5
Cap Corse Quinquina Rouge 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,3268140000145,2,4,16.75,0.0,2.0,2.0,33.5,33.5
