Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,Unit,RoundedMean,DiffMean,Diff75,MeanSavings,75Savings
Jim Beam 750ml,Customer Square 3,4,0.5192307692307693,2.070770802376818,0,12,0.0,0.0,0.0,Create/Update,080686001409,4,12,13.83,1.0,3.0,4.0,41.49,55.32
Jin Jiji India Dry Gin 750ml,Customer Square 3,6,0.4423076923076923,1.5982377499375506,0,9,0.0,0.0,0.0,Create/Update,8908009319050,1,2,,0.0,1.0,1.0,,
Johnnie Walker Black 375ml,Customer Square 3,3,2.0384615384615383,10.418108381492326,0,72,0.0,0.0,0.0,Create/Update,088110011192,1,24,1263.6,2.0,-1.0,1.0,-1263.6,1263.6
Johnnie Walker Black 750ml,Customer Square 3,12,2.3076923076923075,7.140185468229104,0,48,0.0,0.0,0.0,Create/Update,088110011307,2,12,33.48,2.0,0.0,2.0,0.0,66.96
Johnnie Walker Blue 750ml,Customer Square 3,20,0.5961538461538461,0.9856590022107306,0,5,0.0,0.0,1.0,Create/Update,088110070052,1,6,229.0,1.0,0.0,0.0,0.0,0.0
Johnnie Walker Green 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,088076162624,1,6,55.5,0.0,1.0,1.0,55.5,55.5
Johnnie Walker High Rye 750ml,Customer Square 3,7,0.5192307692307693,1.4998767207723416,0,7,0.0,0.0,0.0,Create/Update,088076186286,2,12,69.66,1.0,1.0,2.0,69.66,139.32
Johnnie Walker Red 750ml,Customer Square 3,3,0.09615384615384616,0.44976982936640375,0,3,0.0,0.0,0.0,Create/Update,088110021306,2,12,11.41,0.0,2.0,2.0,22.82,22.82
Johnny Drum Private Stock 750ml,Customer Square 3,9,0.34615384615384615,0.8522507617753977,0,3,0.0,0.0,0.0,Create/Update,680203020571,2,6,,0.0,2.0,2.0,,
Junipero 750ml,Customer Square 3,26,1.0961538461538463,1.417739470812812,0,6,0.0,0.5,2.0,Create/Update,087229178086,2,6,76.35,1.0,1.0,0.0,76.35,0.0
Jura Seven Wood 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,087647113270,1,6,67.75,0.0,1.0,1.0,67.75,67.75
Kafi Cashew Feni 750ml,Customer Square 3,17,0.4423076923076923,0.7182634383455038,0,3,0.0,0.0,1.0,Create/Update,8908004725009,1,3,,0.0,1.0,0.0,,
Kahlua 750ml,Customer Square 3,12,5.076923076923077,12.5879156853617,0,54,0.0,0.0,0.0,Create/Update,089540122717,2,12,41.78,5.0,-3.0,2.0,-125.34,83.56
Kaido Iwai No Aka Shochu 750ml,Customer Square 3,20,1.0,1.3867504905630728,0,4,0.0,0.0,2.0,Create/Update,072546046811,1,3,46.78,1.0,0.0,-1.0,0.0,-46.78
Kamiki Whisky 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,4589858890026,1,6,50.75,0.0,1.0,1.0,50.75,50.75
Kammer Kirschwasser 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,080368418525,1,1,35.17,0.0,1.0,1.0,35.17,35.17
Kasama 7y Small Batch Rum 750ml,Customer Square 3,12,0.4230769230769231,1.0255608943056447,0,6,0.0,0.0,0.0,Create/Update,852935001818,1,6,,0.0,1.0,1.0,,
Kastra Elion Vodka 750ml,Customer Square 3,22,1.2115384615384615,1.843246910101203,0,6,0.0,0.0,2.0,Create/Update,816136025899,1,6,,1.0,0.0,-1.0,,
Katun Gin 750ml,Customer Square 3,18,0.4423076923076923,0.7182634383455038,0,3,0.0,0.0,1.0,Create/Update,7500462950248,1,6,,0.0,1.0,0.0,,
Kavalan Classic 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,4710085219513,1,6,68.78,0.0,1.0,1.0,68.78,68.78
Kavalan Concertmaster 750ml,Customer Square 3,2,0.057692307692307696,0.30467268303374734,0,2,0.0,0.0,0.0,Create/Update,4710085219537,1,6,72.92,0.0,1.0,1.0,72.92,72.92
Ketel One 375ml,Customer Square 3,13,10.365384615384615,26.56995762000749,0,156,0.0,0.0,1.0,Create/Update,085156122158,2,12,127.6,10.0,-8.0,1.0,-1020.8,127.6
Ketel One 750ml,Customer Square 3,16,7.846153846153846,14.44936066643224,0,54,0.0,0.0,9.0,Create/Update,085156515417,3,12,263.4,8.0,-5.0,-6.0,-1317.0,-1580.3999999999999
Ki No Bi Gin 750ml,Customer Square 3,9,0.28846153846153844,0.9058896702549138,0,6,0.0,0.0,0.0,Create/Update,4589633900032,1,2,54.5,0.0,1.0,1.0,54.5,54.5
Ki No Bi Navy Gin 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,4589633900308,1,2,63.5,0.0,1.0,1.0,63.5,63.5
Kikori Whiskey 750ml,Customer Square 3,44,4.826923076923077,3.0742175605294197,0,13,3.0,5.0,7.25,Create/Update,851362006007,1,6,,5.0,-4.0,-6.0,,
Kilbeggan Blended 80 Proof 750ml,Customer Square 3,6,0.4230769230769231,1.5108091801078731,0,8,0.0,0.0,0.0,Create/Update,080686187110,0,0,138.32,0.0,0.0,0.0,0.0,0.0
King Floyds Black Lava 4oz,Customer Square 3,1,0.11538461538461539,0.8240109725241748,0,6,0.0,0.0,0.0,Create/Update,857203007820,2,6,,0.0,2.0,2.0,,
Kinsman Apricot Brandy 750ml,Customer Square 3,15,0.6346153846153846,1.2093998218100093,0,6,0.0,0.0,1.0,Create/Update,859353004001,1,6,,1.0,0.0,0.0,,
Knappogue Castle 12y 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,814794011223,1,6,,0.0,1.0,1.0,,
Knob Creek Bourbon 750ml,Customer Square 3,46,10.384615384615385,7.046968377508833,0,29,5.0,9.0,15.25,Create/Update,080686016762,2,6,inf,10.0,-8.0,-13.0,-inf,-inf
Knob Creek Rye 750ml,Customer Square 3,11,2.1923076923076925,4.930433205878885,0,20,0.0,0.0,0.0,Create/Update,080686016748,2,6,9.28,2.0,0.0,2.0,0.0,18.56
Knob Creek Single Barrel Reserve Bourbon 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,080686016045,1,6,49.43,0.0,1.0,1.0,49.43,49.43
Koch Ancestral Espadin 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,850009079121,1,6,,0.0,1.0,1.0,,
Koch Ancestral Espadin Jaya 750ml,Customer Square 3,3,0.09615384615384616,0.4047608688432535,0,2,0.0,0.0,0.0,Create/Update,850009079138,2,6,,0.0,2.0,2.0,,
Koch Arroqueno 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,850009079060,1,6,,0.0,1.0,1.0,,
Koch Ensamble 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,850009079022,1,6,,0.0,1.0,1.0,,
Koch Tepeztate 750ml,Customer Square 3,4,0.09615384615384616,0.3540760122984994,0,2,0.0,0.0,0.0,Create/Update,850009079046,1,6,,0.0,1.0,1.0,,
Koch Tobasiche 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,850009079107,1,6,,0.0,1.0,1.0,,
Kooper Barrel Reserve Rye 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,864903000129,1,6,,0.0,1.0,1.0,,
Kooper Single Barrel Bourbon 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,864903000198,1,6,,0.0,1.0,1.0,,
Kooper Sweetheart 750ml,Customer Square 3,7,0.23076923076923078,0.6389710663783134,0,3,0.0,0.0,0.0,Create/Update,864903000136,2,6,,0.0,2.0,2.0,,
Koopers Family Rye 750ml,Customer Square 3,26,1.0,1.6870547845739468,0,10,0.0,0.5,1.0,Create/Update,864903000105,1,6,,1.0,0.0,0.0,,
Koriko Large Shaker Black,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,123534,8,12,31.5,0.0,8.0,8.0,252.0,252.0
Koriko Large Shaker Copper,Customer Square 3,2,0.23076923076923078,1.153846153846154,0,6,0.0,0.0,0.0,Create/Update,123535,6,12,97.5,0.0,6.0,6.0,585.0,585.0
Koriko Large Shaker Gold,Customer Square 3,1,0.07692307692307693,0.5493406483494501,0,4,0.0,0.0,0.0,Create/Update,123536,4,12,47.0,0.0,4.0,4.0,188.0,188.0
Koriko Large Shaker Stainless,Customer Square 3,16,0.7692307692307693,1.5518646924486164,0,8,0.0,0.0,1.0,Create/Update,123537,24,12,9.0,1.0,23.0,23.0,207.0,207.0
Koriko Small Shaker Black,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,123538,8,12,28.0,0.0,8.0,8.0,224.0,224.0
Koriko Small Shaker Copper,Customer Square 3,1,0.11538461538461539,0.8240109725241748,0,6,0.0,0.0,0.0,Create/Update,123539,8,12,90.0,0.0,8.0,8.0,720.0,720.0
Koriko Small Shaker Gold,Customer Square 3,1,0.07692307692307693,0.5493406483494501,0,4,0.0,0.0,0.0,Create/Update,123540,8,12,84.0,0.0,8.0,8.0,672.0,672.0
Koriko Small Shaker Stainless,Customer Square 3,15,0.6923076923076923,1.4876215081395168,0,8,0.0,0.0,1.0,Create/Update,123541,20,20,8.0,1.0,19.0,19.0,152.0,152.0
Krogstad Festling Aquavit 750ml,Customer Square 3,11,0.38461538461538464,0.8583043694008229,0,4,0.0,0.0,0.0,Create/Update,853507000031,1,6,,0.0,1.0,1.0,,
Kronan Swedish Punsch 750ml,Customer Square 3,4,0.1346153846153846,0.48153784713649667,0,2,0.0,0.0,0.0,Create/Update,793573950772,1,2,,0.0,1.0,1.0,,
Kubler Absinthe 1L,Customer Square 3,50,3.9615384615384617,1.9607841686970593,0,9,3.0,4.0,5.0,Create/Update,898627001094,1,2,,4.0,-3.0,-4.0,,
Kuhn Rikon Peeler Black,Customer Square 3,2,0.09615384615384616,0.49066733931434886,0,3,0.0,0.0,0.0,Create/Update,7610154027759,20,100,,0.0,20.0,20.0,,
Kuhn Rikon Peeler Blue,Customer Square 3,3,0.11538461538461539,0.576923076923077,0,4,0.0,0.0,0.0,Create/Update,7610154027711,20,100,,0.0,20.0,20.0,,
Kuhn Rikon Peeler Green,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,7610154027728,20,100,,0.0,20.0,20.0,,
Kuhn Rikon Peeler Red,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,7610154027704,5,100,,0.0,5.0,5.0,,
Kujira Nas Whiskey 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,4934829101289,1,2,57.49,0.0,1.0,1.0,57.49,57.49
Kujira Ryukyu 8yr Whiskey 750ml,Customer Square 3,1,0.057692307692307696,0.4120054862620874,0,3,0.0,0.0,0.0,Create/Update,4957494031033,1,2,260.01,0.0,1.0,1.0,260.01,260.01
Kuleana Hawaiian Rum Agricole 750ml,Customer Square 3,8,0.9038461538461539,3.114850381544559,0,18,0.0,0.0,0.0,Create/Update,850012089018,1,6,,1.0,0.0,1.0,,
Kuleana Huihui White Rum 750ml,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,867315000312,1,6,,0.0,1.0,1.0,,
Kuleana Nanea Aged Rum 750ml,Customer Square 3,5,0.21153846153846154,0.8844063298128398,0,6,0.0,0.0,0.0,Create/Update,867315000336,1,6,,0.0,1.0,1.0,,
L'Encantada Armagnac XO Lot 2.0 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856980005418,1,6,,0.0,1.0,1.0,,
L'Encantada Tattoo Series 2 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856980005449,0,2,,0.0,0.0,0.0,,
La Caravedo Pisco Puro Quebranta 750ml,Customer Square 3,47,6.346153846153846,5.870017086151963,0,25,2.0,4.0,10.0,Create/Update,816136023376,2,6,,6.0,-4.0,-8.0,,
La Caravedo Puro Torontoel Pisco 750ml,Customer Square 3,28,4.673076923076923,5.905411969756588,0,24,0.0,3.5,6.5,Create/Update,816136023383,2,6,,5.0,-3.0,-4.0,,
La Gritona Reposado 750ml,Customer Square 3,28,2.1923076923076925,4.057464448578606,0,24,0.0,1.0,2.0,Create/Update,859026001221,6,12,,2.0,4.0,4.0,,
La Luna Cupreata 750ml,Customer Square 3,21,0.5769230769230769,0.8167984839075114,0,3,0.0,0.0,1.0,Create/Update,040232290688,2,6,15.0,1.0,1.0,1.0,15.0,15.0
La Marca Prosecco 750ml,Customer Square 3,13,6.769230769230769,17.651122632215625,0,105,0.0,0.0,0.75,Create/Update,085000017739,24,12,4.453333333333333,7.0,17.0,23.0,75.70666666666666,102.42666666666666
La Quintinye Extra Dry 750ml,Customer Square 3,15,0.5576923076923077,1.0079198216445124,0,4,0.0,0.0,1.0,Create/Update,3700209604203,1,2,42.0,1.0,0.0,0.0,0.0,0.0
La Venenosa Raicilla Costa Green 750ml,Customer Square 3,18,0.40384615384615385,0.6281724219638876,0,3,0.0,0.0,1.0,Create/Update,799599687692,1,2,,0.0,1.0,0.0,,
La Venenosa Raicilla Puntas 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,799599687630,1,1,,0.0,1.0,1.0,,
La Venenosa Raicilla Sierra Black 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,799599687715,1,2,,0.0,1.0,1.0,,
La Venenosa Raicilla Sierra Del Tigre Orange 750ml,Customer Square 3,22,0.5769230769230769,0.7682686290553146,0,3,0.0,0.0,1.0,Create/Update,799599687685,1,2,,1.0,0.0,0.0,,
La Venenosa Raicilla Sur Red 750ml,Customer Square 3,11,0.25,0.5142208445046514,0,2,0.0,0.0,0.0,Create/Update,799599687708,1,2,,0.0,1.0,1.0,,
La Venenosa Raicilla Tabernas 750ml,Customer Square 3,21,0.8846153846153846,1.5019710915205102,0,6,0.0,0.0,1.0,Create/Update,613739980699,2,2,35.75,1.0,1.0,1.0,35.75,35.75
La Venenosa Raicilla Tutsi 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,799599687865,1,1,,0.0,1.0,1.0,,
Lacuesta Vermouth Rojo 750ml,Customer Square 3,12,0.40384615384615385,0.7908032767289263,0,3,0.0,0.0,0.0,Create/Update,690463354002,2,4,,0.0,2.0,2.0,,
Lagavulin 16y 750ml,Customer Square 3,24,0.8846153846153846,1.2657294363003333,0,5,0.0,0.0,1.0,Create/Update,088110140052,1,12,40.45,1.0,0.0,0.0,0.0,0.0
Lagavulin 8y 750ml,Customer Square 3,12,0.23076923076923078,0.4213250442347432,0,1,0.0,0.0,0.0,Create/Update,088076180635,1,6,56.5,0.0,1.0,1.0,56.5,56.5
Lagavulin Distillers Edition 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,088076184565,1,6,97.09,0.0,1.0,1.0,97.09,97.09
Lagunitas Hoppy Refresher N/A Bottles 4 Pack,Customer Square 3,2,0.2692307692307692,1.3603645526021073,0,8,0.0,0.0,0.0,Create/Update,723830095045,2,6,,0.0,2.0,2.0,,
Lagunitas IPA N/A Bottles 6 Pack,Customer Square 3,14,1.1923076923076923,2.1216689868923537,0,8,0.0,0.0,2.5,Create/Update,723830137004,2,4,,1.0,1.0,-0.0,,
Lairds 12y Apple Brandy 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,084848110381,1,2,60.6,0.0,1.0,1.0,60.6,60.6
Lairds 7.5y Apple Brandy 750ml,Customer Square 3,4,0.25,0.9975932576417644,0,6,0.0,0.0,0.0,Create/Update,084848110305,1,4,31.9,0.0,1.0,1.0,31.9,31.9
Lairds Applejack 750ml,Customer Square 3,41,4.25,3.970443687665533,0,16,1.0,3.0,7.0,Create/Update,084848100306,2,12,48.75,4.0,-2.0,-5.0,-97.5,-243.75
Lairds Applejack 86 750ml,Customer Square 3,3,0.11538461538461539,0.576923076923077,0,4,0.0,0.0,0.0,Create/Update,084848112316,1,12,21.9,0.0,1.0,1.0,21.9,21.9
Lairds Jersey Lightning 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,084848111340,1,12,20.24,0.0,1.0,1.0,20.24,20.24
Lairds Straight Apple Brandy 100 Proof 750ml,Customer Square 3,42,7.038461538461538,9.139856795843174,0,44,1.0,4.0,9.25,Create/Update,084848110343,3,12,52.5,7.0,-4.0,-6.0,-210.0,-315.0
Lalo Blanco 750ml,Customer Square 3,52,94.6923076923077,47.323168200372116,17,308,65.0,96.0,113.25,Create/Update,811041030013,2,6,,95.0,-93.0,-111.0,,
Laphroaig 10y 750ml,Customer Square 3,51,4.75,3.1432161383378796,0,14,3.0,4.0,7.0,Create/Update,080686813019,2,12,52.78,5.0,-3.0,-5.0,-158.34,-263.9
Laphroaig 10y Cask Strength 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,080686813330,1,6,30.0,0.0,1.0,1.0,30.0,30.0
Laphroaig 10y Sherry Cask 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,080686813347,1,6,32.67,0.0,1.0,1.0,32.67,32.67
Laphroaig Lore 750ml,Customer Square 3,4,0.07692307692307693,0.2664693550105965,0,1,0.0,0.0,0.0,Create/Update,080686813071,1,6,105.0,0.0,1.0,1.0,105.0,105.0
Laphroaig Quarter Cask 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,080686813033,1,6,74.44,0.0,1.0,1.0,74.44,74.44
Lapis Luna Red Blend 750ml,Customer Square 3,20,1.1538461538461537,1.6685393818064505,0,6,0.0,0.0,2.0,Create/Update,860115002418,3,12,,1.0,2.0,1.0,,
Larceny Small Batch 1L,Customer Square 3,16,0.7692307692307693,1.5268794800984005,0,6,0.0,0.0,1.0,Create/Update,096749031542,1,6,5.6875,1.0,0.0,0.0,0.0,0.0
Las Perlas Raicilla De Costa 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,862700000403,1,2,,0.0,1.0,1.0,,
Laws Four Grain Bourbon 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,856933005731,1,6,,0.0,1.0,1.0,,
Lazzaroni Amaretto 750ml,Customer Square 3,39,2.3846153846153846,2.419105414387136,0,11,0.75,2.0,3.25,Create/Update,084848720306,2,6,22.45,2.0,0.0,-1.0,0.0,-22.45
Lazzaroni Cherries 400g,Customer Square 3,1,0.038461538461538464,0.27467032417472503,0,2,0.0,0.0,0.0,Create/Update,8002873021658,3,12,,0.0,3.0,3.0,,
Lazzaroni Fernet 750ml,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,084848727305,1,6,23.2,0.0,1.0,1.0,23.2,23.2
Lazzaroni Sambuca 750ml,Customer Square 3,7,0.15384615384615385,0.41065685584735806,0,2,0.0,0.0,0.0,Create/Update,084848721303,2,6,22.45,0.0,2.0,2.0,44.9,44.9
Le Verger French Terroir Liqueur 750ml,Customer Square 3,29,3.4423076923076925,4.817490016509799,0,20,0.0,1.0,6.0,Create/Update,849834000653,1,6,,3.0,-2.0,-5.0,,
Leblon Cachaca 750ml,Customer Square 3,10,0.6346153846153846,2.112498030530226,0,14,0.0,0.0,0.0,Create/Update,080480007256,1,6,25.28,1.0,0.0,1.0,0.0,25.28
Lee Spirits Creme de Violette 750ml,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,860384000337,2,6,,0.0,2.0,2.0,,
Legendre Herbsaint 750ml,Customer Square 3,11,0.38461538461538464,0.9230769230769229,0,4,0.0,0.0,0.0,Create/Update,088004004712,1,6,25.47,0.0,1.0,1.0,25.47,25.47
Legent Bourbon,Customer Square 3,6,0.2692307692307692,0.9630756942729934,0,6,0.0,0.0,0.0,Create/Update,080686024019,1,6,68.2,0.0,1.0,1.0,68.2,68.2
Lemon Hart 151 750ml,Customer Square 3,14,0.36538461538461536,0.6801822763010535,0,3,0.0,0.0,1.0,Create/Update,814789001512,1,4,,0.0,1.0,0.0,,
Lemon Hart 1804 750ml,Customer Square 3,5,0.11538461538461539,0.3748767055695755,0,2,0.0,0.0,0.0,Create/Update,814789001802,1,4,,0.0,1.0,1.0,,
Lemon Hart Spiced Rum 750ml,Customer Square 3,7,0.17307692307692307,0.4690888814480949,0,2,0.0,0.0,0.0,Create/Update,814789001864,1,4,,0.0,1.0,1.0,,
Lemon Juicer,Customer Square 3,1,0.019230769230769232,0.13733516208736252,0,1,0.0,0.0,0.0,Create/Update,123544,12,12,7.0,0.0,12.0,12.0,84.0,84.0
Leopold Bros Orange Liqueur 750ml,Customer Square 3,3,0.07692307692307693,0.33085866411702414,0,2,0.0,0.0,0.0,Create/Update,836137000046,2,3,,0.0,2.0,2.0,,
Leopold Brothers Absinthe Verte 750ml,Customer Square 3,8,0.15384615384615385,0.36080121229411,0,1,0.0,0.0,0.0,Create/Update,836137007113,1,2,,0.0,1.0,1.0,,
Leopold Brothers Apertivo 750ml,Customer Square 3,4,0.11538461538461539,0.42307692307692313,0,2,0.0,0.0,0.0,Create/Update,836137000091,1,3,,0.0,1.0,1.0,,
Leopold Brothers Fernet 750ml,Customer Square 3,13,0.2692307692307692,0.4849815466507112,0,2,0.0,0.0,0.25,Create/Update,836137000138,2,2,,0.0,2.0,2.0,,
Leopold Brothers Navy Gin 750ml,Customer Square 3,13,0.38461538461538464,0.737820234355803,0,3,0.0,0.0,0.25,Create/Update,836137000145,2,3,,0.0,2.0,2.0,,
Leopold Brothers Rocky Mountain Blackberry 750ml,Customer Square 3,2,0.038461538461538464,0.1923076923076923,0,1,0.0,0.0,0.0,Create/Update,836137007007,1,2,,0.0,1.0,1.0,,
Leopold Brothers Small Batch Gin 750ml,Customer Square 3,23,1.1538461538461537,1.364165219305246,0,4,0.0,0.0,3.0,Create/Update,836137005010,1,3,,1.0,0.0,-2.0,,
Lepanto Gran Reserve PX 750ml,Customer Square 3,3,0.057692307692307696,0.23316068563427197,0,1,0.0,0.0,0.0,Create/Update,8205850008196,1,6,,0.0,1.0,1.0,,
Leyenda Oaxaca Espadin 750ml,Customer Square 3,3,0.11538461538461539,0.505882555306381,0,3,0.0,0.0,0.0,Create/Update,7503013890024,1,6,,0.0,1.0,1.0,,
Leyenda San Luis Potosi 750ml,Customer Square 3,17,0.5,0.7966275068156915,0,3,0.0,0.0,1.0,Create/Update,7503013890789,2,2,,0.0,2.0,1.0,,
Liber & Co Blood Orange Cordial 17oz,Customer Square 3,43,7.173076923076923,8.035309466651057,0,42,1.0,3.5,12.0,Create/Update,614409550181,2,12,21.24,7.0,-5.0,-10.0,-106.19999999999999,-212.39999999999998
Liber & Co Demerara Gum Syrup 17oz,Customer Square 3,18,0.6730769230769231,1.3115046239713473,0,6,0.0,0.0,1.0,Create/Update,614409550167,3,12,10.62,1.0,2.0,2.0,21.24,21.24
Liber & Co Fiery Ginger 17oz,Customer Square 3,52,26.03846153846154,11.704636718414594,5,60,17.5,26.0,31.25,Create/Update,700697229745,3,12,,26.0,-23.0,-28.0,,
Liber & Co Fig Syrup 17oz,Customer Square 3,45,4.634615384615385,4.155759886794037,0,16,2.0,4.0,6.0,Create/Update,614409550228,2,12,53.1,5.0,-3.0,-4.0,-159.3,-212.4
Liber & Co Grapefruit Shrub 17oz,Customer Square 3,17,1.6538461538461537,3.567398402330016,0,14,0.0,0.0,1.0,Create/Update,700697229677,2,12,,2.0,0.0,1.0,,
Liber & Co Grenadine 17oz,Customer Square 3,46,6.730769230769231,6.070468821761326,0,32,3.0,5.5,9.0,Create/Update,700697229721,3,12,,7.0,-4.0,-6.0,,
Liber & Co Gum Syrup 17oz,Customer Square 3,19,1.3461538461538463,2.600921548107187,0,14,0.0,0.0,2.0,Create/Update,700697229660,3,12,,1.0,2.0,1.0,,
Liber & Co Orgeat 17oz,Customer Square 3,52,24.346153846153847,10.952492893935881,9,64,17.25,22.0,28.75,Create/Update,612953414638,4,12,10.62,24.0,-20.0,-25.0,-212.39999999999998,-265.5
Liber & Co Passion Fruit Syrup 17oz,Customer Square 3,52,21.96153846153846,12.214369750517905,1,46,11.75,20.5,33.0,Create/Update,700697229769,4,12,,22.0,-18.0,-29.0,,
Liber & Co Pineapple Gum Syrup 17oz,Customer Square 3,50,7.711538461538462,8.771318071422288,0,52,3.0,5.0,8.25,Create/Update,700697229714,4,12,,8.0,-4.0,-4.0,,
Liber & Co Raspberry Gum Syrup 17oz,Customer Square 3,40,5.211538461538462,5.4148532846859805,0,28,2.0,3.5,8.0,Create/Update,614409550365,3,12,15.93,5.0,-2.0,-5.0,-31.86,-79.65
Liber & Co Rio Red Grapefruit Cordial 17oz,Customer Square 3,6,0.6538461538461539,3.513077849454999,0,25,0.0,0.0,0.0,Create/Update,614409550204,2,12,10.62,1.0,1.0,2.0,10.62,21.24
Liber & Co Toasted Coconut 17oz,Customer Square 3,17,1.8076923076923077,8.807860260407399,0,64,0.0,0.0,1.0,Create/Update,614409550297,3,12,21.24,2.0,1.0,2.0,21.24,42.48
Liber & Co Tonic Syrup 17oz,Customer Square 3,17,1.1730769230769231,1.9682201433133382,0,6,0.0,0.0,2.0,Create/Update,609224040887,2,12,31.86,1.0,1.0,0.0,31.86,0.0
Licor 43 1L,Customer Square 3,49,25.51923076923077,14.73417062557878,0,59,14.75,24.0,37.0,Create/Update,029929115404,1,12,87.51,26.0,-25.0,-36.0,-2187.75,-3150.36
Licor 43 375ml,Customer Square 3,4,0.9615384615384616,5.313124310688429,0,38,0.0,0.0,0.0,Create/Update,029929115091,2,12,24.6,1.0,1.0,2.0,24.6,49.2
Lillet Blanc 750ml,Customer Square 3,51,9.057692307692308,5.610475989468485,0,21,4.0,8.0,13.0,Create/Update,083664866281,2,12,17.6,9.0,-7.0,-11.0,-123.20000000000002,-193.60000000000002
Lillet Rose 750ml,Customer Square 3,41,4.1923076923076925,4.028926472487437,0,14,1.0,3.0,6.0,Create/Update,083664872589,2,12,35.2,4.0,-2.0,-4.0,-70.4,-140.8
Lillet Rouge 750ml,Customer Square 3,12,0.28846153846153844,0.5992475558031879,0,3,0.0,0.0,0.0,Create/Update,083664866298,1,12,8.8,0.0,1.0,1.0,8.8,8.8
Linie Aquavit 750ml,Customer Square 3,11,0.5769230769230769,1.679585043146004,0,10,0.0,0.0,0.0,Create/Update,817469010101,2,12,,1.0,1.0,2.0,,
Liquore Strega 750ml,Customer Square 3,32,5.326923076923077,6.652706660988424,0,26,0.0,2.0,9.0,Create/Update,088320330007,1,12,30.35,5.0,-4.0,-8.0,-121.4,-242.8
Live Oak Big Bark Cans 6 Pack,Customer Square 3,50,16.28846153846154,10.117267300666525,0,48,8.0,13.5,22.5,Create/Update,853626006075,1,4,,16.0,-15.0,-22.0,,
