Product,Customer,Count,Mean,Std,Min,Max,25,50,75,Action,ProductSKU,MinimumBeforeReorder,ReorderQuantity,ROUNDMEAN,ROUND75,diffmean,diff75
Jack Daniels Whiskey Cola RTD 4 pack,Customer Square 2,1,0.461538461538462,3.2960438900967,0,24,0,0,0,Create/Update,82184204764,6,12,0,0,,
Jack Rudy Aromatic Bitters 2oz,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,859975003031,2,4,0,0,,
Jack Rudy Aromatic Bitters 2oz,Customer Square 2,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,859975003031,2,4,0,0,,
Jack Rudy Aromatic Bitters 2oz,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,859975003031,2,4,0,0,2,2
Jack Rudy Sweet Tea Syrup 500ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,859975003079,2,4,0,0,,
Jack Rudy Sweet Tea Syrup 500ml,Customer Square 2,3,0.153846153846154,0.690167632497168,0,4,0,0,0,Create/Update,859975003079,2,4,0,0,,
Jack Rudy Sweet Tea Syrup 500ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,859975003079,2,4,0,0,2,2
Jack Rudy Tonic Syrup 500ml,Customer Square 1,10,0.192307692307692,0.394113490998446,0,1,0,0,0,Create/Update,859975003000,2,4,0,0,,
Jack Rudy Tonic Syrup 500ml,Customer Square 2,9,0.192307692307692,0.440212428548446,0,2,0,0,0,Create/Update,859975003000,2,4,0,0,,
Jack Rudy Tonic Syrup 500ml,Customer Square 3,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,859975003000,2,4,0,0,2,2
Jade 1901 Absinthe 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,94922413321,1,6,0,0,,
Jade 1901 Absinthe 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,94922413321,2,6,0,0,,
Jade 1901 Absinthe 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,94922413321,1,6,0,0,1,1
Jade CF Berger Absinthe 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,94922413338,1,6,0,0,,
Jade CF Berger Absinthe 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,94922413338,2,6,0,0,,
Jade CF Berger Absinthe 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,94922413338,1,6,0,0,1,1
Jade Esprit Edouard Absinthe 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,94922413314,1,6,0,0,,
Jade Esprit Edouard Absinthe 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,94922413314,2,6,0,0,,
Jade Esprit Edouard Absinthe 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,94922413314,1,6,0,0,1,1
Jade Nouvelle Orleans Absinthe 750ml,Customer Square 1,0,0,0,0,0,0,0,0,Create/Update,94922977199,1,6,0,0,,
Jade Nouvelle Orleans Absinthe 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,94922977199,2,6,0,0,,
Jade Nouvelle Orleans Absinthe 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,94922977199,1,6,0,0,1,1
Jagermeister 375ml,Customer Square 1,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,83089660358,3,12,0,0,,
Jagermeister 375ml,Customer Square 2,22,0.480769230769231,0.604164541246347,0,2,0,0,1,Create/Update,83089660358,3,12,0,1,,
Jagermeister 375ml,Customer Square 3,21,0.634615384615385,0.877690285172617,0,3,0,0,1,Create/Update,83089660358,4,12,1,1,3,3
Jagermeister 50ml,Customer Square 1,21,3.46153846153846,7.56881643643976,0,27,0,0,2,Create/Update,83089660105,10,120,3,2,,
Jagermeister 50ml,Customer Square 2,21,2.73076923076923,6.10836558970686,0,32,0,0,3,Create/Update,83089660105,10,120,3,3,,
Jagermeister 50ml,Customer Square 3,16,0.634615384615385,1.12709371246866,0,4,0,0,1,Create/Update,83089660105,10,120,1,1,9,9
Jagermeister 750ml,Customer Square 1,11,0.230769230769231,0.464732537445945,0,2,0,0,0,Create/Update,83089524001,2,12,0,0,,
Jagermeister 750ml,Customer Square 2,23,0.576923076923077,0.742815689070306,0,3,0,0,1,Create/Update,83089524001,2,12,1,1,,
Jagermeister 750ml,Customer Square 3,10,0.192307692307692,0.394113490998446,0,1,0,0,0,Create/Update,83089524001,2,12,0,0,2,2
Jameson 175L,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,80432500187,1,6,0,0,1,1
Jameson 1L,Customer Square 1,49,2.67307692307692,1.46394033408987,0,7,2,2,4,Create/Update,80432500118,6,12,3,4,,
Jameson 1L,Customer Square 2,43,2.42307692307692,2.38864423926527,0,13,1,2,3,Create/Update,80432500118,60,12,2,3,,
Jameson 1L,Customer Square 3,25,0.557692307692308,0.632864718150167,0,2,0,0,1,Create/Update,80432500118,2,12,1,1,1,1
Jameson 200ml,Customer Square 1,49,2.55769230769231,1.56172317967712,0,7,1.75,2,3,Create/Update,80432500125,12,24,3,3,,
Jameson 200ml,Customer Square 2,37,1.42307692307692,1.29118541012266,0,5,0,1,2,Create/Update,80432500125,12,24,1,2,,
Jameson 200ml,Customer Square 3,23,0.653846153846154,0.896244630594696,0,4,0,0,1,Create/Update,80432500125,3,24,1,1,2,2
Jameson 375ml,Customer Square 1,51,3.84615384615385,1.87477809337753,0,10,3,4,5,Create/Update,80432500149,10,24,4,5,,
Jameson 375ml,Customer Square 2,48,2.19230769230769,1.35927669592864,0,7,1,2,3,Create/Update,80432500149,10,24,2,3,,
Jameson 375ml,Customer Square 3,23,0.596153846153846,0.814758467858264,0,3,0,0,1,Create/Update,80432500149,4,24,1,1,3,3
Jameson 750ml,Customer Square 1,51,3.73076923076923,1.97206826819912,0,9,2,4,5,Create/Update,80432500170,6,12,4,5,,
Jameson 750ml,Customer Square 2,47,3.21153846153846,2.11529720099108,0,9,2,3,4,Create/Update,80432500170,6,12,3,4,,
Jameson 750ml,Customer Square 3,19,0.538461538461538,0.819510605871635,0,3,0,0,1,Create/Update,80432500170,3,12,1,1,2,2
Jameson Black Barrel 1L,Customer Square 1,10,0.192307692307692,0.394113490998446,0,1,0,0,0,Create/Update,80432107294,1,6,0,0,,
Jameson Black Barrel 1L,Customer Square 2,9,0.173076923076923,0.378313761017423,0,1,0,0,0,Create/Update,80432107294,4,6,0,0,,
Jameson Caskmates IPA 1L,Customer Square 1,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,80432112649,1,6,0,0,,
Jameson Caskmates IPA 1L,Customer Square 2,5,0.115384615384615,0.374876705569575,0,2,0,0,0,Create/Update,80432112649,1,6,0,0,,
Jameson Caskmates IPA 1L,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,80432112649,1,6,0,0,1,1
Jameson Caskmates Stout 1L,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,80432110027,1,6,0,0,,
Jameson Caskmates Stout 1L,Customer Square 2,3,0.076923076923077,0.330858664117024,0,2,0,0,0,Create/Update,80432110027,2,6,0,0,,
Jameson Caskmates Stout 1L,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,80432110027,1,6,0,0,1,1
Jameson Cold Brew 50ml,Customer Square 2,15,0.75,1.67418177489322,0,10,0,0,1,Create/Update,80432115886,24,120,1,1,,
Jameson Cold Brew 750ml,Customer Square 1,5,0.134615384615385,0.439792177924203,0,2,0,0,0,Create/Update,80432115619,1,6,0,0,,
Jameson Cold Brew 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,80432115619,12,6,0,0,,
Jameson Cold Brew 750ml,Customer Square 3,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,80432115619,1,6,0,0,1,1
Japanese Bitters Shiso 100ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,4573489980034,1,3,0,0,,
Japanese Bitters Shiso 100ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,4573489980034,2,3,0,0,,
Japanese Bitters Shiso 100ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,4573489980034,1,3,0,0,1,1
Japanese Bitters Umami 100ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,4573489980010,1,3,0,0,,
Japanese Bitters Umami 100ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,4573489980010,2,3,0,0,,
Japanese Bitters Umami 100ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,4573489980010,1,3,0,0,1,1
Japanese Bitters Yuzu 100ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,4573489980027,1,3,0,0,,
Japanese Bitters Yuzu 100ml,Customer Square 2,7,0.134615384615385,0.341312295178824,0,1,0,0,0,Create/Update,4573489980027,2,3,0,0,,
Japanese Bitters Yuzu 100ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,4573489980027,1,3,0,0,1,1
Jarritos Grapefruit 12.5oz,Customer Square 2,1,1.84615384615385,13.1841755603868,0,96,0,0,0,Create/Update,90478410074,96,24,2,0,,
Jean Royer Chateauneuf Du Pape Tradition 2017 750ml,Customer Square 1,12,0.307692307692308,0.636651744509494,0,3,0,0,0,Create/Update,40001246,1,6,0,0,,
Jean Royer Chateauneuf Du Pape Tradition 2017 750ml,Customer Square 2,14,0.269230769230769,0.443560099795031,0,1,0,0,1,Create/Update,40001246,1,6,0,1,,
Jean Royer Chateauneuf Du Pape Tradition 2017 750ml,Customer Square 3,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,40001246,1,6,0,0,1,1
Jefferson's Reserve Old Rum Cask Finish 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,814794010714,2,6,0,0,,
Jeffersons Cognac Finish Rye 750ml,Customer Square 1,2,0.057692307692308,0.304672683033747,0,2,0,0,0,Create/Update,814794011346,2,6,0,0,,
Jeffersons Cognac Finish Rye 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794011346,2,6,0,0,,
Jeffersons Cognac Finish Rye 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794011346,2,6,0,0,2,2
Jeffersons Grand Selection Pichon 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,814794011094,1,6,0,0,,
Jeffersons Ocean 750ml,Customer Square 1,11,0.25,0.514220844504651,0,2,0,0,0,Create/Update,814794010646,2,6,0,0,,
Jeffersons Ocean 750ml,Customer Square 2,3,0.076923076923077,0.330858664117024,0,2,0,0,0,Create/Update,814794010646,2,6,0,0,,
Jeffersons Ocean 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794010646,2,6,0,0,2,2
Jeffersons Ocean Cask Strength 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794010806,2,6,0,0,,
Jeffersons Ocean Wheated 750ml,Customer Square 1,5,0.153846153846154,0.532938710021193,0,3,0,0,0,Create/Update,814794011261,2,6,0,0,,
Jeffersons Ocean Wheated 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794011261,2,6,0,0,,
Jeffersons Ocean Wheated 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,814794011261,1,6,0,0,1,1
Jeffersons Pritchard Hill 750ml,Customer Square 1,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,814794010974,1,6,0,0,,
Jeffersons Pritchard Hill 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,814794010974,1,6,0,0,,
Jeffersons Pritchard Hill 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,814794010974,1,6,0,0,1,1
Jeffersons Reserve 750ml,Customer Square 1,1,0.038461538461539,0.274670324174725,0,2,0,0,0,Create/Update,655709000013,2,6,0,0,,
Jeffersons Reserve 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,655709000013,2,6,0,0,,
Jeffersons Reserve 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,655709000013,2,6,0,0,2,2
Jeffersons Small Batch 750ml,Customer Square 1,6,0.153846153846154,0.495542258720197,0,3,0,0,0,Create/Update,655709000303,2,6,0,0,,
Jeffersons Small Batch 750ml,Customer Square 2,6,0.153846153846154,0.455083060238432,0,2,0,0,0,Create/Update,655709000303,2,6,0,0,,
Jeffersons Small Batch 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,655709000303,1,6,0,0,1,1
Jelinek Amaro 750ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,736040537175,1,6,0,0,,
Jelinek Amaro 750ml,Customer Square 2,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,736040537175,6,12,0,0,,
Jelinek Amaro 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,736040537175,1,6,0,0,1,1
Jelinek Fernet 750ml,Customer Square 1,8,0.153846153846154,0.36080121229411,0,1,0,0,0,Create/Update,736040505372,1,6,0,0,,
Jelinek Fernet 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,736040505372,6,12,0,0,,
Jelinek Fernet 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,736040505372,1,6,0,0,1,1
Jello Shot Cups And Lids,Customer Square 1,16,0.384615384615385,0.654976398689477,0,3,0,0,1,Create/Update,98382150253,6,18,0,1,,
Jello Shot Cups And Lids,Customer Square 2,13,0.442307692307692,0.886077387192944,0,4,0,0,0.25,Create/Update,98382150253,6,18,0,0,,
Jello Shot Cups And Lids,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,98382150253,6,18,0,0,6,6
Jeppsons Malort Liqueur 50ml,Customer Square 1,35,4.17307692307692,5.38773947833324,0,25,0,3,6,Create/Update,850995005753,24,120,4,6,,
Jeppsons Malort Liqueur 50ml,Customer Square 2,27,2.96153846153846,5.33479701315782,0,33,0,1,3.25,Create/Update,850995005753,24,120,3,3,,
Jeppsons Malort Liqueur 50ml,Customer Square 3,15,0.538461538461538,1.46052596508058,0,10,0,0,1,Create/Update,850995005753,6,120,1,1,5,5
Jeppsons Malort Liqueur 750ml,Customer Square 1,31,1.03846153846154,1.03703605867021,0,3,0,1,2,Create/Update,21037010190,2,12,1,2,,
Jeppsons Malort Liqueur 750ml,Customer Square 2,35,1.23076923076923,1.18671143234935,0,5,0,1,2,Create/Update,21037010190,4,12,1,2,,
Jeppsons Malort Liqueur 750ml,Customer Square 3,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,21037010190,2,12,0,0,2,2
Jeppsons Straight Bourbon 750ml,Customer Square 1,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,850995005845,0,12,0,0,,
Jeppsons Straight Bourbon 750ml,Customer Square 2,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,850995005845,4,12,0,0,,
Jeppsons Straight Bourbon 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,850995005845,0,12,0,0,0,0
Jester King Grim Harvest 750ml,Customer Square 1,11,0.211538461538462,0.408399241953756,0,1,0,0,0,Create/Update,818534023040,2,12,0,0,,
Jester King Grim Harvest 750ml,Customer Square 2,7,0.230769230769231,0.774978526138842,0,5,0,0,0,Create/Update,818534023040,2,12,0,0,,
Jester King Grim Harvest 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,818534023040,2,12,0,0,2,2
Jester King Grisette 750ml,Customer Square 1,13,0.326923076923077,0.642146456040923,0,3,0,0,0.25,Create/Update,818534027642,2,12,0,0,,
Jester King Grisette 750ml,Customer Square 2,16,0.403846153846154,0.658074562779564,0,2,0,0,1,Create/Update,818534027642,2,12,0,1,,
Jester King Grisette 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,818534027642,2,12,0,0,2,2
Jester King Ligra 750ml,Customer Square 1,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,850029899006,2,12,0,0,,
Jester King Ligra 750ml,Customer Square 2,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,850029899006,2,12,0,0,,
Jester King Ligra 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,850029899006,2,12,0,0,2,2
Jester King Mr. Mingo Raspberry Vanilla 750ml,Customer Square 1,11,0.211538461538462,0.408399241953756,0,1,0,0,0,Create/Update,818534027826,2,12,0,0,,
Jester King Mr. Mingo Raspberry Vanilla 750ml,Customer Square 2,0,0,0,0,0,0,0,0,Create/Update,818534027826,2,12,0,0,,
Jester King Mr. Mingo Raspberry Vanilla 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,818534027826,2,12,0,0,2,2
Jester King Pattinsons Porter 750ml,Customer Square 1,11,0.230769230769231,0.464732537445945,0,2,0,0,0,Create/Update,818534026751,2,12,0,0,,
Jester King Pattinsons Porter 750ml,Customer Square 2,10,0.211538461538462,0.453046884207298,0,2,0,0,0,Create/Update,818534026751,2,12,0,0,,
Jester King Pattinsons Porter 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,818534026751,2,12,0,0,2,2
Jester King TX Summer Melons 750ml,Customer Square 1,6,0.25,0.781394217458079,0,4,0,0,0,Create/Update,818534028069,2,12,0,0,,
Jester King TX Summer Melons 750ml,Customer Square 2,13,0.307692307692308,0.573064016375052,0,2,0,0,0.25,Create/Update,818534028069,2,12,0,0,,
Jester King TX Summer Melons 750ml,Customer Square 3,0,0,0,0,0,0,0,0,Create/Update,818534028069,2,12,0,0,2,2
Jigsaw Pinot Noir 750ml,Customer Square 1,30,1.19230769230769,1.45494463995213,0,6,0,1,2,Create/Update,665991030018,2,12,1,2,,
Jigsaw Pinot Noir 750ml,Customer Square 2,28,1.11538461538462,1.29576004060946,0,5,0,1,2,Create/Update,665991030018,2,12,1,2,,
Jigsaw Pinot Noir 750ml,Customer Square 3,11,0.230769230769231,0.464732537445945,0,2,0,0,0,Create/Update,665991030018,2,12,0,0,2,2
Jim Beam 1.75L,Customer Square 1,14,0.403846153846154,0.74057190438345,0,3,0,0,1,Create/Update,80686001102,3,6,0,1,,
Jim Beam 1.75L,Customer Square 2,21,0.557692307692308,0.7699515853526,0,3,0,0,1,Create/Update,80686001102,3,6,1,1,,
Jim Beam 1.75L,Customer Square 3,23,0.576923076923077,0.742815689070306,0,3,0,0,1,Create/Update,80686001102,2,6,1,1,1,1
Jim Beam 375ml,Customer Square 1,38,1.40384615384615,1.76787155146668,0,11,0,1,2,Create/Update,80686001607,4,24,1,2,,
Jim Beam 375ml,Customer Square 2,48,2.40384615384615,1.53497200406211,0,6,1,2,4,Create/Update,80686001607,10,24,2,4,,
Jim Beam 375ml,Customer Square 3,21,0.519230769230769,0.720320030781848,0,3,0,0,1,Create/Update,80686001607,4,24,1,1,3,3
Jim Beam 50ml,Customer Square 1,36,5.09615384615385,5.76214308217075,0,24,0,4,7,Create/Update,80686001904,60,120,5,7,,
Jim Beam 50ml,Customer Square 2,37,5,5.79455978284141,0,29,0,3,6.5,Create/Update,80686001904,30,120,5,7,,
Jim Beam 50ml,Customer Square 3,32,3.30769230769231,4.1256163247655,0,19,0,2,5.25,Create/Update,80686001904,30,120,3,5,27,25
Jim Beam 750ml,Customer Square 1,30,0.884615384615385,0.973768377013243,0,4,0,1,1,Create/Update,80686001409,4,12,1,1,,
Jim Beam 750ml,Customer Square 2,40,1.13461538461538,0.855499093059047,0,3,1,1,2,Create/Update,80686001409,4,12,1,2,,
Jim Beam 750ml,Customer Square 3,24,0.615384615384615,0.7634397400492,0,3,0,0,1,Create/Update,80686001409,4,12,1,1,3,3
Jim Beam PET 1.75L,Customer Square 1,8,0.192307692307692,0.481921695620833,0,2,0,0,0,Create/Update,80686001119,3,6,0,0,,
Jim Beam PET 1.75L,Customer Square 2,6,0.115384615384615,0.319485533189157,0,1,0,0,0,Create/Update,80686001119,3,6,0,0,,
Jim Beam PET 1.75L,Customer Square 3,13,0.307692307692308,0.605692913385524,0,3,0,0,0.25,Create/Update,80686001119,2,6,0,0,2,2
Jim Beam White 1L,Customer Square 2,17,0.442307692307692,0.690970931662372,0,2,0,0,1,Create/Update,80686001201,6,12,0,1,,
Jim Beam White Label 200ml,Customer Square 1,32,1.17307692307692,1.18842419657541,0,4,0,1,2,Create/Update,80686001706,10,48,1,2,,
Jim Beam White Label 200ml,Customer Square 2,36,1.51923076923077,1.59916305772961,0,7,0,1,2,Create/Update,80686001706,10,48,2,2,,
Jim Beam White Label 200ml,Customer Square 3,9,0.211538461538462,0.531201050651274,0,3,0,0,0,Create/Update,80686001706,4,48,0,0,4,4
Jin Jiji India Dry Gin 750ml,Customer Square 1,4,0.115384615384615,0.466321371268544,0,3,0,0,0,Create/Update,8908009319050,1,2,0,0,,
Jin Jiji India Dry Gin 750ml,Customer Square 2,4,0.076923076923077,0.266469355010596,0,1,0,0,0,Create/Update,8908009319050,3,6,0,0,,
Jin Jiji India Dry Gin 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,8908009319050,1,2,0,0,1,1
Job Rolling Papers,Customer Square 1,39,1.19230769230769,0.961538461538462,0,3,0.75,1,2,Create/Update,8648333,20,100,1,2,,
John J Bowman 750ml,Customer Square 1,8,0.346153846153846,0.95845659956747,0,5,0,0,0,Create/Update,80996002752,1,6,0,0,,
John J Bowman 750ml,Customer Square 2,9,0.211538461538462,0.493672986653594,0,2,0,0,0,Create/Update,80996002752,1,6,0,0,,
John J Bowman 750ml,Customer Square 3,7,0.134615384615385,0.341312295178824,0,1,0,0,0,Create/Update,80996002752,1,6,0,0,1,1
Johnnie Walker Black 375ml,Customer Square 1,5,0.096153846153846,0.294802109937613,0,1,0,0,0,Create/Update,88110011192,2,24,0,0,,
Johnnie Walker Black 375ml,Customer Square 2,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,88110011192,2,24,0,0,,
Johnnie Walker Black 375ml,Customer Square 3,10,0.288461538461538,0.688826718791243,0,3,0,0,0,Create/Update,88110011192,1,24,0,0,1,1
Johnnie Walker Black 750ml,Customer Square 1,27,0.788461538461538,1.00645108524073,0,4,0,0.5,1,Create/Update,88110011307,2,12,1,1,,
Johnnie Walker Black 750ml,Customer Square 2,11,0.326923076923077,0.699482056902816,0,3,0,0,0,Create/Update,88110011307,2,12,0,0,,
Johnnie Walker Black 750ml,Customer Square 3,12,0.25,0.475354119011857,0,2,0,0,0,Create/Update,88110011307,2,12,0,0,2,2
Johnnie Walker Blue 750ml,Customer Square 1,2,0.057692307692308,0.304672683033747,0,2,0,0,0,Create/Update,88110070052,1,6,0,0,,
Johnnie Walker Blue 750ml,Customer Square 2,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,88110070052,1,6,0,0,,
Johnnie Walker Blue 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,88110070052,1,6,0,0,1,1
Johnnie Walker Blue Legendary Eight 750ml,Customer Square 1,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,88076184763,0,3,0,0,,
Johnnie Walker Blue Legendary Eight 750ml,Customer Square 2,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,88076184763,1,3,0,0,,
Johnnie Walker Blue Legendary Eight 750ml,Customer Square 3,1,0.019230769230769,0.137335162087363,0,1,0,0,0,Create/Update,88076184763,0,3,0,0,0,0
Johnnie Walker Green 750ml,Customer Square 1,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,88076162624,1,6,0,0,,
Johnnie Walker Green 750ml,Customer Square 2,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,88076162624,1,6,0,0,,
Johnnie Walker Green 750ml,Customer Square 3,2,0.038461538461539,0.192307692307692,0,1,0,0,0,Create/Update,88076162624,1,6,0,0,1,1
Johnnie Walker Red 750ml,Customer Square 1,7,0.173076923076923,0.469088881448095,0,2,0,0,0,Create/Update,88110021306,2,12,0,0,,
Johnnie Walker Red 750ml,Customer Square 2,9,0.192307692307692,0.440212428548446,0,2,0,0,0,Create/Update,88110021306,4,12,0,0,,
Johnnie Walker Red 750ml,Customer Square 3,8,0.173076923076923,0.426125380887699,0,2,0,0,0,Create/Update,88110021306,2,12,0,0,2,2
Johnny Drum Private Stock 750ml,Customer Square 1,5,0.115384615384615,0.374876705569575,0,2,0,0,0,Create/Update,680203020571,2,6,0,0,,
Johnny Drum Private Stock 750ml,Customer Square 2,27,0.653846153846154,0.730769230769231,0,3,0,1,1,Create/Update,680203020571,2,6,1,1,,
Johnny Drum Private Stock 750ml,Customer Square 3,3,0.057692307692308,0.233160685634272,0,1,0,0,0,Create/Update,680203020571,2,6,0,0,2,2
Jolie Folle Rose 1L,Customer Square 1,44,2.32692307692308,1.78369920116501,0,6,1,2,4,Create/Update,860002235707,3,12,2,4,,
Jolie Folle Rose 1L,Customer Square 2,37,2.30769230769231,3.51118247416222,0,23,0,1,3,Create/Update,860002235707,3,12,2,3,,
Jolie Folle Rose 1L,Customer Square 3,4,0.096153846153846,0.354076012298499,0,2,0,0,0,Create/Update,860002235707,1,12,0,0,1,1
Jolie Folle Sauvignon Blanc 1L,Customer Square 1,35,1.65384615384615,1.54278239385628,0,6,0,1,3,Create/Update,3507110014363,3,12,2,3,,
Jolie Folle Sauvignon Blanc 1L,Customer Square 2,39,1.71153846153846,1.52336341516874,0,6,0.75,1.5,2,Create/Update,3507110014363,3,12,2,2,,
Jolie Folle Sauvignon Blanc 1L,Customer Square 3,11,0.269230769230769,0.592107858397718,0,3,0,0,0,Create/Update,3507110014363,3,12,0,0,3,3
Jose Cuervo Gold 200ml,Customer Square 1,37,1.80769230769231,1.76546421808131,0,7,0,1,3,Create/Update,811538010924,12,48,2,3,,
Jose Cuervo Gold 200ml,Customer Square 2,23,0.673076923076923,0.934821123287434,0,4,0,0,1,Create/Update,811538010924,12,48,1,1,,
Jose Cuervo Gold 200ml,Customer Square 3,7,0.153846153846154,0.410656855847358,0,2,0,0,0,Create/Update,811538010924,3,48,0,0,3,3
Jose Cuervo Gold 375ml,Customer Square 1,24,0.942307692307692,1.23121986942378,0,4,0,0,2,Create/Update,811538010887,12,24,1,2,,
Jose Cuervo Gold 375ml,Customer Square 2,24,0.826923076923077,1.08700636623558,0,4,0,0,1,Create/Update,811538010887,12,24,1,1,,
Jose Cuervo Gold 375ml,Customer Square 3,17,0.384615384615385,0.593355716174673,0,2,0,0,1,Create/Update,811538010887,6,24,0,1,6,5
Jose Cuervo Gold 750ml,Customer Square 1,31,1.01923076923077,1.18468406394319,0,5,0,1,1,Create/Update,811538010832,6,12,1,1,,
Jose Cuervo Gold 750ml,Customer Square 2,33,1.15384615384615,1.18296588455613,0,5,0,1,2,Create/Update,811538010832,6,12,1,2,,
Jose Cuervo Gold 750ml,Customer Square 3,17,0.346153846153846,0.51458031385614,0,2,0,0,1,Create/Update,811538010832,3,12,0,1,3,2
Jose Cuervo Reserva De Famila Extra Anejo 750ml,Customer Square 1,3,0.076923076923077,0.330858664117024,0,2,0,0,0,Create/Update,811538011457,0,3,0,0,,
