,Category,SKU,ProductName,Location,OnHand,Par,Shy,Send
278,Tobacco,047995855079,American Spirit Black,Airport,15.0,4,-11.0,
279,Tobacco,047995855086,American Spirit Blue,Airport,30.0,5,-25.0,
280,Tobacco,047995855215,American Spirit Celadon,Airport,30.0,1,-29.0,
281,Tobacco,047995855222,American Spirit Dark Green,Airport,18.0,0,-18.0,
282,Tobacco,047995855253,American Spirit Gold,Airport,14.0,1,-13.0,
283,Tobacco,047995855055,American Spirit Lime Green,Airport,15.0,1,-14.0,
284,Tobacco,047995855239,American Spirit Orange,Airport,19.0,2,-17.0,
285,Tobacco,047995200404,American Spirit Sky,Airport,37.0,0,-37.0,
286,Tobacco,047995855246,American Spirit Turquoise,Airport,11.0,1,-10.0,
287,Tobacco,047995855093,American Spirit Yellow,Airport,64.0,8,-56.0,
288,Amaro,856931008017,Amico Amaro 50ml,Airport,13.0,0,-13.0,
