,ProductCode,Name,Category,Type,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,AlwaysShowQuantity,InternalNote
4578,1234500000130,Lemons (fresh),Fruit,Stock,1234500000130,0.0,0.0,Airport,Restaurant Depot,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4469,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4612,6667890,Letherbee Besk 750ml,Amaro,Stock,6667890,0.0,0.0,Airport,Serendipity,,0.0,32.99,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,6.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4617,9781465484291,Let's Get Tropical,Books,Stock,9781465484291,0.0,0.0,Airport,Random House,,7.49,14.99,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,7.49,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4618,7503013890857,Leyenda Cementerio Mezcalero Edicion Especial 2016 750ml,Mezcal,Stock,7503013890857,0.0,0.0,,Republic,,0.0,259.99,204.6,204.6,204.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4621,7503013890840,Leyenda Mezcales Unicos Montana Edicion Especial 2016,Mezcal,Stock,7503013890840,0.0,0.0,,Republic,,0.0,489.99,385.0,385.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4627,86578957,Libbey Stemless Wine Taster 6.25oz,Glassware,Stock,86578957,0.0,0.0,Pleasant Valley,True Fabrications,,0.0,4.0,2.06,2.06,2.06,2.06,0.0,0.0,0.0,0.0,0.0,1.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4649,029929115411,Licor 43 750ml,Liqueur,Stock,029929115411,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,17.24,24.99,23.33,23.33,23.33,0.0,0.0,0.0,0.0,0.0,0.0,22.1,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4661,1234500000134,Limes (fresh),Fruit,Stock,1234500000134,0.0,0.0,Airport,Restaurant Depot,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4671,9780393089035,Liquid Intelligence,Books,Stock,9780393089035,0.0,0.0,Airport,Random House,,23.79,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4675,080686011286,Little Book Straight Bourbon Road House 2019 750ml,Whiskey Bourbon/American,Stock,080686011286,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,60.0,149.99,117.39,117.39,117.39,117.39,117.39,117.39,117.39,117.39,117.39,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4676,080686011323,Little Book Straight Bourbon The Invitation 2021 750ml,Whiskey Bourbon/American,Stock,080686011323,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,60.0,149.99,117.39,117.39,117.39,117.39,117.39,117.39,117.39,117.39,117.39,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4750,087236001605,Louis XIII 750ml,Cognac,Stock,087236001605,0.0,0.0,Airport,Republic,,2310.5,3499.99,3397.0,3397.0,3397.0,3397.0,3397.0,3397.0,3397.0,3397.0,3397.0,3075.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4757,1234500000139,Lucio Canvas Apron with Liner,Bar Tools,Stock,1234500000139,0.0,0.0,Airport,Maria Lucio,,129.5,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.25,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4764,04331237,Lucky Strike,Tobacco,Stock,09058737,0.0,0.0,Airport,Gama,,6.15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1284,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
4774,096749908585,Lunazul Anejo 750ml,Tequila,Stock,096749908585,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,13.2,19.99,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.2067,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
4791,097985280008,Lustau Cream Sherry 750ml,Fortified,Stock,097985280008,0.0,0.0,Airport,Favorite Brands,,0.0,24.99,19.08,19.08,19.08,19.08,19.08,19.08,19.08,19.08,19.08,11.75,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4815,087229127817,Luxardo Maraschino 375ml,Liqueur,Stock,087229127817,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,12.59,19.99,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,20.6367,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Genesis,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4838,812066023202,Macallan Classic Cut 750ml,Whiskey Scotch,Stock,812066023202,0.0,0.0,Pleasant Valley,Republic,,76.8,109.99,85.33,85.33,85.33,85.33,85.33,85.33,0.0,0.0,0.0,98.99,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4890,085246501221,Makers Mark Cask Strength 750ml,Whiskey Bourbon/American,Stock,085246500354,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,0.0,55.99,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,28.5887,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4948,Margarita Salt Rimmer,Margarita Salt Rimmer,Service,Service,,0.0,0.0,Airport,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
4956,028200142207,Marlboro light,Tobacco,Stock,028200142207,0.0,0.0,Airport,Gama,,6.28,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5048,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4957,028200142306,Marlboro Light 100s,Tobacco,Stock,028200142306,0.0,0.0,Airport,Gama,,6.28,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5412,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4958,02835727,Marlboro Red Kings,Tobacco,Stock,02835727,0.0,0.0,Airport,Gama,,6.28,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7144,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4965,080432400999,Martell Cordon Bleu 750ml,Cognac,Stock,080432400999,0.0,0.0,Airport,Republic,,119.7475,169.99,135.44,135.44,135.44,135.44,135.44,135.44,135.44,135.44,135.44,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4967,080432101261,Martell XO 750ml,Cognac,Stock,080432101261,0.0,0.0,Airport,Republic,,160.41,229.99,179.23,179.23,179.23,179.23,179.23,179.23,179.23,179.23,179.23,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4995,17301730,Match Strike Cafe Paris,Bar Tools,Stock,17301730,0.0,0.0,Airport,Bonnecaze,,9.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4996,17351735,Match Strike Dicharry,Bar Tools,Stock,17351735,0.0,0.0,Airport,Bonnecaze,,9.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4997,17401740,Match Strike Laurent,Bar Tools,Stock,17401740,0.0,0.0,Airport,Bonnecaze,,9.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4998,17411741,Match Strike Liqueur Malette,Bar Tools,Stock,17411741,0.0,0.0,Airport,Bonnecaze,,9.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
4999,17361736,Match Strike Maison DuPre,Bar Tools,Stock,17361736,0.0,0.0,Airport,Bonnecaze,,9.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5010,645225431170,Maurin Blanc 750ml,Fortified,Stock,645225431170,0.0,0.0,Airport,Southern Glazers Wine & Spirits,,3.0,16.99,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
5016,9781607748625,Meehans Bartender Manual,Books,Stock,9781607748625,0.0,0.0,Airport,Random House,,20.0,40.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,20.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5025,856810005151,Meridian Hive Discovery Cans 4 Pack,Mead,Stock,856810005151,0.0,0.0,Airport,Meridian Hive,,7.99,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,12oz,W,,,,,ACTIVE,,,Yes,0.0,
5027,856810005175,Meridian Hive Rhapsody Cans 4 Pack,Mead,Stock,856810005175,0.0,0.0,Airport,Meridian Hive,,10.39,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,W,,,,,ACTIVE,,,Yes,0.0,
5028,856810005243,Meridian Hive Trinity Cans 4 Pack,Mead,Stock,856810005243,0.0,0.0,Airport,Meridian Hive,,7.99,11.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,_26_: Cost of Goods Sold,_26_: Cost of Goods Sold,Item Details,12oz,W,,,,,ACTIVE,,,Yes,0.0,
5034,123552,Metal Straws,Bar Tools,Stock,123552,0.0,0.0,Airport,DH Gate,,0.25,2.0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.2359,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,Sales Tax,ACTIVE,,,Yes,0.0,
5039,049000004632,Mexican Coke Bottle 12oz,Non Alcoholic Beverage,Stock,049000004632,0.0,0.0,Airport,Restaurant Depot,,0.0,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.4825,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5048,9781951511289,Mezcal and Tequila Cocktails,Books,Stock,9781951511289,0.0,0.0,Airport,Cider Mill Press,,0.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5053,9780760352618,Mezcal The History Craft and Cocktails,Books,Stock,9780760352618,0.0,0.0,Airport,Hachette,,0.0,25.0,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,13.495,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5054,7503020522239,Mezcal Union 375ml,Mezcal,Stock,7503020522239,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Coastal,23.0,18.99,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,19.47,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Coastal,,,,ACTIVE,,,Yes,0.0,
5057,856847004264,Mezcal Vago Arroqueno En Barro 750ml,Mezcal,Stock,856847004264,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,109.99,85.32,85.32,85.32,85.32,85.32,85.32,85.32,85.32,85.32,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5062,856847004493,Mezcal Vago Ensamble Aquilino Garcia 750ml,Mezcal,Stock,856847004493,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,92.99,72.59,72.59,72.59,72.59,72.59,72.59,72.59,72.59,72.59,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
5070,856847004554,Mezcal Vago Sierra Negra 750ml,Mezcal,Stock,856847004554,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,0.0,92.99,72.59,72.59,72.59,72.59,72.59,72.59,72.59,72.59,72.59,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
5074,856847004042,Mezcal Vago Tobala En Barro 750ml,Mezcal,Stock,856847004042,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Transatlantic,97.0,139.99,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Transatlantic,,,,ACTIVE,,,Yes,0.0,
5095,811570030027,Mezonte Jalisco Lorenzo Virgen 2019 750,Raicilla,Stock,811570030027,0.0,0.0,Airport,Victory,,130.0,189.99,148.44,148.44,148.44,148.44,148.44,148.44,148.44,148.44,148.44,102.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5099,811570030034,Mezonte Tepe 750ml,Raicilla,Stock,811570030034,0.0,0.0,Airport,Victory,,114.0,159.99,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
5108,9781465464163,Michael Jackson Whiskey,Books,Stock,9781465464163,0.0,0.0,Airport,Random House,,22.5,45.0,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,22.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5110,018200059896,Michelob Ultra Bottles 6 Pack,Dom Beer,Stock,018200059896,0.0,0.0,Airport,Brown,,6.81,7.99,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.2,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5123,039383011464,Michters Toasted Barrel Sour Mash 750ml,Whiskey Bourbon/American,Stock,039383011464,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Premier,46.47,99.99,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,43.6667,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Premier,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5125,034100774356,Mickeys Bottles 6 Pack,Dom Beer,Stock,034100774356,0.0,0.0,Airport,Capitol Wright,,4.16,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2375,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,12oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5167,088004027513,Miles Gin 200ml,Gin,Stock,088004027513,0.0,0.0,Airport,Republic,,1.63,2.29,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.0188,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,200ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5175,03400713,Miller High Life Cans 6 Pack,Dom Beer,Stock,03400713,0.0,0.0,Airport,Capitol Wright,,5.46,6.99,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.2875,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,16oz,B,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5185,633148100068,Mini Tajin,Other,Stock,633148100068,0.0,0.0,Airport,Gama,,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4329,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5189,736211467096,Miracle Mile Castilian Bitters 4oz,Bitters,Stock,736211467096,0.0,0.0,Airport,Miracle Mile,,13.0,24.99,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,,,ACTIVE,,,Yes,0.0,
5195,736211467195,Miracle Mile Yuzu Bitters 4oz,Bitters,Stock,736211467195,0.0,0.0,Airport,Miracle Mile,,14.08,24.99,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,4oz,,,,,,ACTIVE,,,Yes,0.0,
5199,028400010436,Miss Vickies BBQ,Snacks,Stock,028400010436,0.0,0.0,Airport,Restaurant Depot,,0.47,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5274,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5201,028400009973,Miss Vickies Original,Snacks,Stock,028400009973,0.0,0.0,Airport,Restaurant Depot,,0.47,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5172,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5202,028400012546,Miss Vickies Salt and Vinegar,Snacks,Stock,028400012546,0.0,0.0,Airport,Restaurant Depot,,0.47,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5230,8581782033513,Modern Mixology Unetched Mixing Beaker,Bar Tools,Stock,,0.0,0.0,Airport,,,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,,,,,Item Details,,,,,,,ACTIVE,,,Yes,,
5239,738337056321,Monin Coconut 750ml,Mixer,Stock,738337056321,0.0,0.0,Airport,Waterfall Beverages,,0.0,9.99,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5247,051497037376,Monopole Rioja 750ml,White,Stock,051497037376,0.0,0.0,Airport,Favorite Brands,,0.0,13.99,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,12.86,14.443,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5248,097985156952,Monopole Rioja Blanco Seco 2014 750ml,White,Stock,097985156952,0.0,0.0,Airport,Global Imports,,0.0,25.99,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5273,898193001955,Montenegro Select Aperitivo 50ml,Amaro,Stock,898193001955,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Pinnacle,1.3,1.99,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,0.9891,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,Glazers Pinnacle,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5291,087236950163,Mount Gay XO Reserve Cask 50ml,Rum,Stock,087236950163,0.0,0.0,Pleasant Valley,Republic,,37.49,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,50ml,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5304,6009803564683,Mulderbosch Sparkling Rose 750mL,Bubbles,Stock,6009803564683,0.0,0.0,Pleasant Valley,Mexcor,,0.0,19.99,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,7.0,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,,,,,,,ACTIVE,,,Yes,0.0,
5311,812066022021,Naked Malt Blended Scotch 750ml,Whiskey Scotch,Stock,812066022021,0.0,0.0,Airport,Republic,,0.0,34.99,27.13,27.13,27.13,27.13,27.13,27.13,27.13,27.13,27.13,48.84,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,,,,,ACTIVE,,,Yes,0.0,
5315,098709013872,Nardini Amaro 1L,Amaro,Stock,098709013872,0.0,0.0,Airport,Virtuoso,,34.99,51.99,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,24.69,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,1L,DS,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5328,810411010396,Naveran Brut Rosado 750ml,Bubbles,Stock,810411010396,0.0,0.0,Airport,Virtuoso,,10.49,14.99,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,12.07,13.1525,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,,,ACTIVE,,,Yes,0.0,
5329,810411010334,Naveran Brut Vintage 750ml,Bubbles,Stock,810411010334,0.0,0.0,Airport,Virtuoso,,0.0,14.99,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,13.0681,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,W,,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5337,852962007036,Nelson's Green Brier Sour Mash 750ml,Whiskey Bourbon/American,Stock,852962007036,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Genesis,0.0,32.99,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,32.7478,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,750ml,DS,Glazers Genesis,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5351,085000014325,New Amsterdam Gin 375ml,Gin,Stock,085000014325,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Pinnacle,4.2,6.99,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3.6016,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Pinnacle,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5356,085000020395,New Amsterdam Peach 375ml,Vodka,Stock,085000020395,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Pinnacle,4.2,6.99,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Pinnacle,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5360,085000022306,New Amsterdam Pineapple 375ml,Vodka,Stock,085000022306,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Pinnacle,4.2,6.99,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3.5341,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Pinnacle,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
5364,085000032541,New Amsterdam Pink Whitney 375ml,Vodka,Stock,085000032541,0.0,0.0,Airport,Southern Glazers Wine & Spirits,Pinnacle,0.0,6.99,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,3.5,Item,_28_: Inventory,_1_: Sales,,_26_: Cost of Goods Sold,Item Details,375ml,DS,Glazers Pinnacle,,No Tax,No Tax,ACTIVE,,,Yes,0.0,
