ProductName,Category,Pleasant Valley,Warehouse
Parkers Heritage Curacao Aged 750ml,Whiskey Bourbon/American,0.0,1.0
Parkers Heritage Rye 8y 750ml,Whiskey Rye,0.0,1.0
Partida Blanco 750ml,Tequila,0.0,10.0
Passoa Passion Fruit 750ml,Liqueur,-1.0,6.0
Patron Anejo 750ml,Tequila,0.0,4.0
Patron Anejo Sherry Cask 750ml,Tequila,-1.0,2.0
Patron Citronage 1L,Liqueur,0.0,33.0
Patron Extra Anejo 750ml,Tequila,0.0,5.0
Patron Reposado 750ml,Tequila,0.0,15.0
Patron Roca Silver 750ml,Tequila,0.0,3.0
Patron Silver 175L,Liqueur,-1.0,9.0
Pearl Vodka 1L,Vodka,-1.0,100.0
Peloton De La Muerte 1L,Mezcal,0.0,22.0
Pendleton 1910 Rye 12 Year 750ml,Whiskey Canadian,-1.0,6.0
Pendleton Blended 1L,Whiskey Canadian,0.0,46.0
Pepe Z Blanco Tequila 750ml,Tequila,0.0,36.0
Pepe Z Reposado Tequila 750ml,Tequila,0.0,8.0
Peychauds Barrel Aged Bitters 5oz,Bitters,0.0,24.0
Pierre Ferrand Cru De Cognac 1840 750ml,Cognac,0.0,41.0
Pierre Ferrand Reserve Double Cask 750ml,Cognac,0.0,4.0
Pierre Ferrand Selection Des Anges 750ml,Cognac,0.0,2.0
Pimms No 1 1L,Liqueur,0.0,27.0
Plantation 20th Anniversary 750ml,Rum,0.0,4.0
Plantation 3 Star 175L,Rum,0.0,28.0
Plantation Fiji 2005 750ml,Rum,0.0,1.0
Plantation Grand Reserve 5y 1.75L,Rum,-1.0,21.0
Plantation Grand Reserve 5y 750ml,Rum,0.0,44.0
Plantation Original Dark Double Aged 175L,Rum,0.0,23.0
Plantation Trinidad Shaker Barrel 21y 750ml,Rum,0.0,5.0
Plymouth Gin 1L,Gin,0.0,12.0
Pomp and Whimsy Gin Liqueur 750ml,Gin,0.0,5.0
Port Dundas 12y Single Grain 750ml,Whiskey Scotch,0.0,12.0
Prairie Gin 1L,Gin,0.0,9.0
Prideful Goat Cask Strength 15y 750ml,Whiskey Bourbon/American,-1.0,6.0
Prideful Goat Cask Strength 6y Rye 750ml,Whiskey Rye,-1.0,6.0
Proof & Wood Roulette Rye 750ml,Whiskey Rye,0.0,24.0
Proper Twelve Irish 750mL,Whiskey Irish,0.0,6.0
Protocolo Rose 750ml,Rose,0.0,22.0
Pueblo Viejo Blanco 175L,Tequila,0.0,11.0
Pueblo Viejo Reposado 1L,Tequila,0.0,74.0
Puncher's Chance Bourbon 750ml,Whiskey Bourbon/American,-1.0,12.0
Pure Kentucky XO 750ml,Whiskey Bourbon/American,0.0,9.0
Purkhart Pear Eau de Vie 750ml,Brandy,0.0,2.0
Quaglia Fernet 750ml,Amaro,0.0,12.0
Quality House Silver Rum  1L,Rum,0.0,19.0
Querendon Blanco Tequila 750ml,Tequila,-1.0,4.0
Querendon Reposado Tequila 750ml,Tequila,-1.0,6.0
Ramazzotti Sambuca 750ml,Liqueur,0.0,20.0
Rancho Tepua Lechuguilla 750ml,Mezcal,0.0,10.0
Ranger Creek 44 Rye 750ml,Whiskey Rye,-1.0,2.0
Ranger Creek Rimfire 375ml,Whiskey Rye,-1.0,4.0
"Real Minero Arroqueno, Blanca Comedor Barrel 750ml",Mezcal,-1.0,1.0
Real Minero Cuishe Artesanal 750ml,Mezcal,-1.0,4.0
Real Minero Cuishe Tradicional 750ml,Mezcal,0.0,2.0
Real Spirits Whiskey 750ml,Whiskey Bourbon/American,0.0,9.0
Real Syrup Banana 500ml,Mixer,0.0,28.0
Real Syrup Blueberry 500ml,Mixer,0.0,27.0
Real Syrup Coconut 500ml,Mixer,0.0,72.0
Real Syrup Mango 500ml,Mixer,0.0,18.0
Real Syrup Passion Fruit 500ml,Mixer,0.0,23.0
Rebecca Creek Small Batch Bourbon 750ml,Whiskey Bourbon/American,-1.0,8.0
Rebecca Creek Whiskey 1L,Whiskey Bourbon/American,-1.0,7.0
Red Bull 8oz,Non Alcoholic Beverage,0.0,24.0
Red Stripe Bottles 6 Pack,Dom Beer,0.0,4.0
Redbreast 27y 750ml,Whiskey Irish,0.0,1.0
Redbreast Kentucky Oak Edition 750ml,Whiskey Irish,0.0,21.0
Regans Orange Bitters 10oz,Bitters,0.0,95.0
Rejon Blanco Tequila 1L,Tequila,-1.0,12.0
Rejon Reposado Tequila 750ml,Tequila,-1.0,5.0
Remy Martin VSOP 1L,Cognac,0.0,4.0
Remy Martin XO Lunar New Year 750ml,Cognac,-1.0,5.0
Republic Tequila 750ml,Tequila,-1.0,6.0
Revolution Noce Pecan 375ml,Liqueur,0.0,9.0
Revolution Spirits Cello 200ml,RTD,-1.0,24.0
Revolution Spirits Cello 750ml,Liqueur,0.0,18.0
Rey Campero Cuishe 750ml,Mezcal,0.0,2.0
Rey Campero Cuishe Jabali 750ml,Mezcal,0.0,1.0
Rey Campero Madre Cuishe 750ml,Mezcal,0.0,2.0
Rey Campero Mexicano 750ml,Mezcal,0.0,2.0
Rey Campero Pechuga de Codorniz 750ml,Mezcal,-1.0,4.0
Rey Campero Three Blend 750ml,Mezcal,0.0,2.0
Reyka 750ml,Vodka,-1.0,5.0
Rezpiral Alejandrina & Nicolas Hernandez Rio Seco Zoquitlan Ensamble 750ml,Mezcal,0.0,1.0
Rezpiral Alejandrina & Nicolas Hernandez Rio Seco Zoquitlan Espadin de Lluvias 750ml,Mezcal,0.0,1.0
Rezpiral Simeon Ramirez San Agustin Amatengo Tobaziche 750ml,Mezcal,0.0,1.0
Rhum JM White 100 Proof 1L,Rum,0.0,1.0
Rhum JM White 100 Proof 700ml,Rum,-1.0,30.0
Rhum JM White 100 Proof 750ml,Rum,0.0,12.0
Richards Rainwater Still 750ml Bottle,Non Alcoholic Beverage,0.0,60.0
Riga Black Balsam Espresso Liqueur 750ml,Liqueur,-1.0,2.0
Rittenhouse Rye 1L,Whiskey Rye,-1.0,35.0
Rochelt Gin 375ml,Gin,-1.0,2.0
Rock Hill Farms Single Barrel 750ml,Whiskey Bourbon/American,0.0,1.0
Romana Sambuca 750ml,Liqueur,0.0,5.0
Romana Sambuca Black 750ml,Liqueur,0.0,11.0
Ron Abuelo Anejo 7y 750ml,Rum,-1.0,6.0
Ron Matusalem Clasico 750ml,Rum,0.0,6.0
Ron Rio Gold Rum 1L,Rum,0.0,27.0
Rose's Grenadine 1L,Mixer,-1.0,20.0
Rose's Sweetened Lime Juice 1L,Mixer,-1.0,16.0
Royal Rooster Vodka 1L,Vodka,-1.0,13.0
Ruby Kist Orange Juice 5.5oz,Non Alcoholic Beverage,-1.0,480.0
Sagamore Spirit Rye 750ml,Whiskey Rye,0.0,9.0
Sailor Jerry 1L,Rum,0.0,14.0
Saint Cloud 7y 750ml,Whiskey Bourbon/American,-1.0,20.0
Saint Liberty Marys Four Grain 750ml,Whiskey Rye,0.0,5.0
Saint Vivant Armagnac 750ml,Cognac,-1.0,10.0
Samuel Adams Boston Lager 6 pack Bottles,Dom Beer,0.0,28.0
San Pellegrino Cs 15 x 750ml,Non Alcoholic Beverage,-1.0,7.0
Santanera Kosher Blanco 750ml,Tequila,0.0,8.0
Sauza Hornitos Anejo Black Barrel 750ml,Tequila,-1.0,12.0
Sauza Hornitos Plata 175L,Tequila,-1.0,12.0
Sauza Hornitos Plata 1L,Tequila,0.0,28.0
Sauza Hornitos Reposado 1L,Tequila,0.0,37.0
Sazerac Rye 1.75L,Whiskey Rye,0.0,36.0
Sazerac Rye 6y 750ml,Whiskey Rye,0.0,14.0
Scapegrace Black Gin 750ml,Gin,-1.0,7.0
Scapegrace Dry Gin 750ml,Gin,0.0,4.0
Scapegrace Gold Dry Gin 750ml,Gin,0.0,7.0
Schladerer Kirschwasser 750ml,Brandy,0.0,8.0
Scrappys Chocolate Bitters 5oz,Bitters,0.0,34.0
Scrappys Firewater Bitters 5oz,Bitters,0.0,24.0
Scrappys Lavender Bitters 5oz,Bitters,0.0,15.0
Se Busca Joven 750ml,Mezcal,-1.0,11.0
SelvaRey White Rum 750ml,Rum,-1.0,2.0
Seven Tails XO Brandy 750ml,Brandy,-1.0,6.0
Severo Anejo 750ml,Tequila,-1.0,3.0
Severo Plata 750ml,Tequila,-1.0,6.0
Severo Reposado 750ml,Tequila,-1.0,3.0
Sheep Dog Peanut Butter 750ml,Whiskey Bourbon/American,0.0,8.0
Shenks Homestead Sour Mash 2022 750ml,Whiskey Bourbon/American,0.0,3.0
Shibui Grain Select 750ml,Whiskey Japanese,0.0,1.0
Shibui Pure Malt 10y 750ml,Whiskey Japanese,0.0,3.0
Shibui Pure Malt 750ml,Whiskey Japanese,0.0,2.0
Siembra Valles Blanco 750ml,Tequila,0.0,2.0
Siete Misterios Coyote 750ml,Mezcal,-1.0,5.0
Siete Misterios Espadin Tepeztate 750ml,Mezcal,-1.0,6.0
Siete Misterios Espadin Tobala 750ml,Mezcal,-1.0,6.0
Siete Misterios Pechuga 750ml,Mezcal,-1.0,4.0
Siete Misterios Tobala 750ml,Mezcal,-1.0,4.0
Silkie Irish Whiskey Dark 750ml,Whiskey Irish,-1.0,11.0
Skrewball Peanut Butter Whiskey 1L,Whiskey Bourbon/American,0.0,10.0
Skyy Vodka 175L,Vodka,0.0,64.0
Skyy Vodka 1L,Vodka,0.0,15.0
Skyy Vodka Watermelon 1L,Vodka,-1.0,12.0
Skyy Vodka Watermelon 750ml,Vodka,0.0,1.0
Slane Irish Whiskey 1L,Whiskey Irish,0.0,8.0
Smirnoff Vanilla 1L,Vodka,-1.0,27.0
Smirnoff Vanilla 750ml,Vodka,-1.0,24.0
Smirnoff Vanilla Vodka 375ml,Vodka,-1.0,9.0
Smooth Ambler Founders Cask Strength Rye 750ml,Whiskey Rye,-1.0,2.0
Smooth Ambler Old Scout Bourbon 99proof 750ml,Whiskey Bourbon/American,0.0,24.0
Smooth Ambler Old Scout Rye Moonshine Barrel 750ml,Whiskey Rye,-1.0,35.0
Sol Tarasco Anejo Charanda con Honogos 750ml,Charanda,-1.0,9.0
Soledad Extra Anejo Dos Barricas 750ml,Tequila,-1.0,5.0
Soledad Joven 750ml,Tequila,-1.0,6.0
Sotoleros Lupe Ensamble 750ml,Sotol,0.0,1.0
Sotoleros Lupe Venison Carne 750ml,Sotol,-1.0,21.0
Soul Cachaca 1L,Cachaca,-1.0,10.0
Sourced Signature Bitter Cordial 750ml,Amaro,0.0,6.0
Spiegelau Gin & Tonic Glass,Glassware,0.0,96.0
Spiritless Jalisco 55 NA 750ml,Non Alcoholic Beverage,-1.0,11.0
Spiritless Kentucky 74 NA 750ml,Non Alcoholic Beverage,-1.0,15.0
St George Raspberry Brandy 750ml,Brandy,-1.0,5.0
St. Elder Blood Orange Liqueur 750ml,Liqueur,-1.0,14.0
St. Elder Elderflower Liqueur 750ml,Liqueur,0.0,25.0
St. Elmo Hop Water 6pk,Non Alcoholic Beverage,0.0,12.0
Starr Light Rum 750ml,Rum,-1.0,2.0
Starward Nova Australian Whisky 750ml,Whiskey Australian,-1.0,5.0
Starward Two Fold Australian Whisky 750ml,Whiskey Australian,-1.0,4.0
Stella Bottles 12 Pack 12oz,Imp Beer,0.0,14.0
Stella Cans 6 Pack 16oz,Imp Beer,-1.0,100.0
Stellum Cask Strength Bourbon 750ml,Whiskey Bourbon/American,-1.0,2.0
Stellum Cask Strength Rye 750ml,Whiskey Bourbon/American,-1.0,4.0
Stirrings Simple Syrup 355ml,Mixer,0.0,7.0
Straightaway Old Fashioned 50ml 12pk Case,RTD,-1.0,6.0
Stravecchio Branca Brandy 1L,Brandy,-1.0,3.0
Susto Mezcal 750ml,Mezcal,0.0,37.0
Sweetens Cove Kennessee Whiskey 750ml,Whiskey Bourbon/American,-1.0,10.0
Swift Sauternes Cask Finish 750ml,Whiskey American Single Malt,0.0,3.0
TLC Vodka 1L,Vodka,0.0,18.0
TW Samuels Blended 1L,Whiskey Bourbon/American,0.0,41.0
TX Blended Whiskey 1L,Whiskey Bourbon/American,0.0,131.0
Taaka Vodka 1L,Vodka,0.0,33.0
Tanqueray Gin 1L,Gin,0.0,27.0
Tanqueray Rangpur 750ml,Gin,0.0,8.0
Tanqueray Sevilla Orange 750ml,Gin,-1.0,10.0
Tanteo Jalapeno 750ml,Tequila,-1.0,60.0
Tapatio Reposado 750ml,Tequila,0.0,31.0
Tecate Cans 6 Pack,Imp Beer,0.0,8.0
Teeda Okinawan Rum 750ml,Rum,0.0,5.0
Templeton Rye 1L,Whiskey Rye,0.0,16.0
Ten High Sour Mash 1L,Whiskey Bourbon/American,-1.0,18.0
Tenjaku Pure Malt 750ml,Whiskey Japanese,-1.0,4.0
Tequila 512 Anejo 750ml,Tequila,-1.0,7.0
Tequila 512 Blanco 1L,Tequila,0.0,105.0
Tequila 818 Blanco 750ml,Tequila,-1.0,41.0
Tequila 818 Reposado 750ml,Tequila,-1.0,18.0
Tequila Ocho Plata 101 Overproof 750ml,Tequila,0.0,1.0
Teremana Anejo 1L,Tequila,0.0,11.0
Teremana Reposado 1L,Tequila,0.0,12.0
Terralta Extra Anejo 750ml,Tequila,0.0,5.0
The Botanist 1L,Gin,0.0,27.0
The Botanist 750ml,Gin,0.0,5.0
The Irishman Irish Cream Liqueur 750ml,Liqueur,-1.0,20.0
The Wine Bible,Books,-1.0,8.0
Tia Maria Coffee Liqueur 750ml,Liqueur,-1.0,18.0
Tiki Lovers Dark Rum 750ml,Rum,-1.0,10.0
Tiki Lovers Pineapple Rum 750ml,Rum,-1.0,4.0
Tin Cup 1L,Whiskey Bourbon/American,-1.0,12.0
Toyonaga Honkaku Shochu 750ml,Shochu,0.0,12.0
Treaty Oak Waterloo No. 9 1L,Gin,0.0,23.0
Tres Agaves Blanco 750ml,Tequila,0.0,18.0
Tres Generaciones Anejo 750ml,Tequila,-1.0,6.0
Tres Generaciones Plata 750ml,Tequila,0.0,4.0
Tres Generaciones Reposado 750ml,Tequila,-1.0,5.0
Tres Papalote Cupreata 750ml,Mezcal,-1.0,1.0
Tres Papalote Espadin 750ml,Mezcal,-1.0,1.0
Tribuno Sweet Vermouth 1L,Fortified,-1.0,12.0
Troop Bourbon Smash 200ml 4pk,RTD,-1.0,6.0
Troop Gin Spritz 200ml 4pk,RTD,-1.0,6.0
Troop Rum Mojito 200ml 4pk,RTD,-1.0,6.0
True Zester,Bar Tools,0.0,12.0
Truly Wild Berry Cans 6 Pack,RTD,0.0,12.0
Tuaca 1L,Liqueur,-1.0,5.0
Tullamore Dew Caribbean Cask 750ml,Whiskey Irish,0.0,2.0
Twisted Tea Original 12oz 12 pack ,Dom Beer,-1.0,8.0
Umbrella Picks,Garnish,0.0,24.0
Van Gogh Double Espresso 1L,Vodka,0.0,6.0
Vecchia Romagna Brandy Riserva Tre Botti 750ml,Brandy,0.0,6.0
Veuve Clicquot Brut 750ml,Bubbles,0.0,18.0
Viski Hairpin Deco Glass,Glassware,-1.0,32.0
Viski Hawthorne Strainer Stainless,Bar Tools,0.0,54.0
Viski Meridian Coupe Glass,Glassware,-1.0,16.0
Viski Meridian Highball Glass,Glassware,-1.0,12.0
Viski Meridian Tumbler Glass,Glassware,-1.0,12.0
Viski Metropolis Deco Glass,Glassware,-1.0,32.0
Volans Reposado 750ml,Tequila,0.0,4.0
Wahaka Espadin 750ml,Mezcal,0.0,11.0
Wahaka Espadin Manzanita 750ml,Mezcal,0.0,2.0
Wahaka Madrecuishe 750ml,Mezcal,-1.0,6.0
Waterford Biodynamic Luna 1.1 750ml,Whiskey Irish,0.0,9.0
Waterford The Cuvee 750ml,Whiskey Irish,0.0,9.0
Weller 107 750ml,Whiskey Bourbon/American,0.0,2.0
Weller 90 1L,Whiskey Bourbon/American,0.0,16.0
Weller Single Barrel 750ml,Whiskey Bourbon/American,0.0,1.0
Western Son Prickly Pear 1L,Vodka,0.0,17.0
Western Son Vodka 1L,Vodka,0.0,15.0
Westland Colere 1st Edition 750ml,Whiskey American Single Malt,-1.0,11.0
Westland Garryana 6th Edition 750ml,Whiskey American Single Malt,-1.0,4.0
Westland Single Malt Whiskey 750ml,Whiskey American Single Malt,0.0,4.0
Westward American Single Malt Cask Strength 750ml,Whiskey American Single Malt,-1.0,5.0
Westward Pinot Noir Single Malt 750ml,Whiskey American Single Malt,0.0,5.0
Westward Stout Cask Single Malt 750ml,Whiskey American Single Malt,0.0,6.0
Westward Whiskey 750ml,Whiskey American Single Malt,0.0,5.0
Whistlepig Farmstock Bourbon Beyond Bonded 750ml,Whiskey Bourbon/American,-1.0,12.0
Whistlepig Farmstock Rye Beyond Bonded 750ml,Whiskey Rye,-1.0,6.0
Whistlepig Haymaker 750ml,Whiskey Rye,-1.0,6.0
Whistlepig Piggyback Bourbon 6y 750ml,Whiskey Rye,-1.0,11.0
Whistlepig Smokestock 750ml,Whiskey Rye,-1.0,7.0
White Claw Blk Cherry 12oz 12pk cans,RTD,0.0,6.0
White Claw Watermelon 12oz 12pk cans,RTD,-1.0,6.0
White Rock Tonic 10oz,Non Alcoholic Beverage,-1.0,288.0
Whitley Blood Orange Gin 750ml,Gin,0.0,4.0
Whitley Original London Dry Gin 750ml,Gin,-1.0,24.0
Widow Jane 15yr 2020 750ml,Whiskey Bourbon/American,0.0,6.0
Widow Jane Decadence 750ml,Whiskey Bourbon/American,0.0,2.0
Widow Jane Lucky Thirteen 750ml,Whiskey Bourbon/American,0.0,8.0
Wild Sardina Gin 750ml,Gin,-1.0,6.0
Wild Sardinia Mirto 750ml,Liqueur,-1.0,4.0
Wild Turkey 101 1L,Whiskey Bourbon/American,0.0,75.0
Wild Turkey 17y Bonded 750ml,Whiskey Bourbon/American,0.0,1.0
Wild Turkey Masters Keep One 750ml,Whiskey Bourbon/American,-1.0,2.0
Wild Turkey Rare Breed Rye 750ml,Whiskey Rye,0.0,10.0
Wilderness Trail Bourbon Bottled In Bond Silver 750ml,Whiskey Bourbon/American,0.0,10.0
Willett Family Estate Bourbon 6y Highway Kind 750ml,Whiskey Bourbon/American,0.0,3.0
Willett Family Estate Bourbon 6y Night Life 750ml,Whiskey Bourbon/American,0.0,2.0
Willett Family Estate Bourbon 6y Ramblin Man 750ml,Whiskey Bourbon/American,0.0,3.0
Willett Family Estate Bourbon 6y Right or Wrong 750ml,Whiskey Bourbon/American,0.0,3.0
Willett Family Estate Bourbon 6y Stay All Night 750ml,Whiskey Bourbon/American,0.0,3.0
Willett Family Estate Bourbon 7y High Low In-Between 750ml,Whiskey Bourbon/American,0.0,3.0
Willett Family Estate Rye 10y 750ml,Whiskey Rye,0.0,2.0
Willett Family Estate Rye 6y Rose In Paradise 750ml,Whiskey Rye,0.0,5.0
Wine Folly Magnum Edition,Books,-1.0,8.0
Wolves Rye Project No 1 750ml,Whiskey Rye,0.0,5.0
Wolves Rye Project Volume 1 Batch 2 750ml,Whiskey Rye,-1.0,11.0
Woodford Reserve 1L,Whiskey Bourbon/American,0.0,91.0
Woodford Reserve Derby 1L,Whiskey Bourbon/American,0.0,6.0
Woodford Reserve Lamberts Pick 1L,Whiskey Bourbon/American,-1.0,57.0
Woodford Reserve Masters Five Malt Stouted 750ml,Whiskey Bourbon/American,-1.0,6.0
Woodinville Bourbon Shaker Barrel 750ml,Whiskey Bourbon/American,-1.0,60.0
Woody Creek Colorado Straight Rye 750ml,Whiskey Rye,0.0,14.0
Worthy Park Madeira Cask 10y 750ml,Rum,0.0,6.0
Worthy Park Port Cask 10y 750ml,Rum,0.0,4.0
Wray and Nephew Overproof 175L,Rum,-1.0,8.0
X Rated Liqueur 750ml,Liqueur,-1.0,5.0
Xicaru Reposado 750ml,Mezcal,0.0,13.0
Xicaru Silver 750ml,Mezcal,0.0,41.0
Yamazaki 12y 750ml,Whiskey Japanese,0.0,4.0
Yamazaki 18y 750ml,Whiskey Japanese,0.0,1.0
Yamazaki Mizunara 2022 750ml,Whiskey Japanese,-1.0,2.0
Yamazaki Peated Malt 2022 750ml,Whiskey Japanese,-1.0,2.0
Yamazaki Puncheon 2022 750ml,Whiskey Japanese,-1.0,2.0
Yamazaki Spanish Oak 2022 750ml,Whiskey Japanese,-1.0,1.0
Zephyr Black Gin 750ml,Gin,0.0,15.0
Zephyr Gin 750ml,Gin,0.0,33.0
Zing Zang Bloody Mary Mix 1.75L,Mixer,0.0,12.0
