Action,ProductSKU,ProductName,Location,MinimumBeforeReorder75,MinimumBeforeReorder85,ReorderQuantity,75Savings,85Savings,Stock Locator,PickZones
Create/Update,791863140735,Fee Brothers Bokers Cardamom Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140681,Fee Brothers Celery Bitters 5oz,Customer Square 2,0,0,12,15.98,15.98,,
Create/Update,791863140667,Fee Brothers Cherry Bitters 5oz,Customer Square 2,0,0,12,15.98,15.98,,
Create/Update,791863140698,Fee Brothers Cranberry Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863144535,Fee Brothers Elderflower Water 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863144450,Fee Brothers Fee Foam 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140612,Fee Brothers Gin Barrel Orange Bitters 5oz,Customer Square 2,0,0,12,11.99,11.99,,
Create/Update,791863140551,Fee Brothers Grapefruit Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863144504,Fee Brothers Hibiscus Water 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863144511,Fee Brothers Jasmine Water 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863144528,Fee Brothers Lavender Water 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140544,Fee Brothers Lemon Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140759,Fee Brothers Lime Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140537,Fee Brothers Mint Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140513,Fee Brothers Orange Bitters 5oz,Customer Square 2,0,1,12,31.96,23.97,,
Create/Update,791863144405,Fee Brothers Orange Flower Water 5oz,Customer Square 2,0,1,12,7.99,0.0,,
Create/Update,791863140520,Fee Brothers Peach Bitters 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140704,Fee Brothers Plum Bitters 5oz,Customer Square 2,0,0,12,7.989999999999999,7.989999999999999,,
Create/Update,791863140650,Fee Brothers Rhubarb Bitters 5oz,Customer Square 2,0,1,12,7.99,0.0,,
Create/Update,791863144412,Fee Brothers Rose Water 5oz,Customer Square 2,0,0,12,7.99,7.99,,
Create/Update,791863140766,Fee Brothers Toasted Almond Bitters 5oz,Customer Square 2,0,0,12,31.96,31.96,,
Create/Update,791863140605,Fee Brothers Whiskey Barrel Bitters 5oz,Customer Square 2,0,0,12,11.99,11.99,,
Create/Update,898563002636,Fernet Branca 375ml,Customer Square 2,1,1,12,17.99,17.99,,
Create/Update,084105307516,Fernet Branca 50ml,Customer Square 2,27,32,120,26.910000000000004,11.96,,
Create/Update,898563002629,Fernet Branca 750ml,Customer Square 2,3,3,6,104.97,104.97,,
Create/Update,857853002237,Fernet Gancia 750ml,Customer Square 2,0,0,6,49.98,49.98,,
Create/Update,887049000013,Fernet Vallet 750ml,Customer Square 2,0,1,6,173.94,144.95,,
Create/Update,695521152538,Ferrand 10 Generations 750ml,Customer Square 2,0,0,6,59.99,59.99,,
Create/Update,898195001137,Fever Tree Club Soda 4 Pack,Customer Square 2,2,2,6,27.96,27.96,,
Create/Update,812136030215,Fever Tree Club Soda Can 8 Pack,Customer Square 2,1,1,6,39.949999999999996,39.949999999999996,,
Create/Update,898195001656,Fever Tree Elderflower Tonic 4 Pack,Customer Square 2,1,2,6,34.95,27.96,,
Create/Update,898195001090,Fever Tree Ginger Ale 4 Pack,Customer Square 2,1,1,6,34.95,34.95,,
Create/Update,812136030208,Fever Tree Ginger Ale Can 8 Pack,Customer Square 2,0,0,6,47.94,47.94,,
Create/Update,898195001274,Fever Tree Ginger Beer 4 Pack,Customer Square 2,3,5,6,20.97,6.99,,
Create/Update,812136030598,Fever Tree Ginger Beer Can 8 Pack,Customer Square 2,2,2,6,31.96,31.96,,
Create/Update,898195001014,Fever Tree Indian Tonic 4 Pack,Customer Square 2,4,5,6,13.98,6.99,,
Create/Update,898195001755,Fever Tree Indian Tonic Can 8 Pack,Customer Square 2,2,3,3,31.96,23.97,,
Create/Update,898195001052,Fever Tree Lemon Tonic 4 Pack,Customer Square 2,0,1,6,41.94,34.95,,
Create/Update,898195001175,Fever Tree Light Tonic 4 Pack,Customer Square 2,1,2,6,34.95,27.96,,
Create/Update,812136030857,Fever Tree Lime & Yuzu 4 Pack,Customer Square 2,1,1,6,34.95,34.95,,
Create/Update,898195001519,Fever Tree Mediteranian Tonic 4 Pack,Customer Square 2,0,1,6,27.96,20.97,,
Create/Update,812136030277,Fever Tree Pink Grapefruit 4 Pack,Customer Square 2,2,3,12,195.72,188.73000000000002,,
Create/Update,898195001885,Fever Tree Spiced Orange Ginger Ale 4 Pack,Customer Square 2,0,0,6,41.94,41.94,,
Create/Update,000309515038,Fidencio Mezcal 750ml,Customer Square 2,0,0,4,38.99,38.99,,
Create/Update,713382533683,Field Recordings Chenin 750ml,Customer Square 2,1,2,12,17.99,0.0,,
Create/Update,742779421883,Field Recordings Domo Arigato 750ml,Customer Square 2,2,3,12,45.98,22.99,,
Create/Update,713382533669,Field Recordings Dry Hopped Pet Nat 750ml,Customer Square 2,1,1,12,65.97,65.97,,
Create/Update,799665809850,Field Recordings Fiction 750ml,Customer Square 2,1,2,12,17.99,0.0,,
Create/Update,799665809812,Field Recordings Fiction Rose 750ml,Customer Square 2,2,3,12,19.99,-0.0,,
Create/Update,653233615369,Field Recordings Fiction White 750ml,Customer Square 2,0,0,12,44.97,44.97,,
Create/Update,637405073270,Field Recordings Freddo 750ml,Customer Square 2,3,4,12,-16.99,-33.98,,
Create/Update,713382533966,Field Recordings Neverland 2017 750ml,Customer Square 2,2,3,12,0.0,-22.99,,
Create/Update,637405074017,Field Recordings PPP Sparkling Red 750ml,Customer Square 2,2,3,12,0.0,-17.99,,
Create/Update,713382533652,Field Recordings Pet Nat Rose 750ml,Customer Square 2,1,2,12,43.98,21.99,,
Create/Update,713382533737,Field Recordings Pets 750ml,Customer Square 2,2,2,12,0.0,0.0,,
Create/Update,653233615604,Field Recordings Skins 750ml,Customer Square 2,2,2,12,19.99,19.99,,
Create/Update,096749121380,Fighting Cock 750ml,Customer Square 2,0,1,12,227.88,208.89,,
Create/Update,659760331116,Figuiere Saint Andre Rose 750ml,Customer Square 2,1,1,12,13.99,13.99,,
Create/Update,9780399579004,Finding Mezcal,Customer Square 2,0,0,3,90.0,90.0,,
Create/Update,081128032340,Finlandia Grapefruit 1L,Customer Square 2,0,0,12,215.92,215.92,,
Create/Update,081128074081,Finlandia Vodka 1L,Customer Square 2,0,0,12,143.92,143.92,,
Create/Update,088004144678,Fireball 1L,Customer Square 2,1,2,12,160.92999999999998,137.94,,
Create/Update,088004144722,Fireball 375ml,Customer Square 2,3,4,24,26.97,17.98,,
Create/Update,088004144708,Fireball 50ml,Customer Square 2,95,118,120,24.75,1.98,,
Create/Update,088004022723,Fireball Firebox 3.5L,Customer Square 2,0,1,3,44.99,0.0,,
Create/Update,088004029296,Fireball Party Bucket,Customer Square 2,3,3,6,19.99,19.99,,
Create/Update,083664873906,Fistful Of Bourbon 750ml,Customer Square 2,0,0,6,77.97,77.97,,
Create/Update,085592157059,Five Farms Irish Cream 750ml,Customer Square 2,0,1,9,179.94,149.95,,
Create/Update,810411011287,Flaco Tempranillo 750ml,Customer Square 2,1,2,12,17.98,8.99,,
Create/Update,876718029196,Flask Funnel,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,026964334227,Flor De Cana Anejo  Clásico 5y 750ml,Customer Square 2,1,1,24,39.98,39.98,,
Create/Update,026964823967,Flor De Cana Anejo 12y 750ml,Customer Square 2,0,0,12,69.98,69.98,,
Create/Update,026964854527,Flor De Cana Anejo 25y 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,026964690262,Flor De Cana Anejo 4y 1.75L,Customer Square 2,0,0,6,32.99,32.99,,
Create/Update,026964237689,Flor De Cana Anejo 4y 1L,Customer Square 2,0,0,24,39.98,39.98,,
Create/Update,026964177190,Flor De Cana Anejo 4y 750ml,Customer Square 2,0,0,12,53.97,53.97,,
Create/Update,026964861006,Flor De Cana Coffee Liqueur 750ml,Customer Square 2,0,0,24,65.97,65.97,,
Create/Update,026964257014,Flor De Cana Reserve 7y 1L,Customer Square 2,0,0,12,89.97,89.97,,
Create/Update,026964852745,Flor De Cana Reserve 7y 750ml,Customer Square 2,0,0,12,71.97,71.97,,
Create/Update,026964194425,Flor De Cana White 4y 1.75L,Customer Square 2,0,0,12,32.99,32.99,,
Create/Update,026964453188,Flor De Cana White 4y 1L,Customer Square 2,0,1,24,19.99,0.0,,
Create/Update,026964904291,Flor De Cana White 4y 750ml,Customer Square 2,0,1,12,53.97,35.98,,
Create/Update,816136020306,Flor Del Desierto Desierto 750ml,Customer Square 2,0,0,2,119.98,119.98,,
Create/Update,816136020313,Flor Del Desierto Sierra 750ml,Customer Square 2,0,1,2,149.98,74.99,,
Create/Update,816136021419,Flor del Desierto Carnei 750ml,Customer Square 2,0,0,6,199.98,199.98,,
Create/Update,810058730176,Flying Embers Pineapple 6pk Cans,Customer Square 2,1,1,4,14.99,14.99,,
Create/Update,810058730022,Flying Embers Watermelon 6pk Cans,Customer Square 2,2,2,4,0.0,0.0,,
Create/Update,084692303649,Fonseca Bin 27  Porto 750ml,Customer Square 2,0,0,12,71.96,71.96,,
Create/Update,081128005207,Fords Gin 750ml,Customer Square 2,3,3,6,68.97,68.97,,
Create/Update,7502221968105,Fortaleza Anejo 750ml,Customer Square 2,0,1,6,199.98,99.99,,
Create/Update,7502221966101,Fortaleza Blanco 750ml,Customer Square 2,3,4,6,512.91,455.92,,
Create/Update,7502221969034,Fortaleza Blanco Still Strength 750ml,Customer Square 2,0,1,6,131.98,65.99,,
Create/Update,7502221967108,Fortaleza Reposado 750ml,Customer Square 2,2,2,6,263.96,263.96,,
Create/Update,642860130246,Founders All Day Can 19.2oz,Customer Square 2,3,3,24,5.97,5.97,,
Create/Update,040063400027,Four Roses Single Barrel 750ml,Customer Square 2,1,2,6,299.95,239.96,,
Create/Update,040063400317,Four Roses Small Batch 750ml,Customer Square 2,1,2,6,95.98,47.99,,
Create/Update,040232288333,Four Roses Small Batch Select 750ml,Customer Square 2,1,1,6,62.99,62.99,,
Create/Update,793573124258,Four Roses Yellow Label 1L,Customer Square 2,3,4,12,83.97,55.98,,
Create/Update,724803018467,Foursquare Indelible 750ml,Customer Square 2,0,0,2,171.98,171.98,,
Create/Update,850020408023,Fox and Seeker London Dry Gin 750ml,Customer Square 2,0,0,6,55.98,55.98,,
Create/Update,850020408016,Fox and Seeker Vodka 750ml,Customer Square 2,0,0,6,47.98,47.98,,
Create/Update,613649020041,Foxglove Cabernet Sauvignon 750ml,Customer Square 2,4,6,12,-17.99,-53.97,,
Create/Update,721059987509,Frangelico 750ml,Customer Square 2,0,1,12,29.99,0.0,,
Create/Update,854439008249,Frankly Apple Vodka 50ml,Customer Square 2,0,0,60,5.97,5.97,,
Create/Update,854439008263,Frankly Apple Vodka 750ml,Customer Square 2,1,1,6,24.99,24.99,,
Create/Update,854439008089,Frankly Grapefruit Vodka 50ml,Customer Square 2,0,0,60,5.97,5.97,,
Create/Update,854439008102,Frankly Grapefruit Vodka 750ml,Customer Square 2,0,1,6,49.98,24.99,,
Create/Update,854439008003,Frankly Organic Vodka 50ml,Customer Square 2,0,0,60,5.97,5.97,,
Create/Update,854439008027,Frankly Organic Vodka 750ml,Customer Square 2,2,4,6,-0.0,-49.98,,
Create/Update,854439008324,Frankly Pomegranate Vodka 50ml,Customer Square 2,0,0,60,5.97,5.97,,
Create/Update,854439008348,Frankly Pomegranate Vodka 750ml,Customer Square 2,1,1,6,24.99,24.99,,
Create/Update,854439008164,Frankly Strawberry Vodka 50ml,Customer Square 2,0,0,60,5.97,5.97,,
Create/Update,854439008188,Frankly Strawberry Vodka 750ml,Customer Square 2,1,2,6,124.94999999999999,99.96,,
Create/Update,3275850855705,Frapin VSOP Cognac 700ml,Customer Square 2,0,0,1,69.99,69.99,,
Create/Update,804879598008,Friend and Farmer White Blend 750ml,Customer Square 2,1,1,12,14.99,14.99,,
Create/Update,855675001704,Fruit Lab Ginger 750ml,Customer Square 2,0,0,2,57.98,57.98,,
Create/Update,855675001599,Fruit Lab Grand Poppy 750ml,Customer Square 2,0,0,2,55.98,55.98,,
Create/Update,855675001407,Fruit Lab Hibiscus 750ml,Customer Square 2,0,0,2,57.98,57.98,,
Create/Update,741638912005,Fuenteseca Blanco Huerta Singular 750ml,Customer Square 2,0,0,1,112.99,112.99,,
Create/Update,7503018079066,G4 Anejo Tequila 750ml,Customer Square 2,0,1,6,94.99,0.0,,
Create/Update,7503018079240,G4 Blanco 108 proof Tequila 750ml,Customer Square 2,0,0,6,105.98,105.98,,
Create/Update,7503018079004,G4 Blanco Tequila 750ml,Customer Square 2,0,1,6,317.94,264.95,,
Create/Update,7503018079202,G4 Extra Anejo 750ml,Customer Square 2,0,0,2,139.99,139.99,,
Create/Update,7503018079059,G4 Reposado 750ml,Customer Square 2,0,1,6,383.94,319.95,,
Create/Update,080915112111,Galliano 375ml,Customer Square 2,0,0,0,21.99,21.99,,
Create/Update,080915112128,Galliano 750ml,Customer Square 2,0,0,6,287.92,287.92,,
Create/Update,858311003025,Gamle Ode Aquavit Holiday 750ml,Customer Square 2,0,0,6,139.96,139.96,,
Create/Update,857853002220,Gancia Americano 750ml,Customer Square 2,0,0,6,25.99,25.99,,
Create/Update,123524,Garnish Tongs,Customer Square 2,0,0,24,0.0,0.0,,
Create/Update,851756002219,Garrison Brothers 375ml,Customer Square 2,0,0,12,79.98,79.98,,
Create/Update,851756002141,Garrison Brothers 750ml,Customer Square 2,1,1,6,399.95,399.95,,
Create/Update,851756002455,Garrison Brothers Honeydew 750ml,Customer Square 2,0,0,6,159.98,159.98,,
Create/Update,851756002196,Garrison Brothers Single Barrel 750ml,Customer Square 2,0,1,6,199.98,99.99,,
Create/Update,3760143270490,Gayda Viognier 750ml,Customer Square 2,1,1,12,13.99,13.99,,
Create/Update,040232376092,Gem & Bolt Mezcal 750ml,Customer Square 2,0,0,6,551.88,551.88,,
Create/Update,814829131025,Genkai Iki Barley Shochu 750ml,Customer Square 2,0,0,12,98.97,98.97,,
Create/Update,082184038727,Gentleman Jack 750ml,Customer Square 2,0,1,6,34.99,0.0,,
Create/Update,700381690103,George Remus Bourbon 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,852322814014,Giffard Abricot Du Roussillion 750ml,Customer Square 2,0,1,6,101.97,67.98,,
Create/Update,852322824105,Giffard Aperitif Sirop 1L,Customer Square 2,0,0,4,39.98,39.98,,
Create/Update,852322814021,Giffard Banana Du Brasil 750ml,Customer Square 2,1,1,6,33.99,33.99,,
Create/Update,852322824037,Giffard Blue Curacao 750ml,Customer Square 2,0,1,6,55.98,27.99,,
Create/Update,852322824082,Giffard Caribbean Pineapple 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,852322814038,Giffard Cassis 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,852322814120,Giffard Creme De Mure 750ml,Customer Square 2,0,0,6,55.98,55.98,,
Create/Update,852322814083,Giffard Fraise de Bois 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322814090,Giffard Framboise 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322814106,Giffard Lichi-Li 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322001049,Giffard Menthe Pastille 1L,Customer Square 2,0,0,6,34.99,34.99,,
Create/Update,852322824112,Giffard Noix De Coco 1L,Customer Square 2,0,0,4,37.98,37.98,,
Create/Update,852322814182,Giffard Orgeat Sirop 1L,Customer Square 2,1,1,4,19.99,19.99,,
Create/Update,852322814144,Giffard Pamplemouse Rose 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322824075,Giffard Passionfruit 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322814137,Giffard Peche 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322824174,Giffard Piment D'Espelette 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,080925300188,Giffard Rhubarbe 750ml,Customer Square 2,0,0,6,57.98,57.98,,
Create/Update,852322814069,Giffard Triple Sec 750ml,Customer Square 2,0,0,6,53.98,53.98,,
Create/Update,852322814076,Giffard Vanille 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,852322814168,Giffard Violette 750ml,Customer Square 2,0,0,6,51.98,51.98,,
Create/Update,852322824044,Giffard White Cacao 750ml,Customer Square 2,0,1,6,53.98,26.99,,
Create/Update,1234500000089,Gift Bags,Customer Square 2,5,6,30,50.0,48.0,,
Create/Update,3760209000580,Givaudan La Bete Cote du Rhone 750ml,Customer Square 2,0,1,12,29.98,14.99,,
Create/Update,125678,Glencairn Glass,Customer Square 2,1,2,100,297.5,289.0,,
Create/Update,5391537390043,Glendalough Rose Gin 750ml,Customer Square 2,0,0,6,71.98,71.98,,
Create/Update,797776188482,Glendalough Wild Botanical Gin 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,081128002114,Glendronach 12y 750ml,Customer Square 2,0,0,6,139.98,139.98,,
Create/Update,5060399687294,Glendronach 15y Revival 750ml,Customer Square 2,0,0,6,199.98,199.98,,
Create/Update,088004033545,Glenfarclas 17y 750ml,Customer Square 2,0,0,6,139.99,139.99,,
Create/Update,083664107360,Glenfiddich 12y 750ml,Customer Square 2,0,0,12,311.94,311.94,,
Create/Update,083664107339,Glenfiddich 12yr 1L,Customer Square 2,0,0,12,591.92,591.92,,
Create/Update,083664873463,Glenfiddich 14y 750ml,Customer Square 2,0,0,12,371.94,371.94,,
Create/Update,083664990405,Glenfiddich 15y Solera 750ml,Customer Square 2,0,0,12,224.96999999999997,224.96999999999997,,
Create/Update,083664872565,Glenfiddich 21y Reserve Rum Cask 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,083664874262,Glenfiddich 23y Grand Cru 750ml,Customer Square 2,0,0,3,0.0,0.0,,
Create/Update,080432400708,Glenlivet 12y  1L,Customer Square 2,0,1,12,389.93999999999994,324.95,,
Create/Update,080432400630,Glenlivet 12y 750ml,Customer Square 2,1,1,12,109.98,109.98,,
Create/Update,080432400623,Glenlivet 12yr 375ml,Customer Square 2,0,0,12,53.98,53.98,,
Create/Update,080432114933,Glenlivet 14y 1L,Customer Square 2,0,0,6,299.96,299.96,,
Create/Update,080432114926,Glenlivet 14y 750ml,Customer Square 2,0,0,6,239.96,239.96,,
Create/Update,080432100783,Glenlivet 15y French Oak 750ml,Customer Square 2,0,0,6,159.98,159.98,,
Create/Update,080432400661,Glenlivet 18y 750ml,Customer Square 2,0,0,6,479.97,479.97,,
Create/Update,080432103685,Glenlivet 25y 750ml,Customer Square 2,0,0,1,0.0,0.0,,
Create/Update,080432115763,Glenlivet Caribbean Reserve 750ml,Customer Square 2,0,0,6,46.99,46.99,,
Create/Update,080432109755,Glenlivet Founders Reserve 750ml,Customer Square 2,0,0,12,46.99,46.99,,
Create/Update,081753810818,Glenmorangie 10y 750ml,Customer Square 2,0,0,6,199.96,199.96,,
Create/Update,081753810849,Glenmorangie 18y 750ml,Customer Square 2,0,0,6,129.99,129.99,,
Create/Update,081753831165,Glenmorangie Allta 750ml,Customer Square 2,0,0,6,99.99,99.99,,
Create/Update,081753810863,Glenmorangie Lasanta 750ml,Customer Square 2,0,0,6,59.99,59.99,,
Create/Update,081753831493,Glenmorangie Nectar D'or 750ml,Customer Square 2,0,0,6,74.99,74.99,,
Create/Update,081753831486,Glenmorangie Quinta Ruban 14y 750ml,Customer Square 2,0,1,6,61.99,0.0,,
Create/Update,812066022625,Glenrothes 12y 750ml,Customer Square 2,0,0,6,57.99,57.99,,
Create/Update,812066022649,Glenrothes 18y 750ml,Customer Square 2,0,0,6,174.99,174.99,,
Create/Update,5202797000378,Glinavos Paleokerisio Orange Wine 500ml,Customer Square 2,3,3,12,17.99,17.99,,
Create/Update,08731108,Godiva Chocolate Liqueur 750ml,Customer Square 2,0,0,6,37.99,37.99,,
Create/Update,123554,Gold Cocktail Picks,Customer Square 2,0,0,24,72.0,72.0,,
Create/Update,859533004005,Gompers Gin 750ml,Customer Square 2,0,0,2,47.99,47.99,,
Create/Update,721094199042,Goslings Black Seal 1L,Customer Square 2,1,1,12,124.94999999999999,124.94999999999999,,
Create/Update,721094199707,Goslings Ginger Beer Cans 6 Pack,Customer Square 2,0,0,4,143.84,143.84,,
Create/Update,086785890043,Gracias A Dios Cuixe 750ml,Customer Square 2,0,0,2,74.99,74.99,,
Create/Update,0867858900121212,Gracias A Dios Espadin 750ml,Customer Square 2,1,1,6,119.97,119.97,,
Create/Update,086785890098,Gracias A Dios Gin 750ml,Customer Square 2,0,0,4,115.98,115.98,,
Create/Update,7500326365669,Gracias A Dios Mango 750ml,Customer Square 2,0,0,6,89.98,89.98,,
Create/Update,086785890050,Gracias A Dios Tepextate 750ml,Customer Square 2,0,0,2,74.99,74.99,,
Create/Update,086785890180,Gracias a Dios Artesanal Tobala 750ml,Customer Square 2,0,0,1,104.99,104.99,,
Create/Update,086785890159,Gracias a Dios Oaxacan Gin 750ml,Customer Square 2,1,1,1,0.0,0.0,,
Create/Update,699446000318,Graham Beck Brut Rose 750ml,Customer Square 2,1,2,6,19.99,0.0,,
Create/Update,811538014038,Gran Centenario Anejo 750ml,Customer Square 2,1,2,6,95.97,63.98,,
Create/Update,811538014335,Gran Centenario Extra Anejo 750ml,Customer Square 2,0,0,3,154.99,154.99,,
Create/Update,811538014137,Gran Centenario Plata 750ml,Customer Square 2,2,3,12,51.98,25.99,,
Create/Update,811538014236,Gran Centenario Reposado 750ml,Customer Square 2,1,2,12,86.97,57.98,,
Create/Update,086024004446,Gran Gala Orange Liqueur 50ml,Customer Square 2,4,5,120,114.84,113.85,,
Create/Update,086024018832,Gran Gala Orange Liqueur 750ml,Customer Square 2,0,1,12,39.98,19.99,,
