Action,ProductSKU,ProductName,Location,MinimumBeforeReorder75,MinimumBeforeReorder85,ReorderQuantity,75Savings,85Savings,Stock Locator,PickZones
Create/Update,857203007394,King Floyds Cardamom Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007448,King Floyds Cherry Cacao Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007813,King Floyds Chocolate Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007318,King Floyds Chocolate Cinn 4oz,Customer Square 2,0,0,6,23.98,23.98,,
Create/Update,857203007424,King Floyds Ginger Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007509,King Floyds Grapefruit Rosemary Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007585,King Floyds Green Chili Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007387,King Floyds Orange Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007431,King Floyds Pear and Ginger Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,857203007066,King Floyds Sriracha 4oz,Customer Square 2,0,0,6,23.98,23.98,,
Create/Update,857203007790,King Floyds Wild Plum Bitters .5oz,Customer Square 2,0,0,12,24.0,24.0,,
Create/Update,853396007227,Kings County Barrel Strength 750ml,Customer Square 2,0,0,2,269.98,269.98,,
Create/Update,853396007180,Kings County Bourbon 750ml,Customer Square 2,0,1,2,69.99,0.0,,
Create/Update,853396007258,Kings County Empire Rye 750ml,Customer Square 2,0,0,2,104.99,104.99,,
Create/Update,853396007197,Kings County Peated Bourbon 750ml,Customer Square 2,0,0,2,69.99,69.99,,
Create/Update,853396007203,Kings County Single Malt 750ml,Customer Square 2,1,1,2,0.0,0.0,,
Create/Update,859353004001,Kinsman Apricot Brandy 750ml,Customer Square 2,0,0,6,791.8799999999999,791.8799999999999,,
Create/Update,7280281712592,Kirnbauer 7301 Blaufrankisch 750ml,Customer Square 2,0,1,12,33.98,16.99,,
Create/Update,814794011223,Knappogue Castle 12y 750ml,Customer Square 2,0,0,6,99.98,99.98,,
Create/Update,814794011230,Knappogue Castle 16y Twin Wood 750ml,Customer Square 2,0,0,6,89.99,89.99,,
Create/Update,814794011193,Knappogue Castle 21y 750ml,Customer Square 2,0,0,3,199.99,199.99,,
Create/Update,080686016601,Knob Creek Bourbon 375ml,Customer Square 2,0,0,12,53.97,53.97,,
Create/Update,080686016762,Knob Creek Bourbon 750ml,Customer Square 2,1,2,6,179.95000000000002,143.96,,
Create/Update,080686016885,Knob Creek Rye 1L,Customer Square 2,0,0,6,539.88,539.88,,
Create/Update,080686016618,Knob Creek Rye 375ml,Customer Square 2,0,1,12,53.97,35.98,,
Create/Update,080686016748,Knob Creek Rye 750ml,Customer Square 2,1,1,6,71.98,71.98,,
Create/Update,813198701877,Knuttel Family RR Chardonnay 750mL,Customer Square 2,0,1,12,62.97,41.98,,
Create/Update,850009079138,Koch Ancestral Espadin Jaya 750ml,Customer Square 2,0,0,6,199.98,199.98,,
Create/Update,850009079060,Koch Arroqueno 750ml,Customer Square 2,0,0,6,153.98,153.98,,
Create/Update,850009079022,Koch Ensamble 750ml,Customer Square 2,0,0,6,107.98,107.98,,
Create/Update,850009079046,Koch Tepeztate 750ml,Customer Square 2,0,0,6,159.98,159.98,,
Create/Update,850009079107,Koch Tobasiche 750ml,Customer Square 2,0,0,6,159.98,159.98,,
Create/Update,864903000129,Kooper Barrel Reserve Rye 750ml,Customer Square 2,0,0,6,129.98,129.98,,
Create/Update,864903000198,Kooper Single Barrel Bourbon 750ml,Customer Square 2,0,1,6,0.0,0.0,,
Create/Update,864903000136,Kooper Sweetheart 750ml,Customer Square 2,0,1,6,134.97,89.98,,
Create/Update,864903000105,Koopers Family Rye 750ml,Customer Square 2,1,1,6,89.98,89.98,,
Create/Update,791090528429,Koriko 2 Prong Strainer Stainless,Customer Square 2,0,0,12,127.92,127.92,,
Create/Update,123534,Koriko Large Shaker Black,Customer Square 2,1,1,12,119.0,119.0,,
Create/Update,123535,Koriko Large Shaker Copper,Customer Square 2,1,1,12,119.0,119.0,,
Create/Update,123536,Koriko Large Shaker Gold,Customer Square 2,0,0,12,200.0,200.0,,
Create/Update,123537,Koriko Large Shaker Stainless,Customer Square 2,4,4,12,506.0,506.0,,
Create/Update,123538,Koriko Small Shaker Black,Customer Square 2,1,1,12,105.0,105.0,,
Create/Update,123539,Koriko Small Shaker Copper,Customer Square 2,1,1,12,105.0,105.0,,
Create/Update,123540,Koriko Small Shaker Gold,Customer Square 2,0,0,12,184.0,184.0,,
Create/Update,123541,Koriko Small Shaker Stainless,Customer Square 2,4,6,20,160.0,140.0,,
Create/Update,850786006075,Koval Gin 750ml,Customer Square 2,0,0,6,75.98,75.98,,
Create/Update,853507000031,Krogstad Festling Aquavit 750ml,Customer Square 2,0,0,6,167.94,167.94,,
Create/Update,793573950772,Kronan Swedish Punsch 750ml,Customer Square 2,0,0,2,59.98,59.98,,
Create/Update,898627001094,Kubler Absinthe 1L,Customer Square 2,0,0,1,259.96,259.96,,
Create/Update,7610154027759,Kuhn Rikon Peeler Black,Customer Square 2,0,0,100,150.0,150.0,,
Create/Update,7610154027711,Kuhn Rikon Peeler Blue,Customer Square 2,0,0,100,150.0,150.0,,
Create/Update,7610154027728,Kuhn Rikon Peeler Green,Customer Square 2,0,0,100,150.0,150.0,,
Create/Update,7610154027704,Kuhn Rikon Peeler Red,Customer Square 2,0,1,100,150.0,142.5,,
Create/Update,7610154027742,Kuhn Rikon Peeler White,Customer Square 2,0,0,100,150.0,150.0,,
Create/Update,4934829101289,Kujira Nas Whiskey 750ml,Customer Square 2,0,0,4,147.98,147.98,,
Create/Update,4957494031033,Kujira Ryukyu 8yr Whiskey 750ml,Customer Square 2,0,0,4,223.98,223.98,,
Create/Update,863150003433,Kuleana Hawaiian Rum Agricole 750ml,Customer Square 2,0,0,6,219.96,219.96,,
Create/Update,867315000312,Kuleana Huihui White Rum 750ml,Customer Square 2,0,1,6,119.96,89.97,,
Create/Update,867315000336,Kuleana Nanea Aged Rum 750ml,Customer Square 2,0,0,6,139.96,139.96,,
Create/Update,4920321004258,Kura Japanese Single Malt 750ml,Customer Square 2,0,0,6,159.98,159.98,,
Create/Update,857837007005,Kwik Ice 1.75 Cubes 6 pack,Customer Square 2,4,6,21,10.0,-10.0,,
Create/Update,0737186069001,LEquinox Find Your Happy Place 750ml,Customer Square 2,0,0,6,45.98,45.98,,
Create/Update,0737186069018,LEquinox Keep It Loose 750ml,Customer Square 2,0,0,6,45.98,45.98,,
Create/Update,816136023376,La Caravedo Pisco Puro Quebranta 750ml,Customer Square 2,0,0,6,59.98,59.98,,
Create/Update,816136023383,La Caravedo Puro Torontoel Pisco 750ml,Customer Square 2,0,0,6,65.98,65.98,,
Create/Update,859026001405,La Gritona Reposado 375ml,Customer Square 2,0,1,12,49.98,24.99,,
Create/Update,859026001221,La Gritona Reposado 750ml,Customer Square 2,3,4,12,-45.99,-91.98,,
Create/Update,040232290688,La Luna Cupreata 750ml,Customer Square 2,0,0,6,119.97,119.97,,
Create/Update,040232247538,La Luna Ensamble Chino + Manso Sahuayo 750ml,Customer Square 2,0,0,2,100.0,100.0,,
Create/Update,852282002292,La Madrid Malbec 750ml,Customer Square 2,2,3,6,0.0,-14.99,,
Create/Update,8437020611015,La Maldicion Tinto 750ml,Customer Square 2,0,0,12,25.98,25.98,,
Create/Update,851241001505,La Piuma Pecorino 750ml,Customer Square 2,1,2,12,10.99,0.0,,
Create/Update,3700209604203,La Quintinye Extra Dry 750ml,Customer Square 2,0,0,2,53.98,53.98,,
Create/Update,3700209604005,La Quintinye Rouge 750ml,Customer Square 2,0,0,2,53.98,53.98,,
Create/Update,3770005389048,La Raimbauderie Sancerre 750ml,Customer Square 2,1,2,12,25.99,0.0,,
Create/Update,3770005389055,La Raimbauderie Sancerre Rose 750mL,Customer Square 2,1,1,12,28.99,28.99,,
Create/Update,799599687692,La Venenosa Raicilla Costa Green 750ml,Customer Square 2,0,0,2,205.98,205.98,,
Create/Update,613739981405,La Venenosa Raicilla Costa de Jalisco 200ml,Customer Square 2,1,1,3,34.99,34.99,,
Create/Update,613739980613,La Venenosa Raicilla Los Gigantes 750ml,Customer Square 2,0,0,1,172.99,172.99,,
Create/Update,613739981399,La Venenosa Raicilla Occidental de Jalisco 200ml,Customer Square 2,0,0,3,49.98,49.98,,
Create/Update,613739981436,La Venenosa Raicilla Puntas 200ml,Customer Square 2,0,1,3,127.98,63.99,,
Create/Update,799599687630,La Venenosa Raicilla Puntas 750ml,Customer Square 2,0,0,1,185.99,185.99,,
Create/Update,799599687715,La Venenosa Raicilla Sierra Black 750ml,Customer Square 2,0,0,3,153.98,153.98,,
Create/Update,613739981429,La Venenosa Raicilla Sierra Del Tigre Orange 200ml,Customer Square 2,1,2,3,,,,
Create/Update,799599687685,La Venenosa Raicilla Sierra Del Tigre Orange 750ml,Customer Square 2,0,1,3,271.98,135.99,,
Create/Update,613739981412,La Venenosa Raicilla Sierra Volcanes de Jalisco 200ml,Customer Square 2,0,0,3,75.98,75.98,,
Create/Update,799599687708,La Venenosa Raicilla Sur Red 750ml,Customer Square 2,0,0,3,205.98,205.98,,
Create/Update,613739981443,La Venenosa Raicilla Tabernas 200ml,Customer Square 2,0,1,3,31.98,15.99,,
Create/Update,613739980699,La Venenosa Raicilla Tabernas 750ml,Customer Square 2,0,0,6,187.96,187.96,,
Create/Update,690463307107,Lacuesta Vermouth Reserva 750ml,Customer Square 2,0,0,2,30.99,30.99,,
Create/Update,690463354002,Lacuesta Vermouth Rojo 750ml,Customer Square 2,0,0,4,37.98,37.98,,
Create/Update,690463307206,Lacuesta Vermouth Rojo Limited Edition 750ml,Customer Square 2,0,0,2,43.99,43.99,,
Create/Update,088076186118,Lagavulin 12y 750ml,Customer Square 2,0,0,6,159.99,159.99,,
Create/Update,088110140052,Lagavulin 16y 750ml,Customer Square 2,0,1,12,399.96,299.96999999999997,,
Create/Update,088076180635,Lagavulin 8y 750ml,Customer Square 2,0,0,6,84.99,84.99,,
Create/Update,088076186309,Lagavulin Distillers Edition 750ml,Customer Square 2,0,0,6,119.99,119.99,,
Create/Update,723830095045,Lagunitas Hoppy Refresher N/A Bottles 4 Pack,Customer Square 2,0,0,6,13.98,13.98,,
Create/Update,723830137004,Lagunitas IPA N/A Bottles 6 Pack,Customer Square 2,1,1,4,10.99,10.99,,
Create/Update,084848110381,Lairds 12y Apple Brandy 750ml,Customer Square 2,0,0,2,79.99,79.99,,
Create/Update,084848110305,Lairds 7.5y Apple Brandy 750ml,Customer Square 2,0,0,4,36.99,36.99,,
Create/Update,084848100504,Lairds Applejack 200ml,Customer Square 2,0,0,12,20.97,20.97,,
Create/Update,084848100306,Lairds Applejack 750ml,Customer Square 2,0,1,12,83.96,62.97,,
Create/Update,084848112316,Lairds Applejack 86 750ml,Customer Square 2,0,0,12,83.97,83.97,,
Create/Update,084848111340,Lairds Jersey Lightning 750ml,Customer Square 2,0,0,12,53.98,53.98,,
Create/Update,084848110343,Lairds Straight Apple Brandy 100 Proof 750ml,Customer Square 2,1,1,12,92.97,92.97,,
Create/Update,084848112347,Lairds Tenth Generation 750ml,Customer Square 2,0,0,6,46.99,46.99,,
Create/Update,811041030013,Lalo Blanco 750ml,Customer Square 2,8,9,6,183.96,137.97,,
Create/Update,747154058814,Lan Reserva Rioja 750ml,Customer Square 2,1,1,12,18.99,18.99,,
Create/Update,747154050948,Lan Rioja Crianza 750ml,Customer Square 2,1,2,12,25.98,12.99,,
Create/Update,080686813019,Laphroaig 10y 750ml,Customer Square 2,1,2,12,197.96999999999997,131.98,,
Create/Update,080686813347,Laphroaig 10y Sherry Cask 750ml,Customer Square 2,0,1,6,169.98,84.99,,
Create/Update,080686813033,Laphroaig Quarter Cask 750ml,Customer Square 2,0,0,6,89.99,89.99,,
Create/Update,080686813064,Laphroaig Select 750ml,Customer Square 2,0,0,6,56.99,56.99,,
Create/Update,860115002418,Lapis Luna Red Blend 750ml,Customer Square 2,2,3,24,12.99,0.0,,
Create/Update,860115002449,Lapis Luna Zinfandel  750ml,Customer Square 2,1,2,24,25.98,12.99,,
Create/Update,096749031542,Larceny Small Batch 1L,Customer Square 2,0,1,6,35.99,0.0,,
Create/Update,856933005731,Laws Four Grain Bourbon 750ml,Customer Square 2,1,1,6,0.0,0.0,,
Create/Update,856933005724,Laws Rye BIB 750ml,Customer Square 2,0,0,6,84.99,84.99,,
Create/Update,856933005748,Laws San Luis Rye 750ml,Customer Square 2,0,0,6,58.99,58.99,,
Create/Update,084848720306,Lazzaroni Amaretto 750ml,Customer Square 2,0,1,6,55.98,27.99,,
Create/Update,8002873021658,Lazzaroni Cherries 400g,Customer Square 2,0,0,12,59.97,59.97,,
Create/Update,084848727305,Lazzaroni Fernet 750ml,Customer Square 2,0,0,6,57.98,57.98,,
Create/Update,084848722300,Lazzaroni Maraschino 750ml,Customer Square 2,0,0,6,57.98,57.98,,
Create/Update,084848733306,Lazzaroni Peach Amaretto 750ml,Customer Square 2,0,0,6,27.99,27.99,,
Create/Update,084848721303,Lazzaroni Sambuca 750ml,Customer Square 2,0,0,6,55.98,55.98,,
Create/Update,849834000653,Le Verger French Terroir Liqueur 750ml,Customer Square 2,0,0,6,767.76,767.76,,
Create/Update,860384000351,Lee Spirits Creme De Cocao 750ml,Customer Square 2,0,0,6,71.98,71.98,,
Create/Update,855420005117,Left Coast Cellars White Pinot Noir 750ml,Customer Square 2,1,1,6,24.99,24.99,,
Create/Update,088004018917,Legacy Canadian 750ml,Customer Square 2,0,0,6,47.98,47.98,,
Create/Update,088004004712,Legendre Herbsaint 750ml,Customer Square 2,0,0,6,32.99,32.99,,
Create/Update,080686024019,Legent Bourbon,Customer Square 2,0,0,6,40.99,40.99,,
Create/Update,814789001512,Lemon Hart 151 750ml,Customer Square 2,0,0,4,63.98,63.98,,
Create/Update,814789001802,Lemon Hart 1804 750ml,Customer Square 2,0,0,4,47.98,47.98,,
Create/Update,814789001864,Lemon Hart Spiced Rum 750ml,Customer Square 2,0,0,4,57.98,57.98,,
Create/Update,123544,Lemon Juicer,Customer Square 2,1,1,12,110.0,110.0,,
Create/Update,836137007113,Leopold Brothers Absinthe Verte 750ml,Customer Square 2,0,0,2,72.99,72.99,,
Create/Update,836137000091,Leopold Brothers Apertivo 750ml,Customer Square 2,0,0,6,227.94,227.94,,
Create/Update,836137000138,Leopold Brothers Fernet 750ml,Customer Square 2,0,1,2,75.98,37.99,,
Create/Update,836137007007,Leopold Brothers Rocky Mountain Blackberry 750ml,Customer Square 2,0,0,2,38.99,38.99,,
Create/Update,836137005010,Leopold Brothers Small Batch Gin 750ml,Customer Square 2,0,0,6,77.98,77.98,,
Create/Update,836137000220,Leopold Brothers Summer Gin 750ml,Customer Square 2,0,0,6,39.99,39.99,,
Create/Update,836137007083,Leopold Brothers Tart Cherry Liqueur 750ml,Customer Square 2,0,0,2,38.99,38.99,,
Create/Update,9781465484291,Let's Get Tropical,Customer Square 2,0,0,3,29.98,29.98,,
Create/Update,7503013890024,Leyenda Oaxaca Espadin 750ml,Customer Square 2,0,0,6,149.98,149.98,,
Create/Update,7503013890789,Leyenda San Luis Potosi 750ml,Customer Square 2,0,1,6,51.99,0.0,,
Create/Update,614409550181,Liber & Co Blood Orange Cordial 17oz,Customer Square 2,1,1,12,14.99,14.99,,
Create/Update,614409550167,Liber & Co Demerara Gum Syrup 17oz,Customer Square 2,1,2,12,29.98,14.99,,
Create/Update,700697229745,Liber & Co Fiery Ginger 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,614409550228,Liber & Co Fig Syrup 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,700697229677,Liber & Co Grapefruit Shrub 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,700697229721,Liber & Co Grenadine 17oz,Customer Square 2,2,2,12,14.99,14.99,,
Create/Update,700697229660,Liber & Co Gum Syrup 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,614409550242,Liber & Co Kola Syrup 17oz,Customer Square 2,0,0,12,44.97,44.97,,
Create/Update,612953414638,Liber & Co Orgeat 17oz,Customer Square 2,3,4,12,14.99,0.0,,
Create/Update,700697229769,Liber & Co Passion Fruit Syrup 17oz,Customer Square 2,3,3,12,14.99,14.99,,
Create/Update,700697229714,Liber & Co Pineapple Gum Syrup 17oz,Customer Square 2,1,1,12,44.97,44.97,,
Create/Update,614409550365,Liber & Co Raspberry Gum Syrup 17oz,Customer Square 2,0,1,12,44.97,29.98,,
Create/Update,614409550204,Liber & Co Rio Red Grapefruit Cordial 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,614409550297,Liber & Co Toasted Coconut 17oz,Customer Square 2,1,1,12,29.98,29.98,,
Create/Update,609224040887,Liber & Co Tonic Syrup 17oz,Customer Square 2,1,2,12,29.98,14.99,,
Create/Update,029929115404,Licor 43 1L,Customer Square 2,0,1,12,34.99,0.0,,
Create/Update,029929115091,Licor 43 375ml,Customer Square 2,0,0,12,47.97,47.97,,
Create/Update,083664866281,Lillet Blanc 750ml,Customer Square 2,2,2,12,47.98,47.98,,
Create/Update,083664872589,Lillet Rose 750ml,Customer Square 2,0,1,12,143.94,119.94999999999999,,
Create/Update,083664866298,Lillet Rouge 750ml,Customer Square 2,0,0,12,47.98,47.98,,
Create/Update,855439000691,Lime Margarita Salt Rimmer,Customer Square 2,0,0,12,42.0,42.0,,
Create/Update,817469010101,Linie Aquavit 750ml,Customer Square 2,0,0,12,179.94,179.94,,
Create/Update,088320330007,Liquore Strega 750ml,Customer Square 2,0,0,12,39.99,39.99,,
Create/Update,853626006075,Live Oak Big Bark Cans 6 Pack,Customer Square 2,1,2,0,29.97,19.98,,
Create/Update,853626006211,Live Oak Grodziskie Cans 6 Pack,Customer Square 2,1,1,4,9.99,9.99,,
Create/Update,853626006068,Live Oak Hefeweizen  Cans 6 Pack,Customer Square 2,4,4,4,19.98,19.98,,
Create/Update,853626006020,Live Oak Pilz Cans 12 Pack ,Customer Square 2,1,2,2,18.99,0.0,,
Create/Update,853626006013,Live Oak Pilz Cans 6 Pack,Customer Square 2,4,4,4,0.0,0.0,,
Create/Update,853626006198,Live Oak Seasonal Cans 6 Pack,Customer Square 2,1,2,8,29.97,19.98,,
Create/Update,085000023723,Lo-Fi Dry Vermouth 750ml,Customer Square 2,1,1,6,109.94999999999999,109.94999999999999,,
Create/Update,085000023747,Lo-Fi Gentian Amaro 750ml,Customer Square 2,1,1,6,109.94999999999999,109.94999999999999,,
Create/Update,085000023730,Lo-Fi Sweet Vermouth 750ml,Customer Square 2,0,1,6,131.94,109.94999999999999,,
Create/Update,7533396874793,Lobos Tequila 1707 Joven 750ml,Customer Square 2,0,0,6,49.99,49.99,,
Create/Update,816136027909,Lobos Tequila 1707 Reposado 750ml,Customer Square 2,0,0,6,53.99,53.99,,
Create/Update,850047007087,Lone Pint 667 Neighbor of the Beast 4 Pack,Customer Square 2,0,0,6,27.98,27.98,,
Create/Update,850047007018,Lone Pint Yellow Rose Bottles 4 Pack,Customer Square 2,0,1,6,27.98,13.99,,
Create/Update,073360183010,Lone Star 24pk,Customer Square 2,1,2,6,45.98,22.99,,
Create/Update,073360183416,Lone Star Cans 12 Pack,Customer Square 2,2,3,8,65.94,54.95,,
Create/Update,073360187544,Lone Star Cans 6 Pack 16oz,Customer Square 2,3,3,12,6.99,6.99,,
Create/Update,860272001484,Long Drink Cranberry 6/12 Cans,Customer Square 2,2,3,4,27.98,13.99,,
Create/Update,860272001477,Long Drink Strong 6/12 Cans,Customer Square 2,4,5,12,31.98,15.99,,
Create/Update,860272001446,Long Drink Traditional 6/12 Cans,Customer Square 2,5,6,4,13.99,0.0,,
Create/Update,860272001439,Long Drink Zero 6/12oz Cans,Customer Square 2,2,3,4,27.98,13.99,,
Create/Update,815783000082,Lopez De Heredia Vina Bosconia 750ml,Customer Square 2,0,1,12,79.98,39.99,,
Create/Update,8437013189002,Los Infantes Orleans Borbon Manzanilla 375ml,Customer Square 2,0,0,6,9.99,9.99,,
Create/Update,871952000215,Los Nahuales Joven Espadin 750ml,Customer Square 2,0,0,2,119.98,119.98,,
Create/Update,088004031077,Los Vecinos Del Campo Espadin 750ml,Customer Square 2,0,0,6,209.94,209.94,,
Create/Update,7503027709510,Lost Irish 750ml,Customer Square 2,1,1,6,36.99,36.99,,
Create/Update,810885011905,Louis Perdrier Brut Excellence 750ml,Customer Square 2,2,3,12,11.99,0.0,,
Create/Update,734599143052,Louis Roederer Cristal Brut 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,634955000138,Lucano Anniversario 750ml,Customer Square 2,0,0,6,67.98,67.98,,
Create/Update,634955070018,Lucano Lemoncello 750ml,Customer Square 2,0,0,12,75.96,75.96,,
Create/Update,630328000378,Luksusowa Vodka 750ml,Customer Square 2,1,1,12,13.99,13.99,,
Create/Update,8032692480251,Lunaria Coste di Moro Montepulciano 750ml,Customer Square 2,2,2,12,0.0,0.0,,
Create/Update,8032692482477,Lunaria Pinot Grigio Pet Nat 750ml,Customer Square 2,3,4,12,17.99,0.0,,
Create/Update,8032692480206,Lunaria Ramoro Pinot Grigio Terre di Chieti 750mL,Customer Square 2,3,3,12,15.99,15.99,,
Create/Update,8032692480305,Lunaria Ruminat Primitivo 750ml,Customer Square 2,1,1,12,15.99,15.99,,
Create/Update,096749908585,Lunazul Anejo 750ml,Customer Square 2,0,1,6,39.98,19.99,,
Create/Update,096749908028,Lunazul Blanco 1L,Customer Square 2,12,14,12,-0.0,-39.98,,
Create/Update,096749001361,Lunazul Blanco 375ml,Customer Square 2,4,4,12,199.8,199.8,,
Create/Update,096749908516,Lunazul Blanco 50ml,Customer Square 2,9,12,60,41.79,35.82,,
Create/Update,096749002771,Lunazul Extra Anejo 750ml,Customer Square 2,0,0,6,42.99,42.99,,
Create/Update,096749908592,Lunazul Reposado 1L,Customer Square 2,3,4,12,419.78999999999996,399.79999999999995,,
Create/Update,096749001378,Lunazul Reposado 375ml,Customer Square 2,1,1,12,109.89,109.89,,
Create/Update,096749908509,Lunazul Reposado 50ml,Customer Square 2,3,3,60,33.83,33.83,,
Create/Update,097985276001,Lustau Amontillado Dry Sherry 750ml,Customer Square 2,0,1,12,89.94,74.95,,
Create/Update,097985153739,Lustau Brandy De Jerez 750ml,Customer Square 2,0,1,6,249.89999999999998,224.91,,
Create/Update,097985280008,Lustau Cream Sherry 750ml,Customer Square 2,0,0,4,49.98,49.98,,
Create/Update,097985287007,Lustau East India Solera 750ml,Customer Square 2,0,0,3,49.98,49.98,,
Create/Update,097985225009,Lustau Fino Sherry 750ml,Customer Square 2,0,0,6,83.94,83.94,,
Create/Update,8412325008210,Lustau La Plaza Vieja Sherry 750ml,Customer Square 2,0,0,4,31.98,31.98,,
Create/Update,097985274007,Lustau Manzanilla 750ml,Customer Square 2,0,0,12,95.94,95.94,,
Create/Update,097985278005,Lustau Oloroso Don Nuno 750ml,Customer Square 2,0,1,12,137.94,114.94999999999999,,
Create/Update,097985283009,Lustau PX Sherry 750ml,Customer Square 2,0,0,12,449.82,449.82,,
Create/Update,097985843005,Lustau Puerto Fino Sherry 750ml,Customer Square 2,0,0,6,107.94,107.94,,
Create/Update,097985157287,Lustau Vermut Blanco 750ml,Customer Square 2,0,0,6,87.96,87.96,,
Create/Update,097985156259,Lustau Vermut Rouge 750ml,Customer Square 2,0,1,6,131.94,109.94999999999999,,
Create/Update,087229127305,Luxardo Amaretto 750ml,Customer Square 2,0,0,12,89.97,89.97,,
Create/Update,087229020071,Luxardo Amaro 750ml,Customer Square 2,0,0,12,28.99,28.99,,
Create/Update,087229127978,Luxardo Apricot 750ml,Customer Square 2,0,0,12,26.99,26.99,,
Create/Update,087229127626,Luxardo Bitter 750ml,Customer Square 2,0,0,12,28.99,28.99,,
Create/Update,087229127381,Luxardo Bitter Bianco 750ml,Customer Square 2,0,0,12,26.99,26.99,,
Create/Update,187229127289,Luxardo Cherries 400g,Customer Square 2,5,7,12,17.99,-17.99,,
Create/Update,087229012762,Luxardo Fernet 750ml,Customer Square 2,0,0,12,26.99,26.99,,
Create/Update,087229127718,Luxardo Limoncello 750ml,Customer Square 2,0,0,12,167.94,167.94,,
Create/Update,087229127817,Luxardo Maraschino 375ml,Customer Square 2,1,1,12,39.98,39.98,,
Create/Update,086891026237,Luxardo Maraschino 750ml,Customer Square 2,1,2,12,272.93,233.94,,
Create/Update,087229020033,Luxardo Sangue Morlacco 750ml,Customer Square 2,0,0,12,29.99,29.99,,
Create/Update,087229127114,Luxardo Triplum 1L,Customer Square 2,0,0,12,34.99,34.99,,
Create/Update,850009098030,MG Mezcal Joven Botanical 750ml,Customer Square 2,0,0,6,119.98,119.98,,
Create/Update,812066020553,Macallan 12y 750ml,Customer Square 2,0,1,12,359.96,269.96999999999997,,
Create/Update,812066021598,Macallan 12y Double Cask 750ml,Customer Square 2,0,1,12,149.98,74.99,,
Create/Update,812066023066,Macallan 15y Double Cask 750ml,Customer Square 2,0,0,12,0.0,0.0,,
Create/Update,812066020355,Macallan 18y 750ml,Customer Square 2,0,0,12,0.0,0.0,,
Create/Update,812066023387,Macallan 18y Double Cask 750ml,Customer Square 2,0,0,12,0.0,0.0,,
Create/Update,812066023202,Macallan Classic Cut 750ml,Customer Square 2,0,0,6,0.0,0.0,,
Create/Update,812066020034,Macallan Rare Cask Batch 2020 750ml,Customer Square 2,0,0,3,0.0,0.0,,
Create/Update,7750152000023,Macchu Pisco 750ml,Customer Square 2,0,1,6,59.98,29.99,,
Create/Update,816136023000,Madre Mezcal 200ml,Customer Square 2,2,2,9,43.98,43.98,,
Create/Update,816136022980,Madre Mezcal 750ml,Customer Square 2,3,4,6,161.97,107.98,,
Create/Update,816136027640,Madre Mezcal Espadin 750ml,Customer Square 2,4,5,6,75.98,37.99,,
Create/Update,705105321660,Maine Beer Lunch IPA 500ml,Customer Square 2,0,0,12,31.96,31.96,,
Create/Update,610373581794,Majas Rose 750ml,Customer Square 2,0,1,12,35.98,17.99,,
Create/Update,085246139417,Makers Mark 1.75L,Customer Square 2,1,2,6,64.99,0.0,,
Create/Update,085246501566,Makers Mark 101 750ml,Customer Square 2,0,0,1,91.98,91.98,,
Create/Update,085246139424,Makers Mark 1L,Customer Square 2,2,3,12,77.98,38.99,,
Create/Update,085246139462,Makers Mark 200ml,Customer Square 2,1,2,24,49.95,39.96,,
Create/Update,085246185001,Makers Mark 375ml,Customer Square 2,1,2,12,84.94999999999999,67.96,,
Create/Update,085246500101,Makers Mark 46 750ml,Customer Square 2,1,1,6,83.98,83.98,,
Create/Update,085246171561,Makers Mark 50ml,Customer Square 2,5,7,120,44.85,38.870000000000005,,
Create/Update,085246139431,Makers Mark 750ml,Customer Square 2,4,4,12,0.0,0.0,,
Create/Update,085246501221,Makers Mark Cask Strength 750ml,Customer Square 2,0,0,6,55.99,55.99,,
Create/Update,687700144588,Mal Bien Espadin 1L,Customer Square 2,0,0,6,171.96,171.96,,
Create/Update,686091998220,Mal Bien Espadin 750ml,Customer Square 2,1,1,3,0.0,-0.0,,
Create/Update,080432116692,Malfy Gin Arancia 750ml,Customer Square 2,0,0,6,29.99,29.99,,
Create/Update,0853222006387,Malfy Gin Rosa 750ml,Customer Square 2,0,0,6,98.97,98.97,,
Create/Update,853222006158,Malfy Origanle Gin 750ml,Customer Square 2,0,0,6,65.98,65.98,,
Create/Update,853222006172,Malfy Originale Gin 1L,Customer Square 2,0,0,6,101.97,101.97,,
Create/Update,089540448992,Malibu 750ml,Customer Square 2,2,3,12,59.97,39.98,,
