,ProductName,Airport,Oak Hill,Pleasant Valley,Warehouse
4119,Komagatake Tsunuki Aging 750ml,0.0,,0.0,0.0
4120,Komagatake x Chichibu Malt Duo 750ml,0.0,1.0,0.0,0.0
4121,Komasa Gin 375ml,,,11.0,
4122,Komos Anejo Cristalino 750ml,,,1.0,7.0
4123,Komos Reposado Rosa 750ml,,,,8.0
4124,Kool Blue 100s,25.0,,,
4125,Kool Blue Kings,37.0,,,
4126,Kool Green 100,38.0,,,
4127,Kool Green Kings,18.0,,,
4128,Kooper Barrel Reserve Rye 750ml,5.0,2.0,0.0,6.0
4129,Kooper Single Barrel Bourbon 750ml,6.0,4.0,1.0,6.0
4130,Kooper Sweetheart 750ml,5.0,8.0,7.0,8.0
4131,Koopers Family Rye 750ml,2.0,8.0,6.0,6.0
4132,Korbel Brut 750ml,,,0.0,
4133,Korbel Prosecco D.O.C. 750ml,,,0.0,
4134,Korbel Sweet Rose 750ml,,,0.0,
4135,Koriko 2 Prong Strainer Stainless,13.0,3.0,12.0,0.0
4136,Koriko Large Shaker Black,20.0,11.0,10.0,0.0
4137,Koriko Large Shaker Copper,23.0,13.0,20.0,0.0
4138,Koriko Large Shaker Gold,25.0,11.0,18.0,0.0
4139,Koriko Large Shaker Stainless,40.0,30.0,36.0,13.0
4140,Koriko Small Shaker Black,28.0,10.0,15.0,0.0
4141,Koriko Small Shaker Copper,22.0,13.0,27.0,0.0
4142,Koriko Small Shaker Gold,21.0,15.0,23.0,0.0
4143,Koriko Small Shaker Stainless,35.0,26.0,23.0,16.0
4144,Koskenkorva Vodka 1L,,,6.0,24.0
4145,Koval Barreled Gin MML Private Barrel 750ml,,,,4.0
4146,Koval Bourbon 750ml,1.0,0.0,0.0,
4147,Koval Bourbon Shaker Single Barrel 750ml,1.0,0.0,1.0,
4148,Koval Four Grain 750ml,0.0,,0.0,
4149,Koval Gin 750ml,5.0,3.0,5.0,0.0
4150,Koval Millet Whiskey 750ml,1.0,,0.0,
4151,Koval Oat 7 Grand Single Barrel 750ml,0.0,0.0,0.0,
4152,Koval Oat Whiskey 750ml,2.0,,,
4153,Koval Rye 7 Grand Single Barrel 750ml,0.0,1.0,1.0,
4154,Kraken 375ml,0.0,0.0,0.0,
4155,Kraken 94 1L,,2.0,0.0,9.0
4156,Krogstad Festling Aquavit 750ml,6.0,2.0,1.0,36.0
4157,Kronan Swedish Punsch 750ml,0.0,3.0,3.0,3.0
4158,Krug Grand Cuvee 750ml,,,,17.0
4159,Kruto Flawless 750ml,,1.0,1.0,32.0
4160,Kruto Red Label Vodka 1.75L,,,,18.0
4161,Kruto Red Label Vodka 1L,,0.0,0.0,727.0
4162,Kruto Red Label Vodka 750ml,,,,5.0
4163,Kubler Absinthe 1L,2.0,5.0,2.0,15.0
4164,Kuemmerling 20ml,0.0,,0.0,
4165,Kuhn Rikon Peeler Black,12.0,9.0,11.0,
4166,Kuhn Rikon Peeler Blue,0.0,10.0,0.0,6.0
4167,Kuhn Rikon Peeler Green,7.0,18.0,12.0,
4168,Kuhn Rikon Peeler Red,4.0,9.0,5.0,
4169,Kuhn Rikon Peeler White,7.0,10.0,4.0,
4170,Kujira Nas Whiskey 750ml,1.0,0.0,4.0,0.0
4171,Kujira Ryukyu 20yr Whiskey 750ml,0.0,,0.0,
4172,Kujira Ryukyu 8yr Whiskey 750ml,4.0,,0.0,0.0
4173,Kuleana Hawaiian Rum Agricole 750ml,1.0,2.0,5.0,18.0
4174,Kuleana Hokulei 18 Aged Rum750ml,6.0,,1.0,6.0
4175,Kuleana Huihui White Rum 750ml,0.0,0.0,7.0,12.0
4176,Kuleana Nanea Aged Rum 750ml,0.0,0.0,5.0,20.0
4177,KungFu Girl Riesling 750ml,0.0,,0.0,
4178,Kura Japanese Pure Malt 750ml,1.0,0.0,4.0,4.0
4179,Kwik Ice 1.75 Cubes 6 pack,0.0,,43.0,4.0
4180,Kwik Ice Spheres 5 pack,,,0.0,
4181,L'Encantada Armagnac XO Lot 2.0 750ml,0.0,0.0,0.0,0.0
4182,L'Encantada Tattoo Series 2 750ml,0.0,0.0,0.0,
4183,L'Onesta Lambrusco 750mL,12.0,,,
4184,LEquinox Find Your Happy Place 750ml,0.0,7.0,0.0,
4185,LEquinox Keep It Loose 750ml,0.0,5.0,0.0,
4186,La Caravedo Pisco Mosto Verde 750ml,,,0.0,6.0
4187,La Caravedo Pisco Puro Quebranta 750ml,1.0,4.0,6.0,14.0
4188,La Caravedo Puro Torontoel Pisco 750ml,1.0,4.0,0.0,0.0
4189,La Croix Coconut 12pk Cans,0.0,,0.0,0.0
4190,La Croix Peach Pear 12pk Cans,,,4.0,0.0
4191,La Favorite Blanc Rhum Agricole 1L,1.0,2.0,0.0,
4192,La Favorite Vieux Rhum Agricole 1L,3.0,1.0,2.0,
4193,La Gritona Reposado 375ml,20.0,22.0,4.0,
4194,La Gritona Reposado 750ml,7.0,2.0,2.0,12.0
4195,La Levraudiere Muscadet 750ml,0.0,,0.0,
4196,La Luca Prosecco 750ml,0.0,0.0,0.0,
4197,La Luna Bruto 750ml,6.0,1.0,7.0,6.0
4198,La Luna Chino Silvestre 750ml,1.0,1.0,2.0,6.0
4199,La Luna Cupreata 1L,0.0,4.0,,70.0
4200,La Luna Cupreata 750ml,3.0,0.0,5.0,0.0
4201,La Luna Ensamble Bruto + Manso Sahuayo 750ml,1.0,2.0,2.0,2.0
4202,La Luna Ensamble Chino + Manso Sahuayo 750ml,2.0,1.0,1.0,4.0
4203,La Luna Espadincillo 750ml,0.0,3.0,0.0,2.0
4204,La Luna Manso Sahuayo 750ml,5.0,4.0,2.0,1.0
4205,La Luna Pechuga Ensamble 375ml,0.0,0.0,1.0,
4206,La Luna Tequilana 750ml,2.0,0.0,1.0,8.0
4207,La Madrid Malbec 750ml,0.0,8.0,0.0,
4208,La Maison Artist Series #11 Ardmore 700ml,1.0,1.0,1.0,2.0
4209,La Maison Artist Series #11 Auchentoshan 700ml,0.0,,1.0,0.0
4210,La Maison Artist Series #11 Benriach 700ml,1.0,1.0,1.0,2.0
4211,La Maison Artist Series #11 Laphroaig 700ml,1.0,1.0,1.0,2.0
4212,La Maison Artist Series #11 Macallan 700ml,0.0,0.0,0.0,0.0
4213,La Maldicion Tinto 750ml,3.0,6.0,7.0,
4214,La Marca Prosecco 187ml,,,0.0,0.0
4215,La Marca Prosecco 750ml,24.0,53.0,48.0,0.0
4216,La Nevera Red BIB 3L,0.0,2.0,0.0,
4217,La Nevera Rose BIB 3L,0.0,2.0,0.0,
4218,La Pinta Pomegranate 750ml,,,,3.0
4219,La Piuma Pecorino 750ml,3.0,14.0,2.0,
4220,La Quintinye Blanc 750ml,4.0,2.0,6.0,0.0
4221,La Quintinye Extra Dry 750ml,0.0,2.0,2.0,0.0
4222,La Quintinye Rouge 750ml,7.0,2.0,3.0,0.0
4223,La Raimbauderie Sancerre 750ml,6.0,0.0,3.0,
4224,La Raimbauderie Sancerre Rose 750mL,4.0,7.0,3.0,
4225,La Roque Pic Saint Loup Mourvedre 2016 750ml,0.0,,0.0,
4226,La Rousse Malbec 750ml,0.0,,0.0,
4227,La Selve Palissaire 750ml,0.0,,0.0,
4228,La Source Rose 750ml,0.0,0.0,0.0,0.0
4229,La Torrazza Erbaluce 750ml,0.0,,0.0,
4230,La Venenosa Raicilla Azul 750ml,0.0,0.0,0.0,
4231,La Venenosa Raicilla Costa Green 750ml,2.0,0.0,1.0,4.0
4232,La Venenosa Raicilla Costa de Jalisco 200ml,7.0,4.0,4.0,2.0
4233,La Venenosa Raicilla Los Gigantes 750ml,1.0,0.0,1.0,
4234,La Venenosa Raicilla Occidental de Jalisco 200ml,3.0,3.0,14.0,
4235,La Venenosa Raicilla Puntas 200ml,5.0,7.0,1.0,
4236,La Venenosa Raicilla Puntas 750ml,1.0,1.0,1.0,0.0
4237,La Venenosa Raicilla Sierra Black 750ml,2.0,4.0,1.0,5.0
4238,La Venenosa Raicilla Sierra Del Tigre Orange 200ml,1.0,5.0,1.0,
4239,La Venenosa Raicilla Sierra Del Tigre Orange 750ml,2.0,2.0,3.0,0.0
4240,La Venenosa Raicilla Sierra Volcanes de Jalisco 200ml,38.0,2.0,5.0,
4241,La Venenosa Raicilla Sur Red 750ml,1.0,2.0,2.0,8.0
4242,La Venenosa Raicilla Tabernas 200ml,0.0,8.0,1.0,
4243,La Venenosa Raicilla Tabernas 750ml,2.0,0.0,4.0,6.0
4244,La Venenosa Raicilla Tabernas Reposado 750ml,,,,12.0
4245,La Venenosa Raicilla Tutsi 750ml,0.0,0.0,0.0,0.0
4246,La Vieille Ferme Rouge Box Wine 3L,0.0,,,
4247,Laconsa Muse Marche Rosso 750ml,0.0,,0.0,
4248,Lacuesta Vermouth Reserva 750ml,1.0,8.0,2.0,0.0
4249,Lacuesta Vermouth Rojo 750ml,1.0,3.0,1.0,5.0
4250,Lacuesta Vermouth Rojo Limited Edition 750ml,1.0,3.0,0.0,
4251,Lagavulin 12y 750ml,0.0,,0.0,0.0
4252,Lagavulin 16y 750ml,7.0,13.0,1.0,45.0
4253,Lagavulin 37y 750ml,,,0.0,
4254,Lagavulin 8y 750ml,3.0,6.0,3.0,3.0
4255,Lagavulin Distillers Edition 750ml,0.0,1.0,0.0,4.0
4256,Lagavulin Offerman Edition 750ml,0.0,0.0,0.0,
4257,Lagavulin Offerman Guinness Cask Edition 750ml,0.0,1.0,0.0,
4258,Lagunitas 12th & Never Cans 12 Pack,0.0,,,
4259,Lagunitas Hazy Wonder IPA 6 Pack Cans,0.0,,,0.0
4260,Lagunitas Hoppy Refresher N/A Bottles 4 Pack,1.0,2.0,10.0,14.0
4261,Lagunitas IPA 12 Pack Bottles,2.0,,0.0,8.0
4262,Lagunitas IPA 12pk cans,0.0,,,
4263,Lagunitas IPA Bottles 6 Pack,4.0,,0.0,
4264,Lagunitas IPA N/A Bottles 6 Pack,10.0,2.0,4.0,8.0
4265,Lagunitas Limited Release Bottles 6 Pack,4.0,,0.0,
4266,Lagunitas Little Sumpin 6pack Cans,0.0,,,
4267,Lagunitas Maximus Bottles 6 Pack,0.0,,,
4268,Lagunitas Pils Bottles 6 Pack,0.0,,0.0,
4269,Lagunitas Seasonal 1 Bottles 6 Pack,1.0,,,
4270,Lagunitas Sumpin Easy Cans 12 Pack,0.0,,,
4271,Lagunitas Super Cluster Cans 6 Pack,0.0,,0.0,
4272,Lagunitas Willettized Coffee Stout 22oz,0.0,,,
4273,Laherte Frères Champagne 750ml,0.0,0.0,0.0,
4274,Lairds 12y Apple Brandy 750ml,3.0,2.0,3.0,4.0
4275,Lairds 7.5y Apple Brandy 750ml,4.0,1.0,1.0,6.0
4276,Lairds Applejack 200ml,12.0,0.0,3.0,
4277,Lairds Applejack 750ml,13.0,3.0,7.0,10.0
4278,Lairds Applejack 86 750ml,10.0,3.0,8.0,5.0
4279,Lairds Jersey Lightning 750ml,9.0,2.0,7.0,3.0
4280,Lairds Straight Apple Brandy 100 Proof 750ml,8.0,1.0,1.0,45.0
4281,Lairds Tenth Generation 750ml,3.0,7.0,2.0,3.0
4282,Lake Austin Juicy Blonde Cans 4 Pack,0.0,,,
4283,Lake Austin Juicy Double IPA Cans 4 Pack,0.0,,,
4284,Lake Austin Juicy IPA Cans 4 Pack,0.0,,,
4285,Lakewood Saint Dymphna 22oz,0.0,,,
4286,Lalo Blanco 750ml,2.0,3.0,0.0,53.0
4287,Lalocura Espadin 750ml,,1.0,3.0,3.0
4288,Lalocura Pechuga 750ml,0.0,0.0,0.0,0.0
4289,Lalocura Tobasiche 750ml,,0.0,1.0,
4290,Lalocura Tobasiche Espadin 750ml,,1.0,2.0,0.0
4291,Lan Reserva Rioja 750ml,11.0,11.0,6.0,
4292,Lan Rioja Crianza 750ml,5.0,10.0,0.0,
4293,Lan Rioja Gran Reserva 2008 750ml,4.0,8.0,0.0,
4294,Landy Cognac VS 750ml,0.0,,0.0,
4295,Laphroaig 10y 750ml,9.0,7.0,10.0,10.0
4296,Laphroaig 10y Cask Strength 750ml,6.0,12.0,3.0,17.0
4297,Laphroaig 10y Cask Strength Batch 13 750ml,0.0,0.0,,3.0
4298,Laphroaig 10y Sherry Cask 750ml,2.0,1.0,3.0,5.0
4299,Laphroaig 16y 750ml,,,,6.0
4300,Laphroaig 25y 750ml,1.0,1.0,2.0,
4301,Laphroaig 30y Ian Hunter Book 2 750ml,0.0,1.0,0.0,
4302,Laphroaig Cairdeas Triple Wood 750ml,0.0,,0.0,
4303,Laphroaig Cairdeas Warehouse 1 750ml,2.0,3.0,2.0,15.0
4304,Laphroaig Lore 750ml,2.0,7.0,2.0,4.0
4305,Laphroaig Quarter Cask 750ml,11.0,12.0,6.0,19.0
4306,Laphroaig Select 750ml,11.0,8.0,5.0,24.0
4307,Laphroaig Triple Wood 750ml,0.0,,0.0,
4308,Lapis Luna Red Blend 750ml,5.0,2.0,9.0,9.0
4309,Lapis Luna Zinfandel  750ml,10.0,11.0,5.0,
4310,Larceny Barrel Proof 750ml,0.0,0.0,0.0,18.0
4311,Larceny Moonshine Barrel 750ml,,0.0,0.0,
4312,Larceny Small Batch 1L,0.0,1.0,2.0,3.0
4313,Larceny Small Batch 750ml,1.0,5.0,,
4314,Lardy Beaujolais Blanc 750ml,0.0,5.0,1.0,
4315,Lardy Cru Fleurie Vigneron 750ml,,2.0,12.0,
4316,Lardy Moulin a Vent 2015 750ml,0.0,0.0,0.0,
4317,Large Bic Lighter,19.0,,,
4318,Las Californias Gin Citrico 750ml,8.0,6.0,6.0,20.0
4319,Las Californias Gin Nativo 750ml,6.0,6.0,6.0,14.0
4320,Las Perlas Raicilla De Costa 750ml,0.0,3.0,1.0,2.0
4321,Laughing Pig Rose 750ml,0.0,0.0,9.0,
4322,Laws Four Grain Bourbon 750ml,3.0,6.0,0.0,12.0
4323,Laws Four Grain Bourbon Cask Strength 750ml,,,,4.0
4324,Laws Rye BIB 750ml,1.0,0.0,0.0,3.0
4325,Laws San Luis Rye 750ml,6.0,,0.0,6.0
4326,Lazzaroni Amaretto 750ml,5.0,3.0,4.0,9.0
4327,Lazzaroni Amaro 750ml,3.0,4.0,7.0,29.0
4328,Lazzaroni Cherries 400g,8.0,11.0,3.0,
4329,Lazzaroni Fernet 750ml,2.0,2.0,3.0,7.0
4330,Lazzaroni Maraschino 750ml,1.0,4.0,5.0,10.0
4331,Lazzaroni Peach Amaretto 750ml,,2.0,4.0,9.0
4332,Lazzaroni Sambuca 750ml,5.0,3.0,3.0,7.0
4333,Le Croizillon Cahors Malbec 2015 750ml,0.0,,0.0,
4334,Le Loup Dans La Bergerie Red 750ml,0.0,0.0,0.0,
4335,Le Quai A Raisins Embruns 750ml,0.0,4.0,3.0,
4336,Le Quai A Raisins Syrah Cinsault 750ml,11.0,1.0,0.0,
4337,Le Verger French Terroir Liqueur 750ml,1.0,2.0,4.0,18.0
4338,Leather Bartool Bag,0.0,,0.0,
4339,Leblon Cachaca 1L,,,0.0,
4340,Leblon Cachaca 750ml,0.0,0.0,0.0,0.0
4341,Leduc Frouin Anjou Blanc 750ml,0.0,0.0,2.0,
4342,Leduc Frouin Anjou Cab Franc 750ml,0.0,7.0,5.0,
4343,Lee Spirits Creme De Cocao 750ml,2.0,2.0,6.0,
4344,Lee Spirits Creme de Violette 750ml,0.0,0.0,0.0,
4345,Lee Spirits Forbidden Fruit 750ml,2.0,1.0,1.0,
4346,Leeuwin Estate Art Riesling 750mL,,,12.0,
4347,Lefebvre Blanche de Braux Cans 4 Pack,0.0,0.0,0.0,
4348,Left Coast Cellars White Pinot Noir 750ml,0.0,9.0,3.0,
4349,Left Hand Milk Nitro Cans 4 Pack,0.0,,,
4350,Left Hand Smoke Jumper 22oz,0.0,,,
4351,Legacy Canadian 750ml,2.0,2.0,0.0,11.0
4352,Legado del Moncayo Garnacha Rose 750ml,0.0,,0.0,
4353,Legendre Herbsaint 750ml,5.0,5.0,0.0,3.0
4354,Legent Bourbon,4.0,1.0,1.0,6.0
4355,Lejay Cassis 750ml,,,,6.0
4356,Lemon Hart 151 750ml,0.0,1.0,0.0,0.0
4357,Lemon Hart 1804 750ml,3.0,2.0,4.0,8.0
4358,Lemon Hart Spiced Rum 750ml,4.0,2.0,0.0,2.0
4359,Lemon Juicer,2.0,4.0,3.0,
4360,Lemonheads,36.0,,0.0,
4361,Lemons (fresh),20001.0,,9967.0,
4362,Leopold Bros Bourbon 750ml,3.0,3.0,6.0,12.0
4363,Leopold Bros Orange Liqueur 750ml,3.0,2.0,4.0,0.0
4364,Leopold Bros Sour Apple Liqueur 750ml,0.0,0.0,0.0,7.0
4365,Leopold Bros. Three Pins 750ml,0.0,1.0,1.0,
4366,Leopold Brothers Absinthe Verte 750ml,2.0,3.0,3.0,5.0
4367,Leopold Brothers Apertivo 750ml,0.0,3.0,2.0,8.0
4368,Leopold Brothers BIB 750ml,1.0,0.0,0.0,6.0
4369,Leopold Brothers Cherry Whiskey 750ml,,,0.0,
4370,Leopold Brothers Cranberry Liqueur 750ml,1.0,1.0,0.0,0.0
4371,Leopold Brothers Fernet 750ml,1.0,2.0,3.0,6.0
4372,Leopold Brothers Maryland Style Rye 750ml,0.0,,0.0,
4373,Leopold Brothers Navy Gin 750ml,0.0,3.0,2.0,0.0
4374,Leopold Brothers Peach Whiskey 750ml,,,0.0,
4375,Leopold Brothers Rocky Mountain Blackberry 750ml,2.0,1.0,3.0,0.0
4376,Leopold Brothers Silver Tree Vodka 750ml,3.0,2.0,0.0,0.0
4377,Leopold Brothers Small Batch Gin 750ml,4.0,2.0,1.0,0.0
4378,Leopold Brothers Small Batch Whiskey 750ml,0.0,0.0,0.0,
4379,Leopold Brothers Summer Gin 750ml,2.0,0.0,2.0,
4380,Leopold Brothers Tart Cherry Liqueur 750ml,3.0,3.0,1.0,2.0
4381,Lepanto Gran Reserve PX 750ml,,,3.0,6.0
4382,Les Fumees Blanches Rose  750mL,,,11.0,
4383,Les Lunes Astral 750ml,0.0,20.0,0.0,
4384,Les Lunes Cosmic Blend 750ml,0.0,4.0,0.0,
4385,Les Lunes Texian 2.0 Red Blend 750ml,9.0,0.0,6.0,
4386,Les Lunes Texian Red Blend 750ml,0.0,0.0,3.0,
4387,Let's Get Tropical,1.0,1.0,1.0,
4388,Letherbee Besk 750ml,0.0,3.0,0.0,17.0
4389,Letherbee Fernet 750ml,0.0,,0.0,
4390,Letherbee Gin 1L,0.0,,0.0,
4391,Letherbee Gin 200ml,0.0,,0.0,
4392,Letherbee Gin 750ml,0.0,0.0,1.0,
4393,Leyenda Cementerio Mezcalero Edicion Especial 2016 750ml,0.0,,,
4394,Leyenda Durango 750ml,0.0,,0.0,
4395,Leyenda Guerrero 750ml,0.0,0.0,0.0,
4396,Leyenda Mezcales Unicos Montana Edicion Especial 2016,0.0,,,
4397,Leyenda Oaxaca Espadin 750ml,6.0,2.0,0.0,6.0
4398,Leyenda Puebla 750ml,0.0,,0.0,
4399,Leyenda Reservas Tehuacan Edicion Especial 2016 750ml,0.0,,0.0,
4400,Leyenda San Luis Potosi 750ml,2.0,2.0,1.0,6.0
4401,Libbey Stemless White Wine Glass,,0.0,0.0,
4402,Libbey Stemless Wine Taster 6.25oz,,3.0,0.0,
4403,Liber & Co Blood Orange Cordial 17oz,5.0,3.0,18.0,26.0
4404,Liber & Co Demerara Gum Syrup 17oz,12.0,5.0,13.0,20.0
4405,Liber & Co Fiery Ginger 17oz,5.0,8.0,0.0,43.0
4406,Liber & Co Fig Syrup 17oz,3.0,4.0,4.0,12.0
4407,Liber & Co Grapefruit Shrub 17oz,12.0,10.0,10.0,5.0
4408,Liber & Co Grenadine 17oz,15.0,3.0,4.0,43.0
4409,Liber & Co Gum Syrup 17oz,2.0,14.0,9.0,18.0
4410,Liber & Co Kola Syrup 17oz,34.0,4.0,17.0,40.0
4411,Liber & Co Old Fashioned Syrup 9.5oz,,,12.0,
4412,Liber & Co Orgeat 17oz,6.0,8.0,16.0,20.0
4413,Liber & Co Passion Fruit Syrup 17oz,10.0,10.0,21.0,10.0
4414,Liber & Co Pineapple Gum Syrup 17oz,4.0,15.0,16.0,30.0
4415,Liber & Co Raspberry Gum Syrup 17oz,4.0,9.0,7.0,19.0
4416,Liber & Co Rio Red Grapefruit Cordial 17oz,10.0,11.0,11.0,12.0
4417,Liber & Co Toasted Coconut 17oz,12.0,14.0,17.0,31.0
4418,Liber & Co Tonic Syrup 17oz,1.0,12.0,12.0,9.0
4419,Liber Lemon Lavender Cordial 9.5oz,,,,108.0
4420,Liber Treaty Oak Old Fashioned 9.5oz,0.0,,12.0,
4421,Licor 43 175L,,,0.0,0.0
4422,Licor 43 1L,13.0,2.0,11.0,31.0
4423,Licor 43 375ml,9.0,6.0,11.0,
4424,Licor 43 750ml,0.0,0.0,1.0,0.0
4425,Licor 43 Horchata 750ml,,4.0,4.0,14.0
4426,Licor Ginja D'obidos 750ml,0.0,,0.0,
4427,Licorne Carbonic Carignane 750ml,0.0,0.0,0.0,
4428,Liger Belair Bourgogne 750ml,,,0.0,
4429,Lillet Blanc 750ml,5.0,13.0,0.0,2.0
4430,Lillet Rose 750ml,4.0,4.0,12.0,1.0
4431,Lillet Rouge 750ml,9.0,2.0,4.0,13.0
4432,Limavady Single Barrel 750ml,,,,11.0
4433,Lime Margarita Salt Rimmer,10.0,10.0,13.0,12.0
4434,Limes (fresh),19515.0,38.0,9016.0,
4435,Lindemans Framboise 750ml,6.0,,,
4436,Linie Aquavit 750ml,2.0,3.0,10.0,8.0
4437,Liquid Alchemist Coconut 750ml,,,,43.0
4438,Liquid Alchemist Ginger 750ml,,0.0,0.0,
4439,Liquid Alchemist Grenadine 750ml,,1.0,0.0,0.0
4440,Liquid Alchemist Orgeat 750ml,,18.0,0.0,
4441,Liquid Alchemist Passion Fruit 750ml,,1.0,0.0,9.0
4442,Liquid Alchemist Tamarindo 750ml,,,,6.0
4443,Liquore Strega 750ml,12.0,6.0,10.0,9.0
4444,Lite 1/2 BBL,0.0,,,
4445,Little Book Straight Bourbon 750ml,0.0,,0.0,0.0
4446,Little Book Straight Bourbon Road House 2019 750ml,0.0,,,0.0
4447,Little Book Straight Bourbon The Invitation 2021 750ml,0.0,,,1.0
4448,Little James Basket Press Red 750ml,0.0,,0.0,
4449,Little James Basket Press White 750ml,0.0,,0.0,
4450,Live Oak Big Bark Cans 6 Pack,3.0,0.0,12.0,48.0
4451,Live Oak Grodziskie Cans 6 Pack,3.0,1.0,10.0,
4452,Live Oak Hefeweizen  Cans 6 Pack,3.0,2.0,10.0,56.0
4453,Live Oak Pilz Cans 12 Pack ,7.0,0.0,3.0,2.0
4454,Live Oak Pilz Cans 6 Pack,3.0,0.0,16.0,0.0
4455,Live Oak Seasonal Cans 6 Pack,3.0,3.0,7.0,
4456,Livewire Crystal Shiso Mojito 4pk Cans,,,,0.0
4457,Livewire Golden God 4pk Cans,6.0,,,0.0
4458,Livewire Heartbreaker 4pk Cans,,,,0.0
4459,Livewire Holy Tiger 375ml,,,,3.0
4460,Livewire Rocket Queen 4pk Cans,6.0,12.0,5.0,0.0
4461,Llano Arson River Habanero Vodka 750ml,6.0,,,
4462,Llano Sweet Tea Vodka 750ml,5.0,,,
4463,Lo-Fi Dry Vermouth 750ml,6.0,3.0,4.0,11.0
4464,Lo-Fi Gentian Amaro 750ml,3.0,0.0,1.0,51.0
4465,Lo-Fi Sweet Vermouth 750ml,2.0,0.0,0.0,15.0
4466,Lobos Tequila 1707 Extra Anejo 750ml,,,1.0,0.0
4467,Lobos Tequila 1707 Joven 750ml,,,0.0,2.0
4468,Lobos Tequila 1707 Reposado 750ml,,0.0,0.0,2.0
4469,Loch Lomond The Open 750ml,,,,18.0
4470,Lock Stock & Barrel 21 Rye 750ml,,,,6.0
4471,Logan Farrell Cabernet Sauvignon 750ml,0.0,0.0,0.0,
4472,Lone Pint 667 Neighbor of the Beast 4 Pack,0.0,0.0,0.0,
4473,Lone Pint Gentlemans Relish 4 pack,0.0,,0.0,
4474,Lone Pint Jabberwocky Bottles 4 Pack,0.0,,0.0,
4475,Lone Pint Tornado Shark 4 Pack,1.0,,0.0,
4476,Lone Pint Yellow Rose 6pk/12oz Cans,0.0,0.0,,8.0
4477,Lone Pint Yellow Rose Bottles 4 Pack,0.0,1.0,0.0,
4478,Lone Star 24oz,19.0,13.0,,
4479,Lone Star 24pk,5.0,,1.0,30.0
4480,Lone Star Bottles 12 Pack,0.0,,7.0,18.0
4481,Lone Star Bottles 6 Pack,8.0,0.0,1.0,
4482,Lone Star Cans 12 Pack,4.0,2.0,3.0,
4483,Lone Star Cans 6 Pack 16oz,1.0,5.0,6.0,4.0
4484,Lone Star Light Cans 12oz 24pack,,,0.0,0.0
4485,Lone Star Light Cans 6 Pack,7.0,,0.0,
4486,Lone Star Rio Jade 12oz Can 6 Pack ,0.0,1.0,1.0,
4487,Long Drink Cranberry 6/12 Cans,6.0,5.0,11.0,34.0
4488,Long Drink Strong 6/12 Cans,5.0,4.0,5.0,36.0
4489,Long Drink Traditional 6/12 Cans,7.0,4.0,8.0,16.0
4490,Long Drink Variety 8/12 Cans,4.0,0.0,0.0,0.0
4491,Long Drink Zero 6/12oz Cans,7.0,6.0,4.0,24.0
4492,Lopez De Heredia Vina Bosconia 750ml,0.0,6.0,4.0,
4493,Los Infantes Orleans Borbon Manzanilla 375ml,0.0,7.0,3.0,
4494,Los Javis Joven 750ml,,,0.0,
4495,Los Javis Reposado 750ml,,,0.0,
4496,Los Nahuales Joven Espadin 750ml,0.0,0.0,2.0,7.0
4497,Los Nahuales Metodo Antiguo 750ml,0.0,,0.0,
4498,Los Nahuales Special Edition No 2 750ml,,,0.0,
4499,Los Nahuales Special Edition No 3 750ml,0.0,,0.0,
4500,Los Nahuales Special Edition No 4 750ml,,,0.0,
4501,Los Nahuales Still Proof Jabali 750ml,,2.0,0.0,
4502,Los Vecinos Del Campo Ensamble No. 1 750ml,,0.0,0.0,
4503,Los Vecinos Del Campo Espadin 1L,,,,41.0
4504,Los Vecinos Del Campo Espadin 750ml,0.0,3.0,0.0,0.0
4505,Lost Irish 750ml,5.0,2.0,4.0,0.0
4506,Lot 40 Canadian 750ml,3.0,5.0,4.0,16.0
4507,Louis 57 Sauvignon Blanc 750ml,0.0,0.0,0.0,
4508,Louis Barruol Cote Rotie Neve 2013 750ml,0.0,,0.0,
4509,Louis Pato Baga Bruto Rose 750ml,,8.0,6.0,
4510,Louis Perdrier Brut Excellence 750ml,13.0,0.0,3.0,
4511,Louis Roederer Cristal Brut 750ml,0.0,1.0,0.0,
4512,Louis Roque Vielle Prune 750ml,2.0,2.0,0.0,0.0
4513,Louis XIII 750ml,1.0,1.0,1.0,1.0
4514,Loustic Rouge 750ml,3.0,,1.0,
4515,Love And Grapes Nobis Syrah 750ml,9.0,12.0,0.0,
4516,Love You Bunches 750ml,,11.0,4.0,
4517,Lucano Anniversario 750ml,0.0,2.0,4.0,6.0
4518,Lucano Lemoncello 750ml,5.0,4.0,2.0,9.0
4519,Lucid Absinthe 750ml,0.0,,0.0,0.0
4520,Lucio Canvas Apron with Liner,0.0,0.0,0.0,
4521,Lucio Leather Apron NO Lining,1.0,,0.0,
4522,Lucio Leather Apron w/ Lining,1.0,1.0,0.0,
4523,Lucio Leather Bar Roll Up,3.0,3.0,3.0,
4524,Lucio Wax canvas Apron w/ Liner,1.0,1.0,0.0,
4525,Lucky Falernum 750ml,0.0,,0.0,
4526,Lucky Stash Agave Spirit 750ml,,,0.0,
4527,Lucky Strike,38.0,,,
4528,Ludovic Engelvin Rouge 750ml,0.0,3.0,1.0,
4529,Luksusowa Vodka 375ml,,,0.0,
4530,Luksusowa Vodka 750ml,10.0,8.0,13.0,0.0
