SKU,Product,Customer,Location,Status,Category,OnHand,Quantity,Sale,Unit
080732136413,Chateau La Croix Bellevue Pomerol 750mL,Customer Square 2,Pleasant Valley,ACTIVE,Red Old World,12.0,,,
3258470037140,Chateau Morin St. Estephe 750mL,Customer Square 3,Oak Hill,ACTIVE,Red Old World,12.0,,,
3258470037140,Chateau Morin St. Estephe 750mL,Customer Square 2,Pleasant Valley,ACTIVE,Red Old World,12.0,,,
761503232038,Chateau Thivin Beaujolais Rose 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Rose,12.0,,,
736040004721,Chawar Anejo Rosado 750ml,Customer Square 1,Airport,ACTIVE,Tequila,2.0,,,
736040004721,Chawar Anejo Rosado 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,8.0,,,
084848735300,Cherry Rocher 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
084848735300,Cherry Rocher 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
3032230201275,Cherry Rocher Brandy 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,2.0,,,
3032230201275,Cherry Rocher Brandy 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Brandy,2.0,,,
810020890020,Chicken Cock Bourbon 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,6.0,,,
810020890037,Chicken Cock Rye 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Rye,1.0,,,
080432115343,Chivas Regal 13y  750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,3.0,,,
080432103807,Chivas Regal 18y 1L,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,2.0,,,
080432110607,Chivas Regal Ultis 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
080432400524,Chivas Royal Salute 21yr 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
080432400524,Chivas Royal Salute 21yr 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,2.0,,,
080432400524,Chivas Royal Salute 21yr 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
852935001733,Chopin Family Reserve Vodka 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Vodka,1.0,,,
852935001177,Chopin Vodka 175L,Customer Square 1,Airport,ACTIVE,Vodka,2.0,,,
852935001177,Chopin Vodka 175L,Customer Square 3,Oak Hill,ACTIVE,Vodka,1.0,,,
887341175747,Cinzano 1757 Vermouth Di Torino Extra Dry 1L,Customer Square 1,Airport,ACTIVE,Fortified,11.0,,,
887341175747,Cinzano 1757 Vermouth Di Torino Extra Dry 1L,Customer Square 2,Pleasant Valley,ACTIVE,Fortified,6.0,,,
086785900179,Cinzano Rosso Vermouth 1L,Customer Square 3,Oak Hill,ACTIVE,Fortified,4.0,,,
088076180444,Ciroc Apple 375ml,Customer Square 3,Oak Hill,ACTIVE,Vodka,2.0,,,
695521151739,Citadelle Reserve 750ml,Customer Square 3,Oak Hill,ACTIVE,Gin,3.0,,,
080368807503,Cividina Grappa 1L,Customer Square 3,Oak Hill,ACTIVE,Grappa,1.0,,,
7500463150913,Clande Lechuguilla Bienvenido 750ml (Blue),Customer Square 2,Pleasant Valley,ACTIVE,Sotol,1.0,,,
081240120758,Clase Azul Anejo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
020212030039,Clase Azul Gold 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
081240049905,Clase Azul Ultra 750ml,Customer Square 3,Oak Hill,ACTIVE,Tequila,1.0,,,
850005509189,Clay Shannon Chardonnay 750ml,Customer Square 2,Pleasant Valley,ACTIVE,White,1.0,,,
182972000537,Clement 10y Grand Reserve 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,1.0,,,
182972000544,Clement 15y 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,1.0,,,
182972000544,Clement 15y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Rum,1.0,,,
182972001213,Clement Rhum Blanc Agricole 1L,Customer Square 1,Airport,ACTIVE,Rum,6.0,,,
182972001213,Clement Rhum Blanc Agricole 1L,Customer Square 2,Pleasant Valley,ACTIVE,Rum,6.0,,,
182972000520,Clement XO 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,3.0,,,
854763007314,Clown Shoes Space Cake 4pk 16oz Cans,Customer Square 2,Pleasant Valley,ACTIVE,Craft Beer,6.0,,,
4904403,Coca Cola 20oz Bottle,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,21.0,,,
728028374926,Cocktail & Sons Honeysuckle and Peppercorns 8oz,Customer Square 1,Airport,ACTIVE,Mixer,2.0,,,
791090525831,Cocktail Kingdom Antique Hawthorne,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,1.0,,,
791090529723,Cocktail Kingdom Bitters Bottle 50ml,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
1234500000044,Cocktail Kingdom Dash Dart Stainless 50ml,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
123484,Cocktail Kingdom Ice Mallet,Customer Square 1,Airport,ACTIVE,Bar Tools,5.0,,,
123484,Cocktail Kingdom Ice Mallet,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,3.0,,,
123484,Cocktail Kingdom Ice Mallet,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,6.0,,,
123666,Cocktail Kingdom Japanese Jigger .5-.75 oz Black,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,24.0,,,
123494,Cocktail Kingdom Japanese Jigger 1-1.5 oz Stainless,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,1.0,,,
123495,Cocktail Kingdom Julep Strainer Black,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
123496,Cocktail Kingdom Julep Strainer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
123497,Cocktail Kingdom Julep Strainer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,5.0,,,
791090529181,Cocktail Kingdom Pineapple Barspoon Stainless 43.5cm,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,2.0,,,
842094152117,Cocktail Kingdom Pitchfork Ice Pick,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
791090528351,Cocktail Kingdom Skull  Barspoon Stainless 40cm,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,8.0,,,
123509,Cocktail Kingdom Teardrop Barspoon 30cm Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,6.0,,,
1234500000064,Cocktail Kingdom Teardrop Double Stirrer Copper,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 1,Airport,ACTIVE,Bar Tools,1.0,,,
1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
1234500000065,Cocktail Kingdom Teardrop Double Stirrer Gold,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,1.0,,,
1234500000066,Cocktail Kingdom Teardrop Double Stirrer Stainless,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,4.0,,,
1234500000069,Cocktail Recipe Journal,Customer Square 1,Airport,ACTIVE,Books,1.0,,,
9781941199046,Cocktail Techniques Kazuo Uyeda,Customer Square 1,Airport,ACTIVE,Books,1.0,,,
9781941199046,Cocktail Techniques Kazuo Uyeda,Customer Square 3,Oak Hill,ACTIVE,Books,1.0,,,
859061006861,Codigo Rare Hare Anejo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
087236565107,Cointreau 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,12.0,,,
087236565695,Cointreau Noir 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,1.0,,,
04963406,Coke Can 12oz,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,50.0,,,
736040523888,Combier Elicser 375ml,Customer Square 1,Airport,ACTIVE,Liqueur,3.0,,,
736040523888,Combier Elicser 375ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
736040523888,Combier Elicser 375ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,4.0,,,
736040523826,Combier Fruits Rouges 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,2.0,,,
736040523826,Combier Fruits Rouges 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
736040523864,Combier Kummel 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,1.0,,,
736040523864,Combier Kummel 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
736040523864,Combier Kummel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,5.0,,,
736040539711,Combier Le Bleu 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
736040523765,Combier Pamplemousse 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
736040526759,Combier Rose Liqueur 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,3.0,,,
736040521341,Combier Royal 1L,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
736040521341,Combier Royal 1L,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
832889008811,Compass Box Canvas 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
832889007302,Compass Box Flaming Heart 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
832889001126,Compass Box Hedonism 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,3.0,,,
832889001126,Compass Box Hedonism 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
832889008781,Compass Box Menagerie 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
832889008781,Compass Box Menagerie 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
832889007500,Compass Box Oak Cross 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
832889006213,Compass Box Peat Monster 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,6.0,,,
832889008743,Compass Box Rogues Banquet 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
848169037433,Compass Box The Circle 2 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,3.0,,,
848169037433,Compass Box The Circle 2 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
832889008682,Compass Box The Circle 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,2.0,,,
832889008606,Compass Box The Spaniard 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,2.0,,,
832889008842,Compass Box Two Columns On Experimental Grain Whisky 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,2.0,,,
832889008897,Compass Box Ultramarine 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,2.0,,,
832889008897,Compass Box Ultramarine 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,2.0,,,
832889008866,Compass Box Vellichor 700ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
080686187134,Connemara Peated Single Malt 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Irish,6.0,,,
8002007300000,Contratto Americano Rosso 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,4.0,,,
8016441110750,Contratto Bianco Vermouth 750ml,Customer Square 1,Airport,ACTIVE,Fortified,7.0,,,
8016441110750,Contratto Bianco Vermouth 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,10.0,,,
071990100025,Coors Banquet Cans 6 Pack,Customer Square 2,Pleasant Valley,ACTIVE,Dom Beer,4.0,,,
850329005930,Copper & Kings 3 Floyds 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,1.0,,,
850329005022,Copper & Kings Absinthe 750ml,Customer Square 3,Oak Hill,ACTIVE,Absinthe,2.0,,,
850329005008,Copper & Kings American Brandy 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,1.0,,,
850004947197,Copper & Kings Apple Brandy 750ml,Customer Square 3,Oak Hill,ACTIVE,Brandy,2.0,,,
123553,Copper Cocktail Picks,Customer Square 3,Oak Hill,ACTIVE,Bar Tools,36.0,,,
088004035747,Corazon Blanco 50ml,Customer Square 3,Oak Hill,ACTIVE,Tequila,2.0,,,
088004035747,Corazon Blanco 50ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,1.0,,,
867931000451,Corner Creek Small Batch 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,2.0,,,
860007263309,Country Luau Mango Mosa 4pk,Customer Square 1,Airport,ACTIVE,RTD,6.0,,,
860006744649,Country Luau Pineapple Jalapen-y'all 4pk,Customer Square 1,Airport,ACTIVE,RTD,6.0,,,
860006744694,Country Luau Strawberry Daiq 4pk,Customer Square 1,Airport,ACTIVE,RTD,6.0,,,
860006744670,Country Luau Yuzu Ranch 4pk,Customer Square 1,Airport,ACTIVE,RTD,6.0,,,
080686961048,Courvoisier VS 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Cognac,2.0,,,
850032865029,Creador Barril 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
850032865029,Creador Barril 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
850032865043,Creador Espadin 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
850032865043,Creador Espadin 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
850032865050,Creador Jabali 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
850032865050,Creador Jabali 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
850032865005,Creador Lumbre 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
850032865067,Creador Mexican + Espadin 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
850032865081,Creador Mexicano 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
082000792550,Crown Royal 16y Rye 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Canadian,2.0,,,
082000792550,Crown Royal 16y Rye 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Canadian,3.0,,,
082000776581,Crown Royal Vanilla 375ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Canadian,19.0,,,
1234500000074,Crude Apothecary Bitters 2oz,Customer Square 1,Airport,ACTIVE,Bitters,1.0,,,
860084000101,Crude Big Bear Bitters 4oz,Customer Square 1,Airport,ACTIVE,Bitters,3.0,,,
860084000163,Crude Lindsay 4oz,Customer Square 1,Airport,ACTIVE,Bitters,8.0,,,
860084000118,Crude Rizzo Bitters 4oz,Customer Square 1,Airport,ACTIVE,Bitters,3.0,,,
1234500000078,Crumb Scraper,Customer Square 2,Pleasant Valley,ACTIVE,Bar Tools,18.0,,,
869957000019,Cruse Wine Co. Monkey Jacket 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Red New World,12.0,,,
023165211135,Cuentacuentos Tobala Everardo 750mL,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
816751021207,Cutwater Paloma 4pk,Customer Square 1,Airport,ACTIVE,RTD,6.0,,,
83840300424,Cyrus Noble Bourbon 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,4.0,,,
83840300424,Cyrus Noble Bourbon 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,3.0,,,
693394000147,D Bosler Pinot Noir Birdsnest 750mL,Customer Square 1,Airport,ACTIVE,Red New World,12.0,,,
858588003056,Dads Hat Rye Port Finish 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Rye,1.0,,,
858588003056,Dads Hat Rye Port Finish 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Rye,2.0,,,
7500326213076,Dakabend Mexican Rum 1L,Customer Square 3,Oak Hill,ACTIVE,Rum,3.0,,,
091037310309,Dale DeGroffs Pimento Bitters 150ml,Customer Square 1,Airport,ACTIVE,Bitters,7.0,,,
087647113409,Dalmore Port Wood 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Scotch,1.0,,,
088110100056,Dalwhinnie 15y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,3.0,,,
081932049534,Damiana Liqueur 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
618358000124,Daristi Xtabentun 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
10041004,Dark Matter Malort Cold Brew 8oz ,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,1.0,,,
086785321080,Darnley's Original London Dry Gin 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Gin,6.0,,,
695521106012,Daron Calvados Fine 750ml,Customer Square 3,Oak Hill,ACTIVE,Calvados,5.0,,,
753677291584,Dashfire Old Fashioned Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,2.0,,,
753677291560,Dashfire Spiced Apple Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,3.0,,,
753677291515,Dashfire Star Anise Bitters 100ml,Customer Square 1,Airport,ACTIVE,Bitters,3.0,,,
753677291492,Dashfire Star Sichuan Bitters 100ml,Customer Square 3,Oak Hill,ACTIVE,Bitters,1.0,,,
088352139487,Daviess County American Oak 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,6.0,,,
088352134796,Daviess County Cabernet Finish 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,6.0,,,
088352136431,Daviess County Double Barrel 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,6.0,,,
088352134802,Daviess County French Oak 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,6.0,,,
088352134291,Daviess County Straight Bourbon 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,6.0,,,
785221300909,De Dolle Bos Keun 330ml,Customer Square 1,Airport,ACTIVE,Craft Beer,1.0,,,
9329549000106,De Iuliis Shiraz 750ml,Customer Square 3,Oak Hill,ACTIVE,Red New World,4.0,,,
7804670300049,De Otro Planeta Cabernet Franc 750ml,Customer Square 1,Airport,ACTIVE,Red,12.0,,,
7804670300049,De Otro Planeta Cabernet Franc 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Red,12.0,,,
859266003184,Deaths Door Gin 1L,Customer Square 1,Airport,ACTIVE,Gin,2.0,,,
859266003184,Deaths Door Gin 1L,Customer Square 3,Oak Hill,ACTIVE,Gin,2.0,,,
00850030152428,DEHY Blood Orange Jar,Customer Square 3,Oak Hill,ACTIVE,Garnish,3.0,,,
00850030152428,DEHY Blood Orange Jar,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,9.0,,,
102710271027,DEHY Garnishes,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,40.0,,,
00850030152503,DEHY Lemon Jar,Customer Square 3,Oak Hill,ACTIVE,Garnish,3.0,,,
00850030152107,DEHY Orange Petal Garnishes,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,1.0,,,
080686381204,DEK Triple Sec 1L,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,1.0,,,
852140005021,Del Bac Dorado 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey American Single Malt,2.0,,,
618397201391,Del Maguey Barril 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397201018,Del Maguey Espadin Especial 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397201308,Del Maguey Madrecuixe 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397960021,Del Maguey Minero 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397010016,Del Maguey Pechuga 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
618397201223,Del Maguey San Jose Rio Minas 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,1.0,,,
618397950015,Del Maguey San Luis del Rio 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397110013,Del Maguey San Luis del Rio Azul 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,5.0,,,
618397110013,Del Maguey San Luis del Rio Azul 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397201230,Del Maguey San Pedro Taviche 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
618397202114,Del Maguey Vida de Muertos 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,11.0,,,
898498001056,Denizen Vatted Dark Rum 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,3.0,,,
8053629650042,Denny Bini Lambrusco Dellemilla 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Red,12.0,,,
613739980866,Derrumbes Guerrero 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
613739980866,Derrumbes Guerrero 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,4.0,,,
7503019735541,Derrumbes Michoacan Chino Alto 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,3.0,,,
613739980552,Derrumbes Oaxaca 200ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,6.0,,,
708747152838,Derrumbes San Luis Potosi Salmiana 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
708747152913,Derrumbes Tamaulipas Ensamble 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,3.0,,,
708747152920,Derrumbes Zacatecas Blue Weber 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,6.0,,,
850030413024,Desert Door Texas Sotol 1L,Customer Square 3,Oak Hill,ACTIVE,Sotol,4.0,,,
080480005221,Dewars 15y 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Scotch,1.0,,,
80480984427,Dewars Double Double 32y 375ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Scotch,1.0,,,
717872727446,Diaz Brothers Cacao Pechuga 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
717872727477,Diaz Brothers Espadin 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
717872727453,Diaz Brothers Mexicano 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
082000792242,Dickel Grackle Single Barrel 15y 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Bourbon/American,6.0,,,
082000792242,Dickel Grackle Single Barrel 15y 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Whiskey Bourbon/American,7.0,,,
04965802,Diet Coke Can 12oz,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,37.0,,,
094922277626,Dimmi Liqueur 750ml,Customer Square 1,Airport,ACTIVE,Liqueur,4.0,,,
094922277626,Dimmi Liqueur 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,1.0,,,
081382301121,Dingle Irish Whiskey Batch 4 750ml,Customer Square 1,Airport,ACTIVE,Whiskey Irish,1.0,,,
081382301121,Dingle Irish Whiskey Batch 4 750ml,Customer Square 3,Oak Hill,ACTIVE,Whiskey Irish,2.0,,,
7594003626167,Diplomatico Ambassador Selection 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,2.0,,,
7594003626723,Diplomatico Distillery No2 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,3.0,,,
7594003629236,Diplomatico Distillery No3 750ml,Customer Square 3,Oak Hill,ACTIVE,Rum,1.0,,,
851302002533,Dirty Sue Double Stuffed Olives 16oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,17.0,,,
851302002533,Dirty Sue Double Stuffed Olives 16oz,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,18.0,,,
851302002601,Dirty Sue Jalapeno Stuffed Onions 16oz,Customer Square 1,Airport,ACTIVE,Garnish,12.0,,,
851302002601,Dirty Sue Jalapeno Stuffed Onions 16oz,Customer Square 3,Oak Hill,ACTIVE,Garnish,12.0,,,
851302002601,Dirty Sue Jalapeno Stuffed Onions 16oz,Customer Square 2,Pleasant Valley,ACTIVE,Garnish,12.0,,,
644216664566,Dirty Sue Whiskey Cherries 16oz,Customer Square 1,Airport,ACTIVE,Garnish,12.0,,,
038900008086,Dole Pineapple Juice 46oz,Customer Square 2,Pleasant Valley,ACTIVE,Non Alcoholic Beverage,13.0,,,
0879039002930,Dom de l'ecu Classic Muscadet 750ml,Customer Square 1,Airport,ACTIVE,White,3.0,,,
855082001021,Dom Fichet Macon Chardonnay 2019 750ml,Customer Square 2,Pleasant Valley,ACTIVE,White,12.0,,,
76008520017,Domaine La Coche Sauvignon Blanc 750ml,Customer Square 1,Airport,ACTIVE,White,1.0,,,
76008520017,Domaine La Coche Sauvignon Blanc 750ml,Customer Square 2,Pleasant Valley,ACTIVE,White,1.0,,,
618115946054,Don Amado Anejo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
618115946047,Don Amado Rustico 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,2.0,,,
618115946047,Don Amado Rustico 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,3.0,,,
852660004405,Don Ciccio & Figli Amaro Tonico Ferro-Kina 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,2.0,,,
852660004405,Don Ciccio & Figli Amaro Tonico Ferro-Kina 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Liqueur,2.0,,,
852660004221,Don Ciccio & Figli Cinque Apertivo 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
852660004009,Don Ciccio Finocchietto 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,3.0,,,
852660004146,Don Ciccio Prickly Pear 750ml,Customer Square 3,Oak Hill,ACTIVE,Liqueur,1.0,,,
7416388330586,Don Fulano Anejo 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,2.0,,,
7416388130674,Don Fulano Blanco 100 proof 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Tequila,7.0,,,
190046000017,Don Mateo Alto 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,1.0,,,
190046000048,Don Mateo Cupreata 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,3.0,,,
190046000031,Don Mateo Manso De Sahuayo 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,4.0,,,
190046000031,Don Mateo Manso De Sahuayo 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,2.0,,,
190046000024,Don Mateo Silvestre 750ml,Customer Square 1,Airport,ACTIVE,Mezcal,1.0,,,
190046000024,Don Mateo Silvestre 750ml,Customer Square 3,Oak Hill,ACTIVE,Mezcal,3.0,,,
190046000024,Don Mateo Silvestre 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Mezcal,2.0,,,
086891082899,Don Pancho 8yr 750ml,Customer Square 2,Pleasant Valley,ACTIVE,Rum,1.0,,,
082301100559,Don Q Anejo 1L,Customer Square 1,Airport,ACTIVE,Rum,3.0,,,
850021602031,Dos Deus Vermouth Dry 750ml,Customer Square 3,Oak Hill,ACTIVE,Fortified,4.0,,,
